exp_date,train_rmse,train_custom_acc,val_rmse_for_best_train,val_custom_acc_for_best_train,test_rmse_for_best_train,test_custom_acc_for_best_train,train_epoch_for_best_train,val_rmse,val_custom_acc,train_rmse_for_best_val,train_custom_acc_for_best_val,test_rmse_for_best_val,test_custom_acc_for_best_val,val_epoch_for_best_val,test_rmse,test_custom_acc,train_rmse_for_best_test,train_custom_acc_for_best_test,val_rmse_for_best_test,val_custom_acc_for_best_test,test_epoch_for_best_test,seq_len,lr,hid_d,last_d,tok_conv_k,bs,norm_type,use_pos_enc,num_heads,fc_layer_type
2024-08-10 05:54,33.022537,93.77481079101562,367.74768,47.620487213134766,359.7526,37.75063705444336,41,545.0775,19.36583709716797,276.64096,47.91004180908203,431.21118,39.03032684326172,1,351.97635,36.13130569458008,54.478783,89.38265991210938,364.19858,44.683570861816406,27,44,0.0002,804,841,10,128,batch,True,12,mha
2024-08-10 08:20,63.42971,87.2037124633789,388.98734,47.69773483276367,370.37598,43.173675537109375,21,385.69473,47.82392120361328,289.54977,46.863468170166016,351.62848,49.298458099365234,1,351.62848,49.298458099365234,289.54977,46.863468170166016,385.69473,47.82392120361328,1,36,0.0003,998,1490,9,256,layer,True,96,mha
2024-08-10 05:33,48.002552,90.5984115600586,385.823,51.54184722900391,385.62347,46.2371711730957,31,424.28302,26.561397552490234,278.83072,43.86879348754883,356.88437,39.29743194580078,1,349.28174,37.2709846496582,128.20998,76.60833740234375,370.93896,41.846588134765625,11,45,0.0013,820,1199,9,256,layer,True,96,mha
2024-08-10 03:11,83.20637,82.99407196044922,418.31546,42.44668197631836,404.164,46.70051193237305,21,387.1268,44.22537612915039,287.4669,44.76835632324219,350.83002,43.82558059692383,1,350.83002,43.82558059692383,287.4669,44.76835632324219,387.1268,44.22537612915039,1,29,0.0004,725,1946,7,256,layer,True,12,mha
2024-08-10 06:34,51.280937,90.47010803222656,385.9308,46.33784103393555,381.07883,46.38835906982422,32,618.89655,27.301103591918945,263.91998,46.64677429199219,433.43625,46.032135009765625,1,361.55432,40.45503616333008,108.251724,77.31729125976562,376.72852,41.04042434692383,13,40,0.0005,942,854,12,128,batch,True,12,mha
2024-08-10 07:33,26.07185,95.03165435791016,361.51688,46.00493240356445,359.57187,33.39336013793945,47,1225.5635,-36.86530685424805,254.77866,50.21291732788086,379.58154,19.176433563232425,1,353.26007,37.045745849609375,54.36207,89.6338119506836,358.24786,47.2830924987793,26,45,0.0002,1459,1509,10,128,batch,True,48,mha
2024-08-10 09:54,38.015137,92.6002426147461,379.25446,47.531585693359375,369.50662,39.31934356689453,36,361.6741,41.71100234985352,105.93902,76.91585540771484,346.59702,32.2817268371582,16,344.35056,38.39918899536133,97.166885,81.19865417480469,372.96152,46.95170974731445,17,47,0.0004,1348,954,8,256,layer,True,48,mha
2024-08-10 05:25,30.902218,94.06165313720705,370.8127,39.94307327270508,349.82224,32.703399658203125,50,363.12607,39.205322265625,50.371315,90.60926055908205,353.4874,30.929523468017575,30,354.30576,29.721525192260746,89.95405,81.28894805908203,398.41174,26.57616424560547,18,46,0.0002,886,1714,10,256,layer,True,96,mha
2024-08-10 10:00,58.41157,89.06739044189453,369.31357,45.81134033203125,393.5385,43.322853088378906,25,354.8707,39.10028839111328,208.17805,55.15937805175781,416.3941,33.015869140625,7,364.13675,33.0682373046875,242.15575,49.75360107421875,391.25885,40.41656875610352,2,39,0.0004,1233,1308,7,256,layer,True,96,mha
2024-08-10 12:19,25.51906,95.07261657714844,361.51294,45.88203811645508,364.3898,33.407691955566406,47,1291.2455,-33.9354133605957,256.9675,58.576602935791016,373.97284,31.234708786010746,1,361.68423,33.57818984985352,133.9539,74.51201629638672,609.447,17.262500762939453,9,47,0.0003,1439,1333,10,128,batch,True,96,mha
2024-08-10 06:36,43.907257,91.6341323852539,390.38293,48.29520797729492,393.1257,44.35887908935547,35,374.24435,44.465919494628906,71.70681,85.76815032958984,373.4329,40.62670516967773,23,354.83347,40.29674911499024,113.85539,75.14830780029297,366.31897,42.943939208984375,15,44,0.0006,894,2046,11,256,layer,True,96,mha
2024-08-10 06:47,21.971876,95.813232421875,360.459,45.4095344543457,366.58948,36.48158645629883,46,611.34015,11.750226020812988,267.65765,46.50933074951172,372.61026,36.87952423095703,1,355.7877,40.87770080566406,69.69134,87.0051498413086,373.15677,43.67679977416992,17,36,0.0003,1205,1844,10,128,batch,True,48,mha
2024-08-10 08:26,33.96755,93.7283935546875,377.92758,49.44067001342773,364.56018,46.26056289672852,54,822.6986,-7.329562664031982,226.05858,58.535438537597656,366.68976,28.10346031188965,1,350.83292,42.762054443359375,133.51569,74.16450500488281,398.05057,44.674903869628906,8,45,0.0009,1048,1073,9,128,batch,True,96,mha
2024-08-10 08:31,33.286606,93.35034942626952,361.9154,47.5539436340332,362.7432,36.59265899658203,50,421.11334,33.36012649536133,273.1605,40.1336555480957,361.5226,42.4987907409668,1,355.32233,36.2420654296875,70.77942,86.7983627319336,382.96005,41.067115783691406,25,45,0.0005,1338,1360,10,128,layer,True,48,mha
2024-08-10 03:40,30.36457,94.2050552368164,390.5849,41.26303863525391,356.74487,33.856632232666016,48,674.86835,13.078195571899414,290.68814,45.50468063354492,388.46286,43.362430572509766,1,358.33582,31.84939956665039,72.31596,86.0022201538086,464.4177,29.095741271972656,20,42,0.0001,1009,1935,11,128,batch,True,48,mha
2024-08-10 09:21,24.073074,95.34754180908205,379.66043,46.088478088378906,378.26923,35.839237213134766,43,470.741,36.85765075683594,271.04785,48.58248519897461,387.2267,45.89362335205078,1,364.9191,38.43642044067383,82.18135,84.19107055664062,383.14713,46.86983108520508,18,41,0.0006,1169,1926,10,128,layer,True,96,mha
2024-08-10 10:54,18.843939,96.48629760742188,368.542,46.21949005126953,362.86575,43.87326049804688,65,754.9211,14.774717330932615,231.99597,55.146297454833984,447.09952,39.93277740478516,1,365.37753,37.25594329833984,108.6042,83.10430145263672,403.52625,35.76404571533203,15,41,0.0008,1220,1538,11,128,batch,True,48,mha
2024-08-10 05:57,51.574375,89.99826049804688,369.4714,46.94336318969727,364.07852,45.20632553100586,45,1232.5801,-24.651758193969727,214.85066,62.7664680480957,395.1562,38.81558609008789,1,349.9605,27.23626708984375,167.55399,65.09844207763672,1294.6129,-38.267181396484375,6,48,0.0008,970,766,8,128,batch,True,48,mha
2024-08-10 05:49,27.329699,94.62306213378906,367.39868,46.222503662109375,363.73758,36.250301361083984,57,1214.6829,-25.125076293945312,256.87778,52.4853401184082,376.06055,38.86101531982422,1,357.38223,38.69645690917969,58.21889,88.84014892578125,370.22705,46.14448165893555,28,45,0.0002,902,1012,9,128,batch,True,96,mha
2024-08-10 03:20,38.950287,92.17424774169922,381.10587,40.21208572387695,367.06607,34.86351013183594,57,407.34302,46.2600212097168,268.6389,44.113189697265625,357.0735,41.708744049072266,1,354.30222,40.04322052001953,91.39129,83.11631774902344,381.68137,45.091793060302734,35,45,0.0003,1314,1621,6,128,layer,True,48,mha
2024-08-10 02:33,110.08624,77.84368896484375,1821.4352,-62.61091613769531,406.46567,29.4787540435791,21,577.74835,27.218673706054688,288.7434,55.636714935302734,442.2048,43.717567443847656,1,395.5663,29.342504501342773,139.98958,75.82056427001953,1271.3169,-37.02958679199219,12,25,0.0034,308,1140,15,256,layer,True,12,mha
2024-08-10 04:19,60.49133,87.68744659423828,393.67374,45.75187301635742,393.16705,39.265995025634766,29,1465.5134,-28.522668838500977,220.35799,61.46442794799805,473.72095,36.64242172241211,1,385.96283,33.79762268066406,101.29219,81.3075942993164,627.3832,16.621217727661133,12,39,0.0009,784,1733,8,128,batch,True,48,mha
2024-08-10 05:20,23.158009,95.49707794189452,376.29654,48.91139221191406,358.15714,38.24818801879883,56,370.2094,43.10622787475586,82.259125,84.11613464355469,354.5768,33.95282745361328,20,351.36945,33.17913818359375,47.93173,89.94605255126953,361.07028,47.623416900634766,37,41,0.0005,865,1495,9,256,layer,True,48,mha
2024-08-10 03:28,41.941135,92.129638671875,387.07947,41.0695915222168,354.2154,36.11484146118164,37,378.11063,40.55729675292969,96.99898,81.74394989013672,369.19684,32.348751068115234,18,345.74356,36.07686996459961,63.02439,87.51860046386719,383.16098,38.601165771484375,27,44,0.0001,961,2010,10,256,layer,True,96,mha
2024-08-10 10:09,73.526825,86.64032745361328,369.59366,42.99357986450195,368.13123,35.111454010009766,28,405.7977,51.46306610107422,260.9205,53.90498733520508,385.49176,53.54057693481445,1,362.93927,32.78422546386719,126.59759,72.05022430419922,363.27966,40.73860931396485,11,48,0.0008,1124,1095,7,128,layer,True,96,mha
2024-08-10 02:50,55.19747,89.70417022705078,461.0526,29.723695755004883,369.37213,32.74348068237305,34,671.0947,24.59282112121582,249.67732,50.71422958374024,413.95755,42.886817932128906,1,362.2283,34.51517105102539,65.06342,87.74368286132812,426.01544,36.048336029052734,31,31,0.0012,1533,1249,9,128,batch,True,48,mha
2024-08-10 11:55,37.063442,93.09307098388672,350.04956,51.709083557128906,382.91025,38.64332962036133,49,707.41876,5.549801349639893,243.0137,53.38227844238281,480.3895,35.70902633666992,1,351.36786,34.023162841796875,71.36235,84.94890594482422,343.74072,44.517799377441406,29,44,0.0006,1391,1235,10,128,batch,True,12,mha
2024-08-10 11:40,20.584517,95.9080047607422,360.15952,49.770755767822266,376.46423,39.874061584472656,65,471.00903,46.24908065795898,259.19522,55.78497314453125,389.4002,49.545501708984375,1,350.54987,42.240230560302734,94.51084,81.6123275756836,382.54004,44.76097106933594,22,45,0.0009,1129,1104,10,128,layer,True,96,mha
2024-08-10 03:57,30.049349,94.55755615234376,377.54916,47.07405853271485,362.56274,39.44037628173828,58,1021.7658,-10.637656211853027,236.90514,54.59585952758789,487.94052,35.175724029541016,1,358.49734,38.29561996459961,39.966442,92.97420501708984,375.14807,46.94856643676758,47,42,0.0006,569,1471,9,128,batch,True,48,mha
2024-08-10 07:25,22.97074,95.61703491210938,366.21994,47.117469787597656,376.94638,38.191650390625,50,894.5942,-3.4867892265319824,243.71542,55.88206100463867,376.04346,44.467376708984375,1,367.95288,31.22181510925293,85.8276,82.27622985839844,449.91214,24.84823608398437,16,39,0.0004,1246,1741,10,128,batch,True,96,mha
2024-08-10 06:59,25.703463,95.08495330810548,371.7057,44.71685028076172,369.90198,44.26591491699219,48,373.3311,34.407989501953125,287.68787,42.00776672363281,374.40933,38.656368255615234,1,367.19827,43.14669418334961,47.912502,91.38411712646484,364.2134,45.04964447021485,28,41,0.0002,1329,1823,11,128,layer,True,48,mha
2024-08-10 03:26,26.843,94.89044952392578,363.7588,43.81156539916992,362.43414,35.49498748779297,53,361.60892,39.127140045166016,54.242058,88.41922760009766,360.06018,31.22587203979492,33,352.90994,38.7715950012207,79.410736,84.87477111816406,371.4772,41.84186553955078,23,45,0.0003,800,1186,10,256,layer,True,96,mha
2024-08-10 12:01,34.452785,93.98755645751952,377.94302,47.262298583984375,374.13138,44.92866134643555,40,362.21387,40.4408073425293,69.5049,86.14002227783203,361.66223,36.25949478149414,20,364.33234,48.09806823730469,55.136646,89.03604125976562,384.79965,47.48918914794922,27,45,0.0005,1324,1320,10,256,batch,True,12,mha
2024-08-10 08:48,26.820103,94.94651794433594,366.13318,47.980106353759766,370.5753,44.20108795166016,39,430.9694,48.23890686035156,265.41516,56.62376403808594,400.71283,51.46104431152344,1,367.10352,39.356327056884766,47.902313,90.75092315673828,357.0494,47.251766204833984,30,43,0.0008,1206,1198,11,128,layer,True,96,mha
2024-08-10 09:45,23.511183,95.8719482421875,373.1475,48.04459381103516,380.47824,45.038333892822266,62,442.22668,39.30215072631836,255.04045,52.547794342041016,389.1438,45.31877136230469,1,352.6232,37.074520111083984,77.96671,83.73387908935547,371.8508,40.15647888183594,27,45,0.0007,1468,1105,8,128,layer,True,96,mha
