exp_date,train_rmse,train_custom_acc,val_rmse_for_best_train,val_custom_acc_for_best_train,test_rmse_for_best_train,test_custom_acc_for_best_train,train_epoch_for_best_train,val_rmse,val_custom_acc,train_rmse_for_best_val,train_custom_acc_for_best_val,test_rmse_for_best_val,test_custom_acc_for_best_val,val_epoch_for_best_val,test_rmse,test_custom_acc,train_rmse_for_best_test,train_custom_acc_for_best_test,val_rmse_for_best_test,val_custom_acc_for_best_test,test_epoch_for_best_test,seq_len,lr,d,hid_d,last_d,time_d,e_layers,token_emb_kernel_size,dropout,comb_type,bs
2024-08-05 13:34,112.558525,77.05284881591797,530.6853,26.33782958984375,407.33847,20.59225845336914,16,2229.144,-72.39736938476562,463.22968,32.39133071899414,385.72058,33.80139923095703,1,381.38095,21.72127914428711,150.83931,71.23570251464844,524.4028,27.69384002685547,10,16,0.004,228,892,872,64,16,12,0.4,add,128
2024-08-05 13:27,140.30527,68.55207061767578,407.0235,34.93568420410156,383.37787,14.517641067504885,12,676.4088,18.8503475189209,1533.5244,-167.1416778564453,514.458,23.989835739135746,1,406.32227,13.521608352661133,242.17953,50.497440338134766,418.85675,33.95088577270508,3,16,0.021,328,772,932,64,15,12,0.42,add,256
2024-08-05 13:22,83.61855,84.2111587524414,411.01923,39.31547927856445,391.15738,17.57636260986328,17,621.7917,-20.27352523803711,642.6063,-27.4849910736084,629.95734,-46.79391098022461,1,391.15738,17.57636260986328,83.61855,84.2111587524414,411.01923,39.31547927856445,17,16,0.013,268,792,872,64,17,12,0.42,add,256
2024-08-05 13:51,152.28197,68.73478698730469,506.35526,27.34801483154297,448.66266,22.47105598449707,10,413.59225,52.60856246948242,293.81512,55.72939300537109,395.86868,44.972957611083984,1,395.86868,44.972957611083984,293.81512,55.72939300537109,413.59225,52.60856246948242,1,16,0.002,268,812,652,64,18,13,0.44,add,512
2024-08-05 14:09,97.208664,79.68994903564453,398.91977,33.022945404052734,408.9491,9.056553840637209,20,435.61862,33.86486053466797,340.3656,41.82342147827149,404.0649,40.33211135864258,1,361.59003,47.9056510925293,290.31445,56.858978271484375,470.83698,43.39908599853516,2,16,0.001,288,772,612,64,14,12,0.44,add,128
2024-08-05 11:57,108.64361,80.87448120117188,423.90714,43.18930435180664,391.709,38.44742965698242,24,505.3252,-17.863000869750977,442.0523,0.2595104277133941,462.85214,-14.35263729095459,1,379.08466,31.24011993408203,326.18088,41.3265495300293,986.54144,7.002026557922363,3,16,0.003,468,532,912,64,20,11,0.46,add,128
2024-08-05 14:07,116.198044,76.45291137695312,407.174,39.19796371459961,393.53885,25.19771385192871,14,411.20587,38.82950973510742,343.05853,36.20438766479492,391.53836,25.45626449584961,1,391.53836,25.45626449584961,343.05853,36.20438766479492,411.20587,38.82950973510742,1,16,0.004,308,872,772,64,19,12,0.42,add,128
2024-08-05 14:00,53.200455,89.48651123046875,376.73416,44.38113784790039,432.82385,6.185341835021973,35,391.1671,44.45921325683594,81.188736,85.74227142333984,429.82526,10.40167236328125,29,386.39102,32.5504150390625,183.84137,67.9976806640625,421.50217,42.16358184814453,6,16,0.006,228,832,692,64,18,12,0.42,add,256
2024-08-05 13:31,110.750404,76.68383026123047,448.3637,34.901973724365234,450.27798,4.005083560943604,16,427.48376,37.949974060058594,159.2291,67.22562408447266,407.8698,20.247297286987305,7,404.91357,33.89020919799805,174.67325,65.93060302734375,391.5178,45.86106491088867,6,16,0.003,328,912,632,64,16,13,0.4,add,256
2024-08-05 13:03,92.37723,81.9874038696289,448.73328,31.996171951293945,392.31842,32.68473815917969,22,471.62012,32.444297790527344,153.49939,69.40116119384766,414.75656,23.05342483520508,15,389.08694,23.946020126342773,223.46507,63.55815505981445,524.6948,22.877960205078125,8,16,0.012,288,852,712,64,14,12,0.4,add,512
2024-08-05 13:04,127.68332,73.13150024414062,482.2624,24.856538772583008,420.15552,10.887882232666016,20,814.5732,-1.0682013034820557,4136.548,-327.2675170898437,823.80194,-47.02785873413086,1,395.87796,15.492826461791992,193.76138,57.667964935302734,528.2585,19.611644744873047,17,16,0.036,248,732,932,64,12,12,0.44,add,512
2024-08-05 13:37,133.21204,74.31968688964844,410.14667,40.89958572387695,418.6777,18.36629676818848,14,505.03754,36.21406555175781,600.4932,13.784734725952148,466.39355,31.105939865112305,1,415.2245,24.333179473876957,249.9883,54.16520690917969,464.41302,38.635929107666016,3,16,0.014,308,872,592,64,16,13,0.44,add,128
2024-08-05 13:58,75.4913,85.23812866210938,505.6696,33.285789489746094,426.89127,24.82411766052246,21,446.31003,43.60053634643555,371.68024,28.1552791595459,417.27484,32.50674819946289,1,385.11234,30.548866271972656,274.7731,63.86626434326172,705.02484,16.630577087402344,5,16,0.006,268,872,732,64,14,12,0.48,add,256
2024-08-05 13:43,121.70123,76.4334487915039,408.9394,39.19753646850586,468.4887,3.327178955078125,16,1205.4374,-31.583690643310547,431.95956,17.335002899169922,427.8356,28.565736770629883,1,376.56354,31.062055587768555,165.72533,72.5139389038086,408.60596,40.86851501464844,9,16,0.009,268,812,672,64,18,12,0.44,add,128
2024-08-05 12:55,60.581165,87.6475830078125,414.06815,43.68547439575195,423.35202,12.803333282470703,28,410.26257,42.94700622558594,73.980194,85.15897369384766,436.34366,10.33027172088623,22,432.69632,19.174531936645508,323.11862,54.071720123291016,1390.0758,-34.66716003417969,6,16,0.011,328,712,772,64,13,13,0.44,add,512
2024-08-05 13:39,83.64607,84.32976531982422,414.61612,36.21629333496094,421.15204,15.451982498168944,25,436.64148,50.01003646850586,389.8739,56.02635192871094,424.45007,48.78151321411133,1,392.03226,31.877071380615234,162.26524,65.94438934326172,463.43008,34.08720779418945,5,16,0.002,308,772,752,64,17,12,0.44,add,128
2024-08-05 12:59,85.4268,84.02177429199219,465.09778,42.36399841308594,432.09274,30.302410125732425,20,508.7025,40.98616409301758,685.3014,17.373624801635742,442.3416,30.93649673461914,1,418.2948,24.621414184570312,86.08532,83.6722412109375,461.1543,43.58781433105469,18,16,0.009,288,632,912,64,13,13,0.46,add,512
2024-08-05 12:34,82.31617,84.56995391845703,449.57434,37.70668411254883,404.18246,39.84131622314453,20,1329.6317,-125.8966827392578,1372.4614,-85.60126495361328,899.0678,-105.37832641601562,1,386.57767,33.130523681640625,94.67874,82.96322631835938,473.21457,30.626623153686523,18,16,0.016,328,652,612,64,12,12,0.46,add,512
2024-08-05 13:17,118.647156,76.5777816772461,416.96335,50.12104034423828,424.85632,31.19290542602539,14,521.4115,32.077205657958984,523.5895,20.86301040649414,433.2731,27.733850479125977,1,412.96396,29.03242874145508,147.85931,79.52918243408203,435.35193,42.343528747558594,19,16,0.006,308,772,812,64,14,11,0.46,add,128
2024-08-05 13:25,138.41989,75.02568054199219,455.17575,35.28951644897461,460.1373,16.310684204101562,11,403.71323,44.67015075683594,305.31674,41.245418548583984,403.27118,45.14263534545898,1,403.27118,45.14263534545898,305.31674,41.245418548583984,403.71323,44.67015075683594,1,16,0.021,448,832,732,64,17,13,0.42,add,128
2024-08-05 12:38,134.5072,70.32498168945312,479.73584,29.214279174804688,455.29828,7.144690990447998,14,1078.3239,-65.96144104003906,549.19855,-16.384004592895508,437.82687,9.136466026306152,1,385.32355,30.06630516052246,170.72842,65.50633239746094,415.58722,44.21695327758789,5,16,0.004,288,832,812,64,18,13,0.42,add,128
2024-08-05 13:09,138.52898,72.56654357910156,425.49225,42.784854888916016,429.56015,13.125752449035645,10,2057.8926,-114.4025650024414,1671.2748,-102.11804962158205,686.6803,-39.573822021484375,1,387.65756,35.27678298950195,222.45102,55.78919219970703,464.4284,41.9981803894043,3,16,0.055,228,712,792,64,17,12,0.44,add,256
2024-08-05 12:47,49.18756,90.6202621459961,438.0928,40.67510223388672,416.08017,21.915010452270508,32,418.865,36.96866226196289,64.545044,87.18392944335938,405.56418,13.54306983947754,22,402.64645,27.597553253173828,70.77284,86.34882354736328,421.6623,41.55081558227539,21,16,0.014,428,812,712,64,13,14,0.44,add,256
2024-08-05 11:59,118.03677,72.64556121826172,447.1369,28.464279174804688,455.80743,-1.6495966911315918,12,1771.4558,-68.93148040771484,1107.576,-38.54609680175781,466.0914,9.594562530517578,1,407.06564,31.68934440612793,194.10739,61.05261993408203,434.20316,44.15858459472656,3,16,0.018,328,892,712,64,11,13,0.44,add,256
2024-08-05 12:43,77.84842,84.38327026367188,440.71957,35.43981170654297,465.27026,9.014142990112305,18,4491.1265,-370.1714782714844,2702.196,-267.2822570800781,1919.0702,-226.35406494140625,1,475.236,22.718753814697266,147.15915,70.60301208496094,447.9157,37.797828674316406,10,16,0.032,208,652,852,64,15,12,0.44,add,256
2024-08-05 12:51,65.662796,86.65453338623047,390.02414,45.545372009277344,433.56683,16.871259689331055,30,392.12662,45.39619445800781,69.55827,86.02381134033203,426.5834,18.9763126373291,24,403.73795,22.251848220825195,160.63643,66.84751892089844,421.70636,43.2129020690918,7,16,0.008,288,752,892,64,14,12,0.46,add,256
2024-08-05 14:02,114.15733,76.55081176757812,434.28644,40.433406829833984,395.84442,32.3607292175293,20,450.56586,45.23453140258789,327.84805,39.58208084106445,442.28516,39.51668930053711,1,366.7983,42.486209869384766,148.65091,70.69183349609375,420.07056,48.72952651977539,7,16,0.015,268,692,632,64,15,12,0.4,add,128
2024-08-05 13:48,65.47381,86.99987030029297,416.1327,49.24489212036133,442.5568,27.080368041992188,25,402.41238,47.81579208374024,92.685486,81.73397064208984,440.12854,22.04720687866211,16,409.5722,26.076631546020508,76.23173,85.58476257324219,412.97717,46.93753433227539,23,16,0.001,388,892,632,64,15,12,0.44,add,256
