exp_date,train_rmse,train_custom_acc,val_rmse_for_best_train,val_custom_acc_for_best_train,test_rmse_for_best_train,test_custom_acc_for_best_train,train_epoch_for_best_train,val_rmse,val_custom_acc,train_rmse_for_best_val,train_custom_acc_for_best_val,test_rmse_for_best_val,test_custom_acc_for_best_val,val_epoch_for_best_val,test_rmse,test_custom_acc,train_rmse_for_best_test,train_custom_acc_for_best_test,val_rmse_for_best_test,val_custom_acc_for_best_test,test_epoch_for_best_test,vs,d,hd,ld,td,timed,pd,el,nh,cd,tck,fck,nt,sm,up,sl,mlp,ep,bs,lr,dp,wd
2024-08-22 08:29,10509.253,88.65664672851562,74080.7,29.025161743164062,77075.12,18.32821273803711,25,74524.61,27.69898223876953,27596.598,73.75718688964844,73096.46,33.30821228027344,11,73096.46,33.30821228027344,27596.598,73.75718688964844,74524.61,27.69898223876953,11,0.15,96,64,224,12,44,52,4,4,128,9,9,batch,none,False,8,True,60,512,0.0035,0.16,0.0022
2024-08-22 10:49,7395.0083,92.19052124023438,76082.1,36.34272766113281,75332.69,19.92164802551269,29,89270.61,-12.247526168823242,82032.5,13.197726249694824,82035.99,-2.767276763916016,1,72564.61,26.598203659057617,19296.305,82.02220916748047,79347.5,23.88547134399414,12,0.1,96,64,352,12,36,60,4,4,256,7,5,batch,none,True,8,True,40,256,0.0012,0.16,0.0015
2024-08-22 10:13,12403.664,85.87156677246094,77423.46,26.9589786529541,76096.64,21.49625968933105,18,85101.34,18.884843826293945,37310.312,66.0299301147461,83119.516,15.925371170043944,5,80083.945,18.859243392944336,16876.287,83.93309783935547,75188.39,33.97896957397461,17,0.25,96,64,224,12,48,44,4,4,192,7,9,batch,none,True,8,False,40,512,0.0037,0.18,0.001
2024-08-22 10:06,15181.961,83.70433044433594,75086.1,24.458158493041992,77384.43,14.77358341217041,20,78984.87,19.18452453613281,64235.684,38.18779754638672,75406.28,18.05887222290039,1,74856.21,19.41710662841797,21909.303,76.82989501953125,76456.79,29.47162437438965,15,0.2,96,64,288,12,40,52,4,4,256,5,9,batch,none,False,8,True,50,128,0.0035,0.16,0.0013
2024-08-22 08:28,14285.79,86.22634887695312,84600.89,23.691844940185547,83693.99,15.681171417236328,20,89490.016,-13.282012939453123,82031.05,12.369394302368164,82298.24,-3.8284659385681152,1,74686.67,3.960978984832764,37967.69,55.10440444946289,81007.21,28.538822174072266,5,0.15,96,64,352,12,24,36,5,4,192,7,5,batch,none,True,8,True,50,512,0.0032,0.16,0.0066
2024-08-22 11:35,11081.515,88.980712890625,76635.46,42.38826751708984,76962.35,22.653139114379883,25,77746.16,38.53313827514648,18015.842,81.17508697509766,80806.27,19.929759979248047,14,74488.57,31.13331794738769,42511.33,61.16072082519531,76021.945,29.12744903564453,8,0.25,96,64,288,12,28,48,3,4,128,11,5,batch,none,True,8,True,60,256,0.0014,0.16,0.0044
2024-08-22 11:00,12100.774,87.53731536865234,77628.44,29.013872146606445,77065.234,11.55242919921875,22,73975.17,43.15904235839844,24899.857,72.4410629272461,75656.14,21.342628479003903,8,75656.14,21.342628479003903,24899.857,72.4410629272461,73975.17,43.15904235839844,8,0.25,96,64,416,12,36,56,3,4,256,7,5,layer,none,False,8,False,50,1024,0.0023,0.14,0.001
2024-08-22 11:28,12234.529,87.00634002685547,97735.086,25.906139373779297,75216.71,32.131324768066406,21,89244.62,-12.120782852172852,82034.06,13.298731803894045,82004.47,-2.637052536010742,1,71944.12,23.78363609313965,27076.672,74.14740753173828,143745.55,-4.797637462615967,9,0.2,96,64,160,12,32,28,3,4,192,11,5,layer,none,False,8,False,50,1024,0.0009,0.16,0.0066
2024-08-22 11:24,8648.24,90.9542007446289,76189.805,37.75460815429688,73546.586,35.32630157470703,31,73001.09,37.71988296508789,20986.201,84.24388885498047,73779.33,28.653318405151367,19,72882.8,35.273624420166016,29280.158,68.74146270751953,71270.39,36.37945556640625,6,0.25,96,64,352,12,16,44,3,4,256,9,9,layer,none,True,8,True,50,256,0.0018,0.12,0.0031
2024-08-22 10:25,7614.44,91.7620849609375,75525.72,22.295076370239254,72705.29,15.742546081542969,32,72183.62,31.217205047607425,13306.799,84.940673828125,73279.6,15.987139701843262,18,72167.664,16.594589233398438,13309.932,85.25350952148438,75607.2,24.252241134643555,20,0.15,96,64,288,12,44,60,5,4,192,7,11,batch,none,False,8,True,40,1024,0.0042,0.16,0.0019
2024-08-22 09:30,12543.812,86.22116088867188,73957.414,33.32084274291992,74134.82,17.521984100341797,20,80534.72,5.213790893554688,60393.914,29.54821014404297,76760.1,4.634678363800049,1,74805.31,27.75491523742676,20331.896,77.66149139404297,78514.055,36.85883331298828,11,0.25,96,64,96,8,64,40,3,4,192,9,11,layer,none,True,8,True,50,128,0.0027,0.18,0.0011
2024-08-22 11:17,13287.045,86.17732238769531,78469.54,21.50967025756836,72494.195,29.513675689697266,25,85518.65,-1.327800750732422,78210.914,22.92996025085449,79033.82,6.559830665588379,1,72597.664,30.873363494873047,17789.854,80.11306762695312,80873.555,21.743732452392575,17,0.15,96,64,224,12,20,48,5,4,256,9,11,layer,none,True,8,False,60,128,0.0011,0.14,0.0041
2024-08-22 11:38,6650.694,92.91939544677734,72730.81,21.21571350097656,73572.63,25.17832565307617,34,73147.45,29.105222702026367,17844.832,79.72895812988281,72323.33,35.01458740234375,14,69502.32,23.00936508178711,15310.043,84.52127075195312,74141.53,18.93099594116211,20,0.1,96,64,288,12,28,48,4,4,256,9,11,batch,none,True,8,False,40,1024,0.0022,0.14,0.0005
2024-08-22 10:24,17077.186,82.05603790283203,77865.4,26.455188751220703,80024.734,13.517892837524414,20,81589.21,8.620238304138184,66646.19,34.5202751159668,76229.42,12.824874877929688,1,73020.92,19.1157341003418,24949.043,76.09728240966797,72525.53,29.144155502319336,19,0.25,96,64,288,12,32,52,4,4,192,7,11,batch,none,True,8,False,60,128,0.0031,0.16,0.0009
2024-08-22 10:19,15092.098,83.84298706054688,76214.01,27.342641830444336,78256.02,19.281679153442383,17,89348.305,-12.692880630493164,81997.57,12.843667984008787,82145.484,-3.247535228729248,1,72695.44,31.153308868408203,55654.67,51.3798828125,74861.51,32.02293395996094,2,0.2,96,64,224,12,48,56,3,4,192,9,9,layer,none,False,8,False,40,256,0.0038,0.18,0.0013
2024-08-22 10:58,13109.4,86.22547149658203,77206.15,34.672210693359375,73889.805,25.59185028076172,26,80129.914,13.55612850189209,63855.523,35.66028594970703,76322.32,19.958431243896484,1,71852.85,25.709259033203125,26132.043,70.8857192993164,75731.055,28.458171844482425,20,0.25,96,64,416,12,44,48,3,4,256,7,9,batch,none,False,8,True,60,128,0.0024,0.16,0.004
2024-08-22 11:20,7798.555,91.66190338134766,73110.945,37.646121978759766,73094.98,24.487245559692383,27,74306.3,38.155906677246094,15852.543,82.1763687133789,75430.805,34.82673645019531,13,72216.46,34.08372497558594,12425.235,88.0640869140625,73467.12,38.38447952270508,20,0.25,96,64,352,12,24,64,4,4,256,7,11,batch,none,False,8,False,40,256,0.0018,0.14,0.0007
2024-08-22 11:10,5488.409,94.17752075195312,69872.836,31.398212432861328,73798.38,18.27850914001465,50,69887.9,31.96350860595703,6611.3193,92.7771987915039,73734.16,18.885528564453125,40,72390.43,14.55857753753662,13299.091,86.61026763916016,72172.82,28.858369827270508,24,0.15,96,64,480,12,32,52,4,4,256,7,11,layer,none,True,8,False,50,1024,0.001,0.12,0.0007
2024-08-22 10:31,15193.957,84.20016479492188,74044.83,34.76890182495117,72142.88,24.151844024658203,22,80774.625,8.904212951660156,69046.59,30.19453239440918,74695.1,16.77886199951172,1,72299.09,28.54875946044922,14894.821,82.8940658569336,78325.25,34.66672897338867,21,0.2,96,64,352,12,44,56,4,4,256,9,5,layer,none,False,8,False,50,128,0.0035,0.16,0.0009
2024-08-22 11:24,15279.893,85.09231567382812,75002.914,43.92398071289063,80204.2,35.81216812133789,20,85834.48,15.222877502441406,64909.508,37.74184036254883,73874.69,23.04087829589844,1,73635.59,25.036399841308597,33640.68,72.18560791015625,72858.055,36.451168060302734,9,0.25,96,64,160,12,20,60,3,4,256,9,11,layer,none,False,8,False,60,128,0.0016,0.12,0.0019
2024-08-22 09:57,14869.577,84.28394317626953,77398.52,33.98394775390625,76136.07,29.57823181152344,17,84743.16,1.4776289463043213,78181.85,24.619365692138672,78885.66,9.196758270263672,1,75169.51,16.53880500793457,16311.614,81.2989730834961,77588.26,26.80782127380371,14,0.15,96,64,352,12,60,44,5,4,192,7,11,layer,none,True,8,False,40,128,0.0011,0.18,0.0029
2024-08-22 09:57,13242.407,86.11578369140625,76518.484,26.919227600097656,76523.1,29.322742462158203,21,71696.94,26.612943649291992,31158.459,67.31774139404297,79125.875,21.733856201171875,8,74186.46,34.382225036621094,31781.904,70.3621597290039,94074.65,10.459482192993164,5,0.15,96,64,288,12,32,48,5,4,256,7,9,layer,none,True,8,False,60,512,0.0015,0.2,0.0061
2024-08-22 09:59,19838.184,74.63780975341797,76513.375,28.61365127563477,84542.17,1.572728157043457,20,78520.51,27.35535430908203,28703.324,79.87195587158203,81303.11,10.398286819458008,21,83253.79,-7.462751865386963,82095.695,9.512215614318848,90295.734,-16.82048988342285,1,0.1,96,64,288,12,44,40,5,4,256,9,11,layer,none,False,8,True,50,1024,0.0024,0.16,0.0011
2024-08-22 11:30,11291.424,89.26943969726562,77260.75,37.37578582763672,75118.11,35.50352478027344,24,85767.61,10.513955116271973,70795.53,33.82911682128906,76155.414,20.426250457763672,1,69475.38,30.42362403869629,33827.137,67.64216613769531,71882.41,22.619659423828125,4,0.1,96,64,288,12,32,52,4,4,192,11,9,layer,none,True,8,False,40,128,0.0022,0.14,0.0037
2024-08-22 10:23,7330.9385,92.2498550415039,74147.664,29.21068572998047,75768.55,21.958816528320312,34,72718.17,32.17946243286133,13091.682,86.55279541015625,77708.07,19.827396392822266,21,73777.89,28.79366874694824,10077.307,87.7490463256836,73085.08,31.275146484375,28,0.2,96,64,352,12,48,48,5,4,256,7,11,batch,none,True,8,True,50,512,0.0052,0.14,0.0033
2024-08-22 08:44,14348.119,87.48037719726562,76241.266,41.59981155395508,78558.67,24.271923065185547,19,76115.97,27.4956169128418,20703.271,80.66321563720703,78540.6,14.998597145080566,17,75432.58,5.745119094848633,27402.916,70.32728576660156,76853.6,25.89180374145508,5,0.2,96,64,288,12,56,32,4,4,192,9,5,layer,none,True,8,True,50,512,0.0027,0.16,0.001
2024-08-22 09:33,8873.735,89.53787994384766,76742.555,16.40259552001953,80829.52,0.8534371852874756,36,89291.77,-12.353837966918944,82029.586,13.112932205200195,82062.33,-2.8773903846740723,1,73651.56,18.50556182861328,63664.355,42.25822830200195,78911.76,15.269613265991213,2,0.25,96,64,224,8,40,36,4,4,128,7,5,layer,none,True,8,False,60,256,0.0035,0.16,0.001
2024-08-22 11:26,13277.345,85.16168212890625,76823.55,30.5239372253418,77566.625,10.666251182556152,23,79749.45,22.686094284057617,42140.164,61.02725982666016,84348.95,-7.050418853759766,9,72413.25,26.684009552001957,27136.902,74.35832977294922,77258.945,37.563472747802734,4,0.2,96,64,288,12,28,44,4,4,192,7,5,batch,none,False,8,True,60,256,0.0013,0.12,0.0048
2024-08-22 10:28,18293.486,78.89337158203125,67981.484,39.72907638549805,82078.17,0.6220877170562744,10,73554.56,18.536550521850582,30231.197,70.42869567871094,83861.72,-9.538423538208008,4,73747.445,15.59123992919922,27647.904,71.14965057373047,66468.875,47.118431091308594,3,0.25,96,64,352,12,36,44,5,4,256,9,5,layer,none,False,8,True,60,256,0.0032,0.18,0.0037
2024-08-22 11:10,14356.216,86.2794418334961,78195.195,35.274810791015625,76630.29,17.51265525817871,21,74169.32,46.134395599365234,24624.83,76.67491149902344,77010.945,20.21339607238769,9,77010.945,20.21339607238769,24624.83,76.67491149902344,74169.32,46.134395599365234,9,0.1,96,64,352,12,24,56,4,4,256,7,11,layer,none,True,8,True,60,1024,0.0014,0.16,0.001
2024-08-22 09:40,15898.978,83.44636535644531,84151.31,25.47599601745605,80597.56,38.35646057128906,18,81255.336,9.248912811279297,67781.195,29.603439331054688,74830.23,18.32209205627441,1,74830.23,18.32209205627441,67781.195,29.603439331054688,81255.336,9.248912811279297,1,0.1,96,64,224,12,64,40,4,4,192,7,5,layer,none,True,8,False,60,128,0.0028,0.2,0.0008
2024-08-22 11:32,11385.75,87.23566436767578,78754.914,27.23628234863281,75961.305,27.830242156982425,27,84885.93,-0.3843426704406738,71578.49,23.36281013488769,78506.44,5.239260196685791,1,73611.14,24.073780059814453,12633.758,86.32345581054688,78131.73,28.74588394165039,29,0.25,96,64,352,12,20,56,3,4,192,9,11,batch,none,False,8,True,60,128,0.0009,0.14,0.0014
2024-08-22 08:24,7264.571,91.99942016601562,71826.72,25.81108856201172,77314.12,8.102088928222656,37,83092.64,8.233231544494629,75552.055,30.02069091796875,77029.016,16.0491886138916,1,75523.984,15.302234649658203,18611.07,83.35577392578125,73660.23,29.001379013061523,19,0.15,96,64,160,12,32,44,5,4,128,7,11,batch,none,True,8,False,40,128,0.0022,0.18,0.0016
2024-08-22 08:34,8365.644,91.18010711669922,77730.18,31.21217536926269,77152.9,23.77590560913086,30,77085.27,18.20383071899414,28165.203,67.52408599853516,74408.484,23.397201538085938,8,72939.42,24.179506301879883,15352.31,83.79887390136719,78985.66,28.33150100708008,21,0.25,96,64,352,12,44,28,5,4,192,7,9,layer,none,False,8,False,50,1024,0.003,0.16,0.0017
2024-08-22 10:16,8869.3,90.44369506835938,77103.016,34.527610778808594,75258.03,26.738006591796875,34,89480.26,-13.23840618133545,82030.33,12.404430389404297,82286.97,-3.784036636352539,1,74987.836,29.053438186645508,19622.822,80.35008239746094,76468.23,30.29233169555664,13,0.1,96,64,352,12,48,48,4,4,192,5,9,layer,none,False,8,True,60,256,0.0009,0.18,0.0009
2024-08-22 10:25,9886.059,89.20056915283203,70669.305,43.656394958496094,74695.83,24.296873092651367,29,81909.55,10.672182083129885,71009.984,32.24820327758789,76198.74,17.058164596557617,1,72078.26,23.60593605041504,31330.047,68.3008804321289,72501.67,36.886226654052734,10,0.1,96,64,288,12,36,52,5,4,192,9,11,layer,none,True,8,True,50,128,0.0036,0.16,0.0011
2024-08-22 08:32,18350.584,83.58612060546875,86418.445,12.911337852478027,76480.63,25.12901496887207,23,78503.71,26.689577102661133,59175.133,42.46836471557617,75313.3,31.663631439208984,1,71878.86,42.65719604492188,32666.941,63.1312255859375,73347.53,32.34213638305664,4,0.2,96,64,160,12,20,40,5,4,192,7,9,batch,none,False,8,False,60,128,0.0063,0.16,0.0015
2024-08-22 10:21,8609.247,91.47804260253906,72441.85,34.313838958740234,75264.59,25.39609718322754,28,70239.21,34.30736541748047,37878.656,67.81056213378906,83186.61,23.619674682617188,9,74467.16,27.167404174804688,9587.473,89.4844970703125,72650.055,35.25138092041016,25,0.2,96,64,352,12,52,48,5,4,192,7,5,batch,none,True,8,True,40,512,0.0035,0.16,0.0025
2024-08-22 09:30,9013.655,89.59618377685547,75655.266,36.67237091064453,73880.81,21.8604679107666,30,71637.01,38.59757614135742,23614.307,77.68910217285156,75374.26,30.019123077392575,12,71646.95,20.5202693939209,10325.896,88.76476287841797,74872.6,36.698333740234375,25,0.15,96,64,96,12,60,32,4,4,128,11,5,layer,none,False,8,True,60,512,0.0014,0.16,0.0023
2024-08-22 08:33,11183.223,89.0999755859375,81455.92,27.45824432373047,74545.01,30.312746047973636,32,78079.75,28.263866424560547,64095.03,44.27824783325195,73256.85,30.77102851867676,1,72348.38,24.05383682250977,34765.664,67.87535858154297,90811.89,8.995133399963379,5,0.15,96,64,288,8,16,48,4,4,256,7,11,batch,none,True,8,True,50,128,0.0044,0.14,0.0016
2024-08-22 09:53,7524.7773,90.20896911621094,71910.66,34.34938049316406,75089.5,23.61626625061035,47,72247.75,34.639041900634766,11905.35,88.39738464355469,74941.72,25.723546981811523,33,71311.695,31.48626708984375,28117.781,68.91918182373047,74695.52,30.36746406555176,11,0.15,96,64,352,12,28,48,6,4,128,9,11,batch,none,True,8,False,60,256,0.0018,0.16,0.0084
2024-08-22 11:26,10420.936,88.55611419677734,74280.44,39.18125534057617,78968.67,14.416730880737305,29,70803.61,31.53294944763184,19517.443,81.30067443847656,80153.305,8.304286003112793,17,74640.516,27.079463958740234,13913.135,85.73992156982422,72563.64,41.07238006591797,22,0.2,96,64,224,12,28,32,3,4,192,9,5,layer,none,False,8,True,60,1024,0.0012,0.14,0.0036
2024-08-22 11:35,11069.299,88.08486938476562,76593.15,38.38713836669922,75589.414,29.25916862487793,24,89467.37,-13.180160522460938,82029.38,12.451010704040527,82272.016,-3.7248849868774414,1,74617.57,28.318382263183597,11790.167,87.77298736572266,77007.586,34.7780647277832,22,0.25,96,64,288,12,48,48,4,4,256,9,11,layer,none,False,8,False,50,256,0.0028,0.16,0.0034
2024-08-22 09:38,6621.751,93.3959503173828,70501.1,38.14010620117188,75748.62,25.99458122253418,37,67160.21,36.66581344604492,13361.086,87.38322448730469,75066.12,20.808225631713867,24,73636.84,24.87651634216309,11118.468,89.19403839111328,68563.49,39.68351364135742,25,0.25,96,64,352,12,40,48,4,4,192,7,5,layer,none,False,8,True,50,256,0.0011,0.18,0.0016
2024-08-22 10:12,10488.296,89.46161651611328,73468.76,38.68368911743164,74832.45,30.40984344482422,28,73897.055,26.793081283569336,27191.578,66.38835144042969,71559.71,21.16786193847656,14,71559.71,21.16786193847656,27191.578,66.38835144042969,73897.055,26.793081283569336,14,0.15,96,64,288,12,56,44,5,4,192,7,9,batch,none,True,8,False,50,512,0.0072,0.12,0.0023
2024-08-22 09:39,7312.4595,92.61320495605467,71214.27,32.55393981933594,73858.43,26.43919563293457,29,74373.15,27.695720672607425,20763.896,76.69208526611328,77752.836,12.387543678283691,11,69758.734,19.90441131591797,30087.684,69.549072265625,98473.23,3.893697261810303,5,0.1,96,64,288,12,64,36,4,4,192,7,11,layer,none,False,8,False,40,512,0.0013,0.16,0.0018
2024-08-22 10:51,12261.244,87.7868423461914,78827.06,34.24943161010742,75686.46,14.847111701965332,27,128192.266,-1.1281251907348633,76257.46,30.27117156982422,77213.85,16.13547134399414,1,69895.76,25.05712509155273,31644.373,69.55216979980469,475128.44,-173.4831085205078,4,0.25,96,64,480,12,24,60,4,4,256,5,11,layer,none,False,8,True,60,128,0.001,0.18,0.0008
2024-08-22 11:00,7874.1655,90.89337158203124,77704.234,32.18108367919922,75317.17,20.676105499267575,35,89442.32,-13.064908981323242,82028.77,12.54286766052246,82242.43,-3.6070942878723145,1,71266.93,34.44893264770508,22745.805,76.236083984375,74032.71,38.45584487915039,11,0.25,96,64,416,12,40,64,4,4,256,9,5,batch,none,False,8,True,50,256,0.0035,0.14,0.0029
2024-08-22 08:23,7641.113,91.90281677246094,75135.0,36.16880035400391,72653.375,23.81536865234375,31,78043.68,34.81761169433594,22378.91,71.13114166259766,76219.74,29.348892211914062,17,71543.055,28.227783203125,8033.2334,91.79435729980467,76126.38,39.09458541870117,29,0.25,96,64,160,12,52,48,4,4,192,9,9,layer,none,False,8,True,40,1024,0.0057,0.14,0.0006
2024-08-22 10:18,10356.828,91.03456115722656,74854.67,32.78937911987305,74592.336,19.285499572753903,31,88440.836,-7.935082912445068,82147.06,16.61539077758789,81030.16,1.6555488109588623,1,71991.984,15.18292999267578,18350.094,75.67557525634766,75312.52,25.132488250732425,18,0.1,96,64,288,12,52,40,5,4,192,9,11,layer,none,True,8,True,60,256,0.0029,0.16,0.0024
2024-08-22 09:35,9306.736,90.79335021972656,74529.68,36.88294219970703,73073.875,26.58293914794922,25,82993.09,12.267523765563965,74803.72,31.46735382080078,77623.53,19.08628845214844,1,70080.09,19.739473342895508,22549.6,72.60833740234375,73523.69,27.40571594238281,10,0.2,96,64,288,8,56,32,4,4,64,9,5,layer,none,True,8,False,40,128,0.0015,0.18,0.0006
2024-08-22 11:21,8202.796,91.87312316894533,75488.16,39.42951583862305,76423.91,29.888784408569336,35,90395.85,9.654980659484863,69872.94,35.6245231628418,76502.484,18.050670623779297,1,72048.63,26.80181312561035,32915.53,63.41742706298828,158011.42,-50.58272933959961,3,0.15,96,64,352,12,16,60,3,4,256,9,5,layer,none,False,8,True,50,128,0.0011,0.14,0.0015
2024-08-22 10:12,10490.445,88.79930114746094,85905.36,20.726173400878903,74938.01,22.1435604095459,26,78853.516,21.30205535888672,53743.113,46.76637649536133,74019.68,25.345212936401367,1,71363.07,25.378751754760746,28503.43,73.25819396972656,80147.96,27.808040618896484,17,0.15,96,64,288,12,56,40,5,4,192,7,11,batch,none,True,8,False,40,128,0.0047,0.18,0.0023
2024-08-22 11:30,11269.263,88.00862884521484,78363.51,26.856035232543945,74117.03,30.759727478027344,20,85072.81,4.865920543670654,73888.41,31.457637786865234,77259.97,17.96515655517578,1,71054.68,31.5223388671875,17361.473,81.73684692382812,78314.66,28.58000946044922,13,0.1,96,64,352,12,28,44,4,4,256,11,5,batch,none,False,8,False,40,128,0.0012,0.12,0.0077
2024-08-22 10:07,15931.999,82.64181518554688,80764.27,34.90983963012695,73666.96,29.937435150146484,21,81690.945,10.674381256103516,37974.285,58.40284729003906,74897.78,13.43202018737793,9,74897.78,13.43202018737793,37974.285,58.40284729003906,81690.945,10.674381256103516,9,0.25,96,64,160,12,52,36,5,4,192,5,9,batch,none,False,8,False,60,1024,0.0028,0.12,0.0041
2024-08-22 09:32,7207.474,92.5348663330078,78708.836,29.217130661010746,76446.42,23.545486450195312,30,78638.55,36.719818115234375,25989.172,75.15750122070312,80402.266,27.97311019897461,16,75685.17,23.276216506958008,27572.488,72.1811752319336,76891.89,32.00127410888672,7,0.2,96,64,224,8,56,32,4,4,128,7,5,layer,none,True,8,False,40,1024,0.0054,0.14,0.0024
2024-08-22 10:04,10687.428,89.52603149414062,74407.695,42.390811920166016,76572.65,19.0378360748291,26,88490.74,-8.218240737915039,82133.56,16.392887115478516,81091.69,1.36491060256958,1,70883.72,27.06478881835937,22217.666,75.8641128540039,70715.17,42.7670783996582,12,0.25,96,64,352,12,24,36,5,4,256,5,11,layer,none,False,8,False,40,256,0.0048,0.14,0.0032
2024-08-22 08:33,13781.761,88.13683319091797,81387.83,41.15021133422852,80839.88,21.043289184570312,28,80670.86,11.325669288635254,67256.89,33.70337677001953,75574.65,18.58463859558105,1,69454.41,44.23680114746094,30459.008,67.16332244873047,85133.516,35.847537994384766,3,0.15,96,64,160,12,36,36,3,4,128,11,9,layer,none,True,8,True,60,128,0.0026,0.16,0.0026
2024-08-22 09:59,16013.219,81.74028015136719,78856.11,26.81869888305664,78495.34,17.621618270874023,18,87964.41,20.86884307861328,70886.81,37.861610412597656,83813.27,15.38071060180664,8,78495.34,17.621618270874023,16013.219,81.74028015136719,78856.11,26.81869888305664,18,0.2,96,64,224,12,44,32,5,4,256,9,9,layer,none,True,8,False,60,1024,0.0033,0.14,0.0017
2024-08-22 10:45,14425.844,86.77283477783203,70919.39,25.135761260986328,73270.34,12.152088165283203,22,84710.16,6.401419639587402,77335.85,28.11732292175293,76589.39,18.41828155517578,1,68876.63,31.55552673339844,25807.021,73.74065399169922,461141.16,-190.27964782714844,3,0.1,96,64,480,12,28,56,4,4,256,5,5,batch,none,True,8,False,60,128,0.0012,0.16,0.0028
2024-08-22 10:28,7251.696,91.94446563720705,79056.516,25.640743255615234,73736.51,10.213213920593262,38,74370.98,30.666900634765625,14094.128,84.42107391357422,73327.85,19.73510360717773,21,70731.26,21.59408950805664,25290.203,81.30902099609375,78597.82,30.061716079711918,18,0.1,96,64,416,12,52,52,6,4,192,9,11,layer,none,False,8,True,50,1024,0.0029,0.18,0.0012
2024-08-22 10:41,9770.781,90.0481948852539,78319.36,16.806304931640625,79606.086,2.320730686187744,27,75403.586,22.73430824279785,29177.66,66.0528793334961,78192.39,22.441165924072266,13,75868.766,11.897790908813477,23512.648,76.25352478027344,69575.54,31.397336959838867,12,0.1,96,64,416,12,40,56,4,4,256,7,9,batch,none,True,8,False,50,256,0.0015,0.16,0.003
2024-08-22 10:21,6159.847,94.19061279296876,75812.41,36.537635803222656,72379.49,21.068328857421875,38,81093.59,17.530685424804688,72897.945,38.02077102661133,76465.72,18.9157657623291,1,70097.97,26.532995223999023,24315.965,86.11271667480469,83445.09,24.449522018432617,25,0.2,96,64,224,12,40,40,4,4,192,11,5,batch,none,True,8,True,40,128,0.0023,0.16,0.0023
2024-08-22 10:42,10657.397,87.59839630126953,79401.67,23.441022872924805,75546.63,16.525714874267578,23,80938.34,21.837257385253903,34823.76,59.07492065429688,79588.75,19.18802833557129,10,73730.87,13.508099555969238,10787.066,89.20760345458984,79609.6,23.208559036254883,20,0.25,96,64,352,12,44,48,4,4,256,7,9,batch,none,True,8,True,40,512,0.0015,0.16,0.0029
2024-08-22 10:28,20867.455,76.50765228271484,82153.336,15.828770637512209,75932.4,16.920286178588867,25,77771.484,29.660076141357425,65629.12,41.652252197265625,75436.836,32.978759765625,1,70663.875,30.555652618408203,23315.596,83.31491088867188,83589.31,19.06955909729004,24,0.15,96,64,160,12,40,44,6,4,192,7,5,layer,none,False,8,True,50,128,0.0055,0.16,0.0044
2024-08-22 08:19,13244.582,87.84535217285156,75153.586,28.59943580627441,74941.71,31.633663177490234,26,71149.516,26.58233070373535,23219.678,79.13580322265625,76983.59,26.704524993896484,18,69032.42,33.590843200683594,31617.59,63.60509490966797,74970.7,42.22541046142578,5,0.1,96,64,352,12,8,20,3,4,256,7,11,batch,none,False,8,False,60,512,0.0036,0.2,0.0021
2024-08-22 11:39,16373.283,82.01785278320312,73324.01,28.6468448638916,73826.805,14.473348617553713,12,80091.305,27.413410186767575,68573.13,44.97525787353516,74921.43,32.601749420166016,1,70371.695,26.15885734558105,17940.434,85.4096450805664,78940.89,31.4920597076416,17,0.1,96,64,96,12,40,44,3,4,192,11,5,layer,none,False,8,False,50,128,0.0025,0.16,0.0039
2024-08-22 11:26,9486.765,90.57356262207033,80080.13,29.24042320251465,73248.99,23.356098175048828,28,88329.31,-7.30055570602417,82176.51,17.11391830444336,80894.35,2.3047924041748047,1,70936.45,30.027050018310547,16405.957,83.90251159667969,83015.36,29.57846450805664,24,0.1,96,64,224,12,40,52,4,4,192,9,5,batch,none,False,8,True,60,256,0.0027,0.12,0.0055
2024-08-22 09:37,11331.814,88.66357421875,77889.47,42.107200622558594,76437.93,23.181903839111328,30,81684.13,5.264705657958984,73185.74,25.559680938720703,77103.79,12.259334564208984,1,72511.484,18.968338012695312,20728.86,76.54393005371094,74184.6,27.842866897583008,14,0.1,96,64,352,12,36,40,4,4,128,11,11,batch,none,True,8,False,60,128,0.002,0.16,0.0069
2024-08-22 08:23,21051.012,77.51470184326172,78829.19,36.94792556762695,84179.484,14.170158386230469,11,76927.05,22.309261322021484,53192.188,48.69276428222656,73862.87,25.006919860839844,1,72927.4,11.513507843017578,29602.533,69.87126159667969,74412.36,23.35515594482422,5,0.1,96,64,352,8,40,40,3,4,128,9,9,layer,none,True,8,False,60,128,0.0054,0.16,0.0017
2024-08-22 09:34,16135.807,83.45413970947266,69528.86,26.660734176635746,81379.375,1.88288688659668,14,80689.945,10.44442081451416,73184.93,30.0028018951416,76883.94,15.57149887084961,1,75240.305,15.93618392944336,16233.824,81.9330062866211,69451.92,34.63671112060547,18,0.1,96,64,288,12,60,44,4,4,64,11,11,layer,none,False,8,True,40,128,0.0014,0.14,0.0016
2024-08-22 08:38,12204.7705,87.1734619140625,76441.164,30.947525024414062,77428.8,8.892732620239258,19,72696.664,32.51054763793945,15429.907,83.20073699951172,77857.51,8.653253555297852,15,75798.125,18.876827239990234,12327.2705,86.84078216552734,76486.8,36.00472640991211,21,0.15,96,64,416,12,48,44,5,4,128,9,9,batch,none,False,8,False,50,512,0.0017,0.16,0.0055
