exp_date,train_rmse,train_custom_acc,val_rmse_for_best_train,val_custom_acc_for_best_train,test_rmse_for_best_train,test_custom_acc_for_best_train,train_epoch_for_best_train,val_rmse,val_custom_acc,train_rmse_for_best_val,train_custom_acc_for_best_val,test_rmse_for_best_val,test_custom_acc_for_best_val,val_epoch_for_best_val,test_rmse,test_custom_acc,train_rmse_for_best_test,train_custom_acc_for_best_test,val_rmse_for_best_test,val_custom_acc_for_best_test,test_epoch_for_best_test,seq_len,lr,d,hid_d,last_d,time_d,e_layers,token_emb_kernel_size,comb_type,bs,dropout
2024-07-22 19:39,216.34668,-2.126554250717163,414.71622,-34.74757766723633,345.87042,-57.81111145019531,17,390.98016,-15.865548133850098,257.80273,0.268172949552536,341.60544,-55.69873428344727,9,341.60544,-55.69873428344727,257.80273,0.268172949552536,390.98016,-15.865548133850098,9,35,0.0415,167,775,943,137,3,9,add,1100,
2024-07-22 16:11,149.66174,30.824180603027344,461.49744,-78.25443267822266,430.77527,-136.94065856933594,16,388.18246,-43.69501495361328,261.8155,1.9851746559143064,380.186,-93.6512222290039,7,354.22806,-52.96895599365234,220.87025,7.1779398918151855,401.30896,-21.246431350708008,8,30,0.0091,198,732,954,155,5,12,add,1100,
2024-07-23 00:35,167.66872,44.88273239135742,525.9666,-23.700517654418945,456.12924,-64.66312408447266,19,469.844,-10.001285552978516,288.55463,22.2603816986084,355.7692,-37.96529769897461,10,400064.56,-205673.546875,850711.06,-207555.203125,372842.28,-171028.5,1,37,0.0715,489,662,866,142,13,9,add,1100,0.3581143529897571
2024-07-22 16:44,151.19853,46.40922927856445,463.92334,-44.57881927490234,412.4546,-70.77265167236328,15,397.8751,-28.063003540039062,254.57982,-5.772083759307861,367.0913,-71.37703704833984,6,358.2408,-47.83829879760742,265.57654,-8.168784141540527,405.12848,-16.568225860595703,5,33,0.0161,211,790,927,102,2,12,add,1100,
2024-07-22 10:01,158.54091,52.76300811767578,474.471,-3.9411215782165527,405.057,-14.40739631652832,23,417.34735,-11.68942165374756,227.2136,27.928300857543945,342.16702,-33.22037887573242,13,323.23886,-34.185848236083984,468.31976,-35.58594512939453,451.96033,-24.78359031677246,7,24,0.0059,270,713,976,117,8,14,add,1100,
2024-07-22 13:25,167.63246,32.8946418762207,434.23636,-55.04616165161133,442.78387,-139.64468383789062,14,402.52277,-26.378313064575195,259.17786,-21.629512786865234,371.16962,-65.37757873535156,6,508.8328,13.919600486755373,503.40356,-9.820213317871094,535.4291,6.181955337524414,1,36,0.0091,225,696,938,87,6,14,add,1100,
2024-07-23 00:40,138.17699,62.012672424316406,501.88873,12.745637893676758,420.0293,0.5535728335380554,24,461.54355,-19.79731559753418,159.89581,47.5811882019043,447.76645,-92.95447540283205,16,361.15384,1.007566213607788,998.4903,-137.2202606201172,634.67084,2.1042442321777344,4,32,0.0053,470,893,1108,84,18,15,add,1100,0.4779980327852873
2024-07-22 17:16,159.81635,33.12483215332031,441.03036,-54.39720153808594,424.54208,-98.20089721679688,16,398.64395,-28.46261978149414,266.9377,6.662562847137451,381.8934,-53.84585571289063,8,377.503,-66.72339630126953,223.86543,12.107972145080566,409.8551,-33.602684020996094,10,28,0.0121,192,644,932,124,3,12,add,1100,
2024-07-22 23:29,216.34804,32.17828369140625,397.4744,-11.059882164001465,373.26404,-44.72785949707031,15,397.4744,-11.059882164001465,216.34804,32.17828369140625,373.26404,-44.72785949707031,15,344.06204,-35.04558563232422,249.41058,15.263450622558594,408.9987,-7.572862148284912,11,48,0.1596,430,983,818,145,7,15,add,1100,0.3463310398628565
2024-07-22 03:52,184.6228,22.272724151611328,454.6151,-30.53835868835449,389.70773,-1.3127264976501465,15,451.09882,-16.375591278076172,270.14423,3.1987757682800293,346.07056,-46.11747741699219,10,343.00543,-57.8479118347168,409.9247,-30.844337463378903,455.7424,-34.7856559753418,8,30,0.0194,471,674,901,124,14,13,add,1100,
2024-07-22 13:43,157.73503,26.30181884765625,446.43036,-95.8611297607422,489.2686,-180.3394317626953,18,396.89233,-65.03609466552734,233.16232,-0.9271858930587769,430.99902,-145.87306213378906,7,472.26544,-174.40843200683594,195.34459,26.09558486938477,422.07257,-81.30672454833984,13,30,0.0085,220,615,902,151,3,12,add,1100,
2024-07-22 09:23,142.35707,54.774452209472656,447.72998,-11.41576099395752,411.10318,-20.006179809570312,19,416.64328,-10.408780097961426,306.06448,9.457427978515623,332.3029,-34.28881072998047,7,351.49664,-60.45864868164063,302.29373,4.3013529777526855,430.41132,-30.015056610107425,8,33,0.0094,247,625,986,142,6,14,add,1100,
2024-07-22 06:38,173.11983,50.303524017333984,519.24615,-129.22427368164062,524.8114,-168.03330993652344,18,402.80878,-16.40790557861328,383.5912,-2.8022162914276123,364.7062,-52.78063583374024,8,364.7062,-52.78063583374024,383.5912,-2.8022162914276123,402.80878,-16.40790557861328,8,23,0.0111,386,726,838,128,21,13,add,1100,
2024-07-22 12:20,179.26144,23.290958404541016,466.91684,-22.873348236083984,387.2758,-15.551344871520996,13,408.2036,-30.897863388061523,338.98035,8.56335735321045,363.0014,-37.24209213256836,10,363.0014,-37.24209213256836,338.98035,8.56335735321045,408.2036,-30.897863388061523,10,32,0.0099,387,697,866,126,10,12,add,1100,
2024-07-22 09:33,205.27057,18.1811466217041,425.46555,-8.611921310424805,356.43494,-15.209872245788574,12,401.51245,-23.40275382995605,228.28285,5.084903240203857,347.08957,-43.63343811035156,9,341.36273,-42.59319305419922,256.72443,2.839329481124878,408.35382,-20.832765579223636,7,23,0.0205,227,575,899,161,6,14,add,1100,
2024-07-22 20:36,155.30702,48.798561096191406,451.76007,-30.871702194213867,434.22406,-81.72911071777344,21,408.15344,-17.66541862487793,242.61049,2.4815657138824463,361.59982,-46.611915588378906,11,353.3472,-22.031551361083984,296.92947,-10.79566764831543,430.14502,6.905511856079102,8,28,0.0325,197,845,996,120,5,9,add,1100,
2024-07-22 04:14,233.49403,27.753433227539062,402.32602,0.8571310043334961,354.22552,-16.247451782226562,12,369.9646,-14.929047584533691,274.27185,4.692807197570801,340.91275,-45.89044952392578,7,329.52734,-22.56187438964844,279.11874,13.913737297058104,373.8397,2.8428823947906494,5,22,0.0011,332,682,788,96,9,15,add,1100,
