time,power
2024-01-06 14:30:00,15988.919999999995
2024-01-06 14:45:00,14143.537499999997
2024-01-06 15:00:00,12374.06
2024-01-06 15:15:00,13769.584999999995
2024-01-06 15:30:00,13463.199999999999
2024-01-06 15:45:00,11998.654999999997
2024-01-06 16:00:00,13343.469999999996
2024-01-06 16:15:00,18257.91
2024-01-06 16:30:00,21275.329999999998
2024-01-06 16:45:00,17272.24
2024-01-06 17:00:00,12941.320000000002
2024-01-06 17:15:00,14881.304999999997
2024-01-06 17:30:00,14473.19
2024-01-06 17:45:00,14353.804999999997
2024-01-06 18:00:00,12427.359999999997
2024-01-06 18:15:00,13066.957499999999
2024-01-06 18:30:00,12716.690000000004
2024-01-06 18:45:00,19021.445
2024-01-06 19:00:00,22387.339999999993
2024-01-06 19:15:00,26471.772500000006
2024-01-06 19:30:00,32497.560000000005
2024-01-06 19:45:00,26292.075
2024-01-06 20:00:00,18363.200000000004
2024-01-06 20:15:00,29312.32
2024-01-06 20:30:00,33188.575
2024-01-06 20:45:00,30809.77499999999
2024-01-06 21:00:00,30033.910000000003
2024-01-06 21:15:00,31143.189999999988
2024-01-06 21:30:00,27984.750000000004
2024-01-06 21:45:00,26384.639999999992
2024-01-06 22:00:00,26806.450000000004
2024-01-06 22:15:00,26737.274999999998
2024-01-06 22:30:00,30467.509999999995
2024-01-06 22:45:00,21863.559999999998
2024-01-06 23:00:00,20763.38
2024-01-06 23:15:00,14517.570000000002
2024-01-06 23:30:00,19144.449999999993
2024-01-06 23:45:00,19942.149999999998
2024-01-07 00:00:00,12597.370000000003
2024-01-07 00:15:00,3829.9200000000005
2024-01-07 00:30:00,5001.040000000002
2024-01-07 00:45:00,4878.589999999999
2024-01-07 01:00:00,6399.865000000001
2024-01-07 01:15:00,9332.075
2024-01-07 01:30:00,9383.010000000002
2024-01-07 01:45:00,18828.462499999998
2024-01-07 02:00:00,39866.25
2024-01-07 02:15:00,37322.21499999999
2024-01-07 02:30:00,30592.299999999996
2024-01-07 02:45:00,14844.865
2024-01-07 03:00:00,19809.264999999996
2024-01-07 03:15:00,19425.250000000007
2024-01-07 03:30:00,14008.660000000005
2024-01-07 03:45:00,35282.170000000006
2024-01-07 04:00:00,29506.829999999994
2024-01-07 04:15:00,25643.564999999995
2024-01-07 04:30:00,14110.710000000001
2024-01-07 04:45:00,17033.97
2024-01-07 05:00:00,40999.75500000001
2024-01-07 05:15:00,48141.454999999994
2024-01-07 05:30:00,22583.819999999996
2024-01-07 05:45:00,23516.145000000004
2024-01-07 06:00:00,23999.289999999994
2024-01-07 06:15:00,29376.054999999993
2024-01-07 06:30:00,43978.329999999994
2024-01-07 06:45:00,44938.775
2024-01-07 07:00:00,45563.73000000002
2024-01-07 07:15:00,52718.459999999985
2024-01-07 07:30:00,71250.21
2024-01-07 07:45:00,75340.51
2024-01-07 08:00:00,99656.33
2024-01-07 08:15:00,98029.86833333332
2024-01-07 08:30:00,96514.00333333337
2024-01-07 08:45:00,83008.18000000004
2024-01-07 09:00:00,83278.24999999999
2024-01-07 09:15:00,79008.615
2024-01-07 09:30:00,82186.67000000001
2024-01-07 09:45:00,73775.43499999998
2024-01-07 10:00:00,69197.38999999998
2024-01-07 10:15:00,85671.905
2024-01-07 10:30:00,98080.56999999996
2024-01-07 10:45:00,104647.14499999995
2024-01-07 11:00:00,113186.3
2024-01-07 11:15:00,107245.91
2024-01-07 11:30:00,106904.48000000004
2024-01-07 11:45:00,119653.58500000004
2024-01-07 12:00:00,178012.79999999996
2024-01-07 12:15:00,193608.19500000007
2024-01-07 12:30:00,188000.13999999998
2024-01-07 12:45:00,189845.62500000006
2024-01-07 13:00:00,198537.28999999995
2024-01-07 13:15:00,203330.95500000007
2024-01-07 13:30:00,204335.58999999997
2024-01-07 13:45:00,195886.525
2024-01-07 14:00:00,188730.76999999996
2024-01-07 14:15:00,176837.94
2024-01-07 14:30:00,179206.47500000003
2024-01-07 14:45:00,184538.635
2024-01-07 15:00:00,185824.07999999996
2024-01-07 15:15:00,182246.21999999994
2024-01-07 15:30:00,186983.84000000003
2024-01-07 15:45:00,198333.19999999992
2024-01-07 16:00:00,199472.89000000004
2024-01-07 16:15:00,198077.21249999994
2024-01-07 16:30:00,189244.80000000002
2024-01-07 16:45:00,185476.57500000004
2024-01-07 17:00:00,178850.61
2024-01-07 17:15:00,180674.16999999995
2024-01-07 17:30:00,182955.94
2024-01-07 17:45:00,199898.34499999994
2024-01-07 18:00:00,197920.27
2024-01-07 18:15:00,186593.75
2024-01-07 18:30:00,194051.44
2024-01-07 18:45:00,201110.74000000002
2024-01-07 19:00:00,191714.24000000002
2024-01-07 19:15:00,191038.44
2024-01-07 19:30:00,194086.72000000003
2024-01-07 19:45:00,193594.85499999998
2024-01-07 20:00:00,207482.61999999997
2024-01-07 20:15:00,201136.45999999996
2024-01-07 20:30:00,194610.64
2024-01-07 20:45:00,165368.7025
2024-01-07 21:00:00,145842.43999999997
2024-01-07 21:15:00,145345.62999999995
2024-01-07 21:30:00,133788.03
2024-01-07 21:45:00,142582.19
2024-01-07 22:00:00,141092.65000000002
2024-01-07 22:15:00,150064.16499999998
2024-01-07 22:30:00,159830.55000000002
2024-01-07 22:45:00,153410.17999999996
2024-01-07 23:00:00,141396.78
2024-01-07 23:15:00,140058.11000000002
2024-01-07 23:30:00,152126.63999999996
2024-01-07 23:45:00,142535.14499999996
2024-01-08 00:00:00,138303.41999999998
2024-01-08 00:15:00,135189.35999999996
2024-01-08 00:30:00,135095.0
2024-01-08 00:45:00,129448.51499999998
2024-01-08 01:00:00,127713.21000000004
2024-01-08 01:15:00,121237.48500000003
2024-01-08 01:30:00,120225.62000000002
2024-01-08 01:45:00,121693.31500000002
2024-01-08 02:00:00,127328.55499999996
2024-01-08 02:15:00,124024.56499999996
2024-01-08 02:30:00,115233.74999999999
2024-01-08 02:45:00,111347.035
2024-01-08 03:00:00,130301.15000000002
2024-01-08 03:15:00,121520.42000000004
2024-01-08 03:30:00,115070.69999999998
2024-01-08 03:45:00,105902.12249999998
2024-01-08 04:00:00,102512.77999999998
2024-01-08 04:15:00,102415.54500000004
2024-01-08 04:30:00,101167.72999999997
2024-01-08 04:45:00,99529.325
2024-01-08 05:00:00,95986.2
2024-01-08 05:15:00,94577.15249999997
2024-01-08 05:30:00,94926.56
