exp_date,train_rmse,train_custom_acc,val_rmse_for_best_train,val_custom_acc_for_best_train,test_rmse_for_best_train,test_custom_acc_for_best_train,train_epoch_for_best_train,val_rmse,val_custom_acc,train_rmse_for_best_val,train_custom_acc_for_best_val,test_rmse_for_best_val,test_custom_acc_for_best_val,val_epoch_for_best_val,test_rmse,test_custom_acc,train_rmse_for_best_test,train_custom_acc_for_best_test,val_rmse_for_best_test,val_custom_acc_for_best_test,test_epoch_for_best_test,skip_mode,True,False,16,0.005,48,96,512,32,4,12,13,128,11dropout,norm_type,num_heads,bs,0.001,64,8,6,9,5dropout,256,9dropout,conv,mha,mlp,use_pos,seq_len,lr,d,hid_d,last_d,tok_d,time_d,pos_d,e_layers,tok_conv_k,conv_out_d,feat_conv_k,dropout
2024-08-18 00:45,12891.237,86.6981201171875,75117.99,47.688262939453125,85079.83,34.46833419799805,24,73309.87,43.04384994506836,29507.803,70.2745132446289,88544.08,31.39477157592773,10,77495.48,16.39913558959961,28357.953,70.2889175415039,78488.16,42.53146743774414,6,full,,,,,,,,,,,,,,batch,4,1024,,,,,,,,,True,False,True,False,16.0,0.001,48.0,96.0,256.0,8.0,4.0,4.0,6.0,13.0,128.0,5.0,0.2
2024-08-17 23:02,6623.1816,92.8425750732422,73292.87,44.57333755493164,74613.58,38.99222183227539,40,71680.13,41.63983154296875,14317.602,82.31452178955078,74199.625,35.0881462097168,26,74258.734,39.28516006469727,7317.5127,92.33294677734376,73408.13,44.5389518737793,38,conv_mlpconv,use_pos,seq_len,lr,,last_d,hid_d,,time_d,,tok_conv_k,conv_out_d,,0.2,batch,4,1024,d,,e_layers,,,,feat_conv_k,,,,,,,,,,,,,,,,,,
2024-08-17 23:25,37050.984,56.74251556396485,79202.12,44.30841827392578,86703.47,26.71001625061035,18,90274.15,-7.05963659286499,82110.15,9.904760360717772,83057.06,-3.1440770626068115,1,83057.06,-3.1440770626068115,82110.15,9.904760360717772,90274.15,-7.05963659286499,1,fullconv,mlp,seq_len,e_layers,d,hid_d,last_d,,pos_d,,,,tok_d,,batch,4,1024,,,tok_conv_k,,conv_out_d,,feat_conv_k,0.1,,,,,,,,,,,,,,,,,
2024-08-17 23:07,9451.047,89.79449462890625,78146.62,39.77183532714844,75076.164,33.3831787109375,32,73904.66,47.69869613647461,30900.768,69.73133087158203,68339.38,38.567420959472656,6,68339.38,38.567420959472656,30900.768,69.73133087158203,73904.66,47.69869613647461,6,fullconv,seq_len,mlp,e_layers,,hid_d,time_d,,,pos_d,,,,,batch,8,1024,d,last_d,tok_conv_k,,conv_out_d,,feat_conv_k,0.2,,,,,,,,,,,,,,,,,
2024-08-18 00:46,11319.032,87.33651733398438,73381.86,41.27310180664063,76787.2,24.510089874267575,28,69381.78,46.27133941650391,28700.533,72.829345703125,81400.37,25.72032356262207,15,73052.9,30.53238677978516,17035.432,84.12796783447266,75187.94,40.9942741394043,23,conv_mlp,,,,,,,,,,,,,,batch,4,1024,,,,,,,,,True,False,True,True,16.0,0.001,48.0,64.0,128.0,16.0,32.0,16.0,12.0,13.0,128.0,9.0,0.1
2024-08-17 23:11,12424.888,87.46947479248047,77481.52,40.63307571411133,79527.14,8.110962867736816,37,76000.94,44.994022369384766,17733.03,81.72691345214844,78775.695,9.369321823120115,24,78424.875,18.867511749267575,16016.521,83.8522720336914,76763.45,44.939334869384766,28,fullconv,seq_len,use_pos,lr,,last_d,hid_d,tok_d,e_layers,pos_d,,,feat_conv_k,0.2,batch,4,1024,d,,,tok_conv_k,conv_out_d,,,,,,,,,,,,,,,,,,,,
2024-08-17 23:22,21671.914,78.44576263427734,82341.5,42.81061553955078,75755.195,35.44147491455078,19,89719.34,-4.932323455810547,82062.23,11.926522254943848,82390.5,-0.7861216068267822,1,78404.92,42.458683013916016,30027.791,74.56549072265625,87482.27,45.2495231628418,17,conv_mlpconv,mlp,seq_len,pos_d,d,,,,e_layers,,,conv_out_d,,,batch,4,1024,,last_d,,tok_conv_k,,0.2,feat_conv_k,,,,,,,,,,,,,,,,,,
2024-08-17 23:36,11581.102,88.07744598388672,72942.86,42.91710662841797,78096.94,26.833953857421875,32,70853.14,37.67325973510742,20860.957,78.0454330444336,76733.48,19.64134979248047,17,76733.48,19.64134979248047,20860.957,78.0454330444336,70853.14,37.67325973510742,17,fullconv,use_pos,seq_len,lr,d,last_d,,tok_d,e_layers,,,,,,batch,16,1024,,feat_conv_k,,tok_conv_k,conv_out_d,0.2,,,,,,,,,,,,,,,,,,,
2024-08-17 23:46,21975.018,77.26752471923828,83793.805,44.145484924316406,82280.914,43.444034576416016,17,90543.94,-8.045428276062012,82149.58,9.052905082702637,83378.98,-4.235032558441162,1,79199.0,5.150610446929932,38597.703,60.57624053955078,80803.92,34.67007827758789,5,conv_mlpconv,use_pos,seq_len,lr,d,,time_d,,e_layers,,,conv_out_d,tok_d,,batch,4,1024,,feat_conv_k,tok_conv_k,,,,,0.1,,,,,,,,,,,,,,,,,
2024-08-18 00:47,8579.493,90.90103912353516,79240.73,43.36393737792969,79784.58,37.59496307373047,47,73660.59,46.69596099853516,21708.648,74.5830307006836,85303.66,34.92726516723633,20,76786.07,32.321407318115234,16050.891,82.52685546875,85646.81,26.745580673217773,24,full,,,,,,,,,,,,,,batch,32,1024,,,,,,,,,True,False,True,False,16.0,0.001,64.0,96.0,256.0,64.0,8.0,8.0,12.0,9.0,64.0,11.0,0.1
2024-08-17 23:07,68952.38,23.673328399658203,75242.18,34.04635238647461,75351.56,41.8763313293457,50,75242.18,34.04635238647461,68952.38,23.673328399658203,75351.56,41.8763313293457,50,74040.98,35.15213394165039,75416.54,19.32122230529785,78305.99,28.44203186035156,40,conv_mlpconv,mlp,seq_len,lr,d,last_d,,,pos_d,e_layers,tok_conv_k,,,,batch,8,1024,,feat_conv_k,,,conv_out_d,,tok_d,0.1,,,,,,,,,,,,,,,,,
2024-08-18 00:44,18560.412,81.45919799804688,82570.81,39.57969284057617,79333.31,43.81689834594727,20,83454.66,37.426719665527344,85594.83,23.69661903381348,83750.52,6.166286945343018,6,73606.43,40.93960952758789,36939.715,67.72115325927734,76401.47,48.70310974121094,5,conv_mlp,,,,,,,,,,,,,,batch,16,1024,,,,,,,,,True,False,True,False,16.0,0.005,48.0,96.0,256.0,64.0,4.0,4.0,6.0,13.0,256.0,9.0,0.1
2024-08-17 23:55,7509.68,92.08231353759766,70610.68,41.36659240722656,76920.92,31.487136840820312,48,69305.06,44.72949981689453,36136.957,68.81535339355469,75596.164,26.071048736572266,5,73527.57,35.30512237548828,14684.57,85.18733978271484,72078.15,42.20127487182617,25,fullconv,seq_len,mlp,e_layers,d,hid_d,,,time_d,pos_d,,conv_out_d,,,batch,16,1024,,feat_conv_k,,tok_conv_k,,,tok_d,0.1,,,,,,,,,,,,,,,,,
2024-08-17 23:11,7721.1216,91.70780181884766,71407.38,50.77280426025391,77864.805,27.968425750732425,43,69907.086,45.67901611328125,14237.083,82.89370727539062,76717.55,21.72576141357422,28,79495.84,14.371878623962402,32742.928,66.0176773071289,80258.81,37.06782913208008,5,fullconv,mha,seq_len,e_layers,d,,hid_d,tok_d,,,,,,,batch,32,1024,,last_d,tok_conv_k,,conv_out_d,,feat_conv_k,0.2,,,,,,,,,,,,,,,,,
2024-08-17 23:45,7729.976,91.59962463378906,76687.016,40.656715393066406,82571.9,10.48508358001709,35,74971.625,46.59028625488281,18584.973,81.31969451904297,79931.66,25.625871658325195,18,81650.914,49.50601196289063,40620.96,66.43079376220703,132387.2,32.159278869628906,6,conv_mlpconv,mha,seq_len,pos_d,,,last_d,,time_d,e_layers,,conv_out_d,,,batch,4,1024,d,hid_d,tok_conv_k,,,0.2,feat_conv_k,,,,,,,,,,,,,,,,,,
2024-08-17 23:12,11226.855,88.23603820800781,70640.07,50.18159103393555,78618.19,29.441675186157227,30,81264.14,44.00738525390625,22778.459,75.09337615966797,83435.586,34.34452819824219,17,78237.84,27.639440536499023,12991.52,86.49801635742188,71074.836,47.425537109375,31,fullconv,mha,seq_len,lr,,hid_d,last_d,tok_d,e_layers,,tok_conv_k,,feat_conv_k,,batch,32,1024,d,,,,conv_out_d,0.2,,,,,,,,,,,,,,,,,,,
2024-08-17 23:23,12262.563,87.52323913574219,71777.37,48.89460754394531,69968.2,41.38013458251953,32,73054.336,51.30511474609375,18232.45,82.45268249511719,73948.445,40.30274200439453,24,68245.3,43.39969253540039,16499.92,82.27339935302734,71822.88,46.71672439575195,27,conv_mlpconv,seq_len,use_pos,pos_d,,,last_d,tok_d,e_layers,,,,feat_conv_k,,batch,32,1024,d,,tok_conv_k,,conv_out_d,,,0.2,,,,,,,,,,,,,,,,,
2024-08-17 23:19,7807.3413,91.52571105957033,71797.945,47.47813415527344,75183.9,22.275959014892575,41,71797.945,47.47813415527344,7807.3413,91.52571105957033,75183.9,22.275959014892575,41,74592.44,24.084611892700195,11506.011,87.30194091796875,72676.79,43.61742401123047,28,fullconv,seq_len,use_pos,lr,,,hid_d,,pos_d,,tok_conv_k,conv_out_d,feat_conv_k,0.1,batch,8,1024,d,time_d,e_layers,,,,tok_d,,,,,,,,,,,,,,,,,,
2024-08-18 00:46,8642.506,91.08295440673828,81563.74,41.37684631347656,75376.4,34.626705169677734,39,77638.79,37.27602005004883,14077.973,85.14872741699219,74599.06,26.64386558532715,22,74599.06,26.64386558532715,14077.973,85.14872741699219,77638.79,37.27602005004883,22,conv_mlp,,,,,,,,,,,,,,batch,48,1024,,,,,,,,,True,False,True,True,16.0,0.001,96.0,48.0,128.0,16.0,4.0,4.0,6.0,9.0,64.0,11.0,0.1
2024-08-17 23:59,7953.5127,91.27307891845705,73476.23,38.27288436889648,78327.78,17.681432723999023,46,71710.695,39.48854446411133,13352.07,84.3931884765625,75802.17,19.190975189208984,31,72774.79,25.05223846435547,47290.7,56.27492904663086,84096.11,37.87664031982422,6,conv_mlpconv,seq_len,mlp,lr,,,last_d,,e_layers,,tok_conv_k,,,,batch,4,1024,d,feat_conv_k,,,conv_out_d,0.1,tok_d,,,,,,,,,,,,,,,,,,
2024-08-17 23:09,16758.56,82.88505554199219,114063.82,24.092987060546875,81955.73,12.616669654846191,17,87821.445,4.085651397705078,82460.984,20.069011688232425,80036.33,9.28376579284668,1,80036.33,9.28376579284668,82460.984,20.069011688232425,87821.445,4.085651397705078,1,fullconv,seq_len,use_pos,e_layers,,last_d,time_d,,,pos_d,,,tok_d,0.1,batch,32,1024,d,,,tok_conv_k,conv_out_d,,feat_conv_k,,,,,,,,,,,,,,,,,,
2024-08-17 23:06,7275.6084,92.38788604736328,72279.45,40.60978317260742,77534.52,23.90219497680664,42,70055.54,42.51827621459961,11249.077,88.40625762939453,76828.11,22.75274658203125,27,70132.88,34.77997589111328,43834.32,63.867523193359375,98758.81,38.51285934448242,5,conv_mlpconv,seq_len,use_pos,lr,,,last_d,,,pos_d,,,,0.2,batch,8,1024,d,feat_conv_k,e_layers,tok_conv_k,conv_out_d,,tok_d,,,,,,,,,,,,,,,,,,
2024-08-17 23:53,13048.974,87.02444458007812,82334.86,44.94903564453125,82052.25,33.967872619628906,37,81916.58,45.11579132080078,14634.387,86.7547607421875,80614.73,35.842960357666016,35,76138.055,15.655696868896484,78107.87,17.395231246948242,142082.8,-10.806025505065918,4,fullconv,mlp,seq_len,e_layers,d,,time_d,,pos_d,,,,tok_d,,batch,32,1024,,feat_conv_k,tok_conv_k,,conv_out_d,,,0.1,,,,,,,,,,,,,,,,,
2024-08-17 23:24,82111.67,15.473125457763672,88802.09,-1.0210139751434326,81271.055,3.564855098724365,3,88669.01,-0.3983398675918579,82136.6,16.08871841430664,81106.195,4.259811401367188,1,81106.195,4.259811401367188,82136.6,16.08871841430664,88669.01,-0.3983398675918579,1,fullconv,seq_len,use_pos,lr,d,last_d,,,pos_d,e_layers,tok_conv_k,,feat_conv_k,,batch,4,1024,,hid_d,,,conv_out_d,,,0.2,,,,,,,,,,,,,,,,,
2024-08-17 23:43,14574.046,83.0959243774414,72001.76,50.632545471191406,69414.59,33.60723114013672,24,76042.8,40.22818374633789,16799.664,84.81288146972656,74163.875,29.85104751586914,23,69414.59,33.60723114013672,14574.046,83.0959243774414,72001.76,50.632545471191406,24,fullconv,seq_len,mlp,e_layers,d,last_d,,tok_d,,,,,,,batch,32,1024,,,pos_d,tok_conv_k,conv_out_d,0.1,feat_conv_k,,,,,,,,,,,,,,,,,,
2024-08-17 23:57,9213.152,90.13274383544922,72611.086,35.24287414550781,79624.72,22.036771774291992,35,72054.586,33.953487396240234,15370.21,80.23624420166016,80816.56,16.67784881591797,27,80850.5,5.372751712799072,82186.5,16.960525512695312,88463.73,0.5978434681892395,1,conv_mlpconv,seq_len,mlp,lr,d,,hid_d,,pos_d,,,conv_out_d,feat_conv_k,,batch,8,1024,,last_d,tok_conv_k,,,,,0.2,,,,,,,,,,,,,,,,,
2024-08-17 23:21,82427.59,5.214260578155518,91752.19,-12.158439636230469,84806.15,-8.776776313781738,2,91749.42,-12.149506568908691,82426.79,5.234113693237305,84802.91,-8.766921997070312,1,84802.91,-8.766921997070312,82426.79,5.234113693237305,91749.42,-12.149506568908691,1,fullconv,seq_len,use_pos,e_layers,d,,last_d,,time_d,,tok_conv_k,,feat_conv_k,,batch,16,1024,,hid_d,,,conv_out_d,,,0.1,,,,,,,,,,,,,,,,,
2024-08-17 23:16,9714.269,89.89884185791016,71936.47,36.817684173583984,74245.98,18.242755889892575,32,68670.695,36.8518180847168,20300.246,76.48649597167969,74905.73,23.06772994995117,19,75074.17,21.733686447143555,10684.803,87.2455062866211,72154.664,35.471412658691406,33,fullconv,use_pos,seq_len,lr,,hid_d,,,,e_layers,tok_conv_k,,,,batch,4,1024,d,time_d,pos_d,,conv_out_d,,feat_conv_k,0.1,,,,,,,,,,,,,,,,,
2024-08-17 23:39,8955.101,91.2542724609375,74260.625,48.869930267333984,73874.445,28.28797721862793,33,74026.93,49.20504760742188,18711.53,81.8531265258789,76771.9,36.833038330078125,18,71246.12,30.862598419189453,34485.207,59.82426452636719,85707.47,47.05844497680664,7,conv_mlpconv,seq_len,use_pos,lr,,hid_d,last_d,tok_d,e_layers,,,conv_out_d,feat_conv_k,0.2,batch,32,1024,d,time_d,,tok_conv_k,,,,,,,,,,,,,,,,,,,,,
2024-08-17 23:13,7681.7554,91.99468231201172,76427.305,36.96770095825195,77501.22,25.64388084411621,36,72354.87,34.67985153198242,14512.015,84.2540283203125,79757.234,18.037294387817383,21,73129.87,37.05063629150391,40951.215,57.77540588378906,80697.03,44.69930267333984,6,conv_mlpconv,seq_len,use_pos,lr,,,,,,e_layers,,,feat_conv_k,,batch,4,1024,d,time_d,tok_conv_k,,conv_out_d,,tok_d,0.1,,,,,,,,,,,,,,,,,
2024-08-17 23:03,10150.293,89.82394409179688,74070.87,34.06443786621094,82553.03,8.060001373291016,45,73724.45,33.345245361328125,12303.217,87.42909240722656,82024.05,6.97484827041626,38,74229.73,24.75741004943848,72539.08,24.448091506958008,90014.93,10.044553756713867,5,fullconv,mlp,seq_len,e_layers,,,last_d,,pos_d,,,,tok_d,,batch,16,1024,d,,tok_conv_k,,conv_out_d,0.1,feat_conv_k,,,,,,,,,,,,,,,,,,
2024-08-17 23:31,9737.037,89.67469024658203,75554.93,41.657325744628906,77778.164,25.72289657592773,35,74404.58,42.09321212768555,16021.64,85.17181396484375,75239.836,27.90618705749512,22,74732.516,22.502660751342773,27679.738,73.21353912353516,75957.086,50.01266479492188,16,conv_mlpconv,mha,seq_len,e_layers,,,last_d,tok_d,,pos_d,,,feat_conv_k,,batch,32,1024,d,time_d,tok_conv_k,,conv_out_d,0.1,,,,,,,,,,,,,,,,,,,
2024-08-17 23:55,8211.345,91.2326889038086,70633.49,45.850616455078125,77741.12,33.26704788208008,41,70535.125,44.93400955200195,12852.23,87.09950256347656,76233.086,39.44192886352539,27,72859.15,34.46841812133789,14530.244,84.8632583618164,69330.766,43.11956787109375,26,conv_mlpconv,seq_len,use_pos,lr,d,,last_d,tok_d,time_d,e_layers,,conv_out_d,,,batch,8,1024,,feat_conv_k,tok_conv_k,,,,,0.2,,,,,,,,,,,,,,,,,
2024-08-17 23:40,6808.375,92.87516021728516,70629.805,41.02136993408203,74889.78,28.096755981445312,50,70484.31,43.1494140625,8156.077,91.95966339111328,74808.68,30.140907287597656,39,74358.15,27.589923858642575,8264.086,90.6610107421875,70384.055,40.629974365234375,40,conv_mlpconv,mha,seq_len,e_layers,d,,last_d,,,,,,feat_conv_k,,batch,32,1024,,hid_d,tok_conv_k,,conv_out_d,,tok_d,0.1,,,,,,,,,,,,,,,,,
2024-08-17 23:36,14223.112,85.24515533447266,77904.664,40.67825698852539,78006.55,18.021394729614254,39,70640.98,40.55740737915039,30315.53,60.58096694946289,82722.71,23.43843460083008,24,74745.1,24.638324737548828,17066.594,82.23966217041016,76940.305,42.35853576660156,29,conv_mlpconv,mlp,seq_len,lr,,hid_d,last_d,,e_layers,,,,,,batch,8,1024,d,feat_conv_k,tok_conv_k,,conv_out_d,,tok_d,0.1,,,,,,,,,,,,,,,,,
2024-08-17 23:19,7827.82,91.7296371459961,70971.055,48.42775344848633,77978.14,16.62427520751953,45,70317.88,49.860633850097656,10585.135,88.41925048828125,74925.38,25.558761596679688,32,76000.86,19.628841400146484,11185.874,89.7402114868164,70469.58,48.279666900634766,36,fullconv,use_pos,seq_len,pos_d,,last_d,,tok_d,,e_layers,tok_conv_k,,feat_conv_k,0.1,batch,8,1024,d,time_d,,,conv_out_d,,,,,,,,,,,,,,,,,,,,
2024-08-17 23:46,7791.931,91.80647277832033,75529.02,36.23297119140625,77238.32,2.4467480182647705,41,72156.586,32.51032257080078,14552.005,84.23382568359375,84784.21,-13.892833709716797,26,73646.92,13.403413772583008,50107.688,52.97011947631836,76150.58,30.269651412963867,5,conv_mlpconv,seq_len,use_pos,time_d,d,hid_d,,tok_d,pos_d,,,conv_out_d,,,batch,16,1024,,feat_conv_k,e_layers,tok_conv_k,,,,0.2,,,,,,,,,,,,,,,,,
2024-08-17 23:42,17424.543,82.40960693359375,70680.91,45.21288299560547,78425.61,37.77384185791016,40,69168.18,47.93022537231445,29193.498,67.55879211425781,78498.3,45.04134368896485,26,70134.266,33.62181091308594,48292.535,46.06981658935547,73022.36,39.14688491821289,18,fullconv,seq_len,use_pos,lr,,,time_d,tok_d,pos_d,e_layers,tok_conv_k,conv_out_d,feat_conv_k,,batch,8,1024,d,last_d,,,,,,0.2,,,,,,,,,,,,,,,,,
