exp_date,train_rmse,train_custom_acc,val_rmse_for_best_train,val_custom_acc_for_best_train,test_rmse_for_best_train,test_custom_acc_for_best_train,train_epoch_for_best_train,val_rmse,val_custom_acc,train_rmse_for_best_val,train_custom_acc_for_best_val,test_rmse_for_best_val,test_custom_acc_for_best_val,val_epoch_for_best_val,test_rmse,test_custom_acc,train_rmse_for_best_test,train_custom_acc_for_best_test,val_rmse_for_best_test,val_custom_acc_for_best_test,test_epoch_for_best_test,skip_mode,conv,mha,mlp,use_pos,seq_len,lr,d,hid_d,last_d,tok_d,time_d,pos_d,e_layers,tok_conv_k,conv_out_d,feat_conv_k,dropout,norm_type,num_heads,bs
2024-08-18 11:10,10634.353,89.29173278808594,73755.75,40.87128829956055,74044.33,35.28661346435547,38,71085.88,33.59330749511719,22749.5,73.73112487792969,73976.836,26.30451393127441,23,72164.695,22.926437377929688,22789.012,71.80024719238281,71311.25,41.68880462646485,19,conv_mlp,True,False,False,False,16,0.003,48,96,256,8,8,8,12,11,64,11,0.2,layer,8,1024
2024-08-18 11:22,82096.305,15.068683624267578,88903.055,-1.4821559190750122,81395.53,3.050818681716919,3,88507.77,0.3801450431346893,82174.53,16.720582962036133,80905.53,5.12939977645874,1,80905.53,5.12939977645874,82174.53,16.720582962036133,88507.77,0.3801450431346893,1,none   ,True,False,True,True,16,0.005,48,64,128,8,16,16,12,11,64,11,0.1,batch,16,1024
2024-08-18 07:23,8348.342,91.21067810058594,75829.26,39.36469650268555,78378.56,18.58287811279297,48,75114.29,41.38138961791992,10999.226,89.57223510742188,76120.72,26.504371643066406,36,74508.6,29.109037399291992,15136.726,82.36206817626953,75218.26,43.95333862304688,26,full,True,False,True,False,16,0.005,16,64,128,32,16,8,12,5,128,11,0.2,layer,4,1024
2024-08-18 06:54,9429.44,89.98819732666016,76785.37,37.34919357299805,73358.98,18.910789489746094,36,74772.44,39.04300308227539,17096.408,83.08436584472656,73880.414,17.043872833251953,21,71571.5,24.103464126586918,10214.1045,89.78510284423828,76482.35,39.37845230102539,35,conv_mlp,True,False,True,True,16,0.001,16,64,128,16,8,16,8,11,64,9,0.2,batch,32,1024
2024-08-18 02:21,6074.4644,93.59994506835938,67351.48,48.41233444213867,80278.02,34.59436798095703,49,67042.04,49.03261184692383,6789.4326,92.85575103759766,80555.016,34.98152160644531,40,77785.71,34.58778762817383,14753.479,86.84867095947266,70444.875,49.36860656738281,23,full,True,False,True,True,16,0.0008,48,48,128,32,4,8,12,9,128,11,0.1,batch,4,1024
2024-08-18 11:15,16854.555,82.21011352539062,78911.12,29.853004455566406,78289.54,4.23595142364502,19,75975.96,37.44297409057617,38294.465,61.50058364868164,80796.52,14.334672927856444,6,71002.17,28.61278915405273,49975.598,48.447566986083984,77467.04,34.86139678955078,5,conv_mlp,True,False,False,False,16,0.001,48,48,256,16,16,4,8,5,64,9,0.1,layer,16,1024
2024-08-18 10:58,11567.781,88.10781860351562,75082.086,35.80138397216797,75160.98,23.187406539916992,34,73405.32,45.20833587646485,17410.889,82.88565063476562,76888.28,35.94190216064453,20,72691.94,26.12914657592773,12495.754,87.27178955078125,76393.44,36.78541564941406,33,none   ,True,False,True,False,16,0.0008,96,96,256,32,8,8,6,9,128,9,0.2,layer,32,1024
2024-08-18 01:47,20348.658,79.93363189697266,81328.96,44.36268615722656,74320.68,31.96014213562012,35,72583.35,29.226652145385746,35230.758,47.09947967529297,74531.07,9.904214859008787,33,74320.68,31.96014213562012,20348.658,79.93363189697266,81328.96,44.36268615722656,35,none   ,True,False,False,False,16,0.0008,96,64,128,16,16,8,12,11,128,9,0.1,layer,32,1024
2024-08-18 04:30,6663.078,92.92240142822266,70097.05,37.49771881103516,79811.89,26.82767868041992,48,69981.664,37.805789947509766,6665.9434,92.97174835205078,79837.52,27.134584426879883,49,77290.62,38.14708709716797,56274.824,57.550289154052734,77939.125,37.69367218017578,4,full,True,False,False,True,16,0.003,64,64,128,32,8,4,8,5,128,13,0.2,layer,4,1024
2024-08-18 07:36,8906.661,90.4880828857422,71766.484,43.88833618164063,79703.56,20.91591453552246,47,68599.99,47.65812301635742,13166.342,87.49067687988281,78226.52,21.52553367614746,32,78186.96,33.84120178222656,17468.037,84.5106430053711,73009.73,50.08113479614258,27,conv_mlp,True,False,False,True,16,0.003,16,96,128,64,16,8,12,11,64,9,0.1,batch,32,1024
2024-08-18 10:58,39912.324,61.28282928466797,89311.71,28.8843936920166,79574.96,34.047306060791016,13,89448.55,-3.836184501647949,82057.8,12.894600868225098,82062.54,0.4310888051986694,1,82062.54,0.4310888051986694,82057.8,12.894600868225098,89448.55,-3.836184501647949,1,none   ,True,False,True,True,16,0.005,96,96,128,64,16,4,8,9,128,9,0.2,batch,16,1024
2024-08-18 11:08,6679.0293,93.08824920654295,73330.58,41.88707733154297,74998.66,38.92077255249024,44,73042.734,37.19374847412109,12687.263,87.48873138427734,74564.6,29.15864562988281,24,72621.99,33.526336669921875,49870.145,58.82757186889648,75091.26,39.25505828857422,5,full,True,False,False,False,16,0.003,16,64,128,16,4,4,8,11,128,9,0.1,layer,32,1024
2024-08-18 15:53,17825.998,83.00689697265625,146054.62,7.748562812805176,71743.65,27.29696655273437,22,89578.81,-3.512489557266236,82098.09,13.1588134765625,81229.24,1.1354973316192627,1,71743.65,27.29696655273437,17825.998,83.00689697265625,146054.62,7.748562812805176,22,none   ,True,False,False,False,36,0.0008,64,64,256,16,4,8,4,11,128,9,0.1,layer,4,1024
2024-08-18 08:33,9085.699,90.68113708496094,73496.54,40.68415069580078,73222.37,28.35736846923828,35,70445.664,39.01529312133789,16160.816,84.3377685546875,74171.586,25.64240455627441,20,72879.89,27.009416580200195,13930.126,87.08428192138672,73211.41,39.56578826904297,29,conv_mlp,True,False,True,True,16,0.005,16,64,128,32,4,16,8,5,128,11,0.1,batch,32,1024
2024-08-18 04:28,56899.32,47.52947235107422,90003.375,28.50276756286621,73531.586,34.8001708984375,5,89532.89,-4.182160377502441,82057.69,12.563873291015623,82164.89,0.0467197820544242,1,82164.89,0.0467197820544242,82057.69,12.563873291015623,89532.89,-4.182160377502441,1,conv_mlp,True,False,False,True,16,0.005,96,48,256,32,4,4,12,5,64,11,0.1,batch,16,1024
2024-08-18 08:41,18706.738,80.2248306274414,81824.08,49.62062454223633,83547.43,31.06378746032715,19,81824.08,49.62062454223633,18706.738,80.2248306274414,83547.43,31.06378746032715,19,81048.78,4.505837440490723,82146.56,16.23292350769043,88622.79,-0.1779907345771789,1,conv_mlp,True,False,True,False,16,0.005,16,64,256,8,4,16,6,9,128,11,0.2,layer,4,1024
2024-08-18 14:11,10297.183,89.29906463623047,74454.16,34.35263442993164,72686.66,23.15811920166016,47,72206.68,36.93288803100586,12622.431,86.81951904296875,74793.34,24.43017578125,36,71456.305,24.50264358520508,13602.582,85.83055877685547,72251.2,38.79212951660156,31,none   ,True,False,True,False,24,0.0008,16,64,256,32,16,4,8,9,256,11,0.2,batch,4,1024
2024-08-18 11:21,14075.471,84.74808502197266,78640.734,43.60834503173828,82973.28,8.150378227233887,36,83477.71,27.765520095825195,66772.77,45.141361236572266,112187.195,-36.17045211791992,23,79527.07,35.81388854980469,55337.508,68.98200225830078,81908.68,46.85341262817383,28,none   ,True,False,False,True,16,0.003,48,48,256,8,4,8,12,9,128,13,0.2,layer,8,1024
2024-08-18 08:10,15265.069,83.53446197509766,97571.375,19.633169174194336,84961.22,-2.978115558624268,35,84362.8,20.180160522460938,16531.328,80.1077880859375,87526.07,-14.261306762695312,34,82114.766,0.2344615459442138,82057.57,12.814898490905762,89491.555,-4.013163089752197,1,full,True,False,False,True,16,0.005,48,96,128,64,16,4,12,5,64,9,0.1,layer,32,1024
2024-08-18 02:28,6012.8213,93.65106201171876,76947.7,42.212547302246094,74331.46,35.82523727416992,39,75555.56,39.81740188598633,13180.131,86.2956314086914,77718.39,29.11130714416504,19,71575.625,39.30216979980469,39656.504,67.81584167480469,84706.01,43.81941986083984,6,conv_mlp,True,False,False,False,16,0.0008,16,96,128,96,16,4,6,9,128,13,0.2,layer,8,1024
2024-08-18 04:47,9372.627,90.43109130859376,77921.12,45.05746078491211,67931.59,28.604204177856445,34,75390.7,48.28045654296875,16975.379,82.60511779785156,68060.3,36.8653678894043,20,67426.53,29.225704193115234,16853.623,82.08545684814453,79589.97,45.95528411865234,21,full,True,False,True,True,16,0.001,48,48,128,64,16,8,12,11,64,13,0.2,batch,16,1024
2024-08-18 11:05,11360.092,88.09080505371094,73252.84,50.475433349609375,74821.82,42.48166275024414,46,72224.234,45.75331878662109,15950.338,83.10968017578125,67787.68,35.44817352294922,31,67787.68,35.44817352294922,15950.338,83.10968017578125,72224.234,45.75331878662109,31,none   ,True,False,True,False,16,0.005,64,64,128,64,4,16,8,11,128,9,0.1,batch,16,1024
2024-08-18 14:10,11417.935,87.95244598388672,75938.92,29.1461124420166,91481.34,-15.06521987915039,48,74437.44,31.636863708496094,13370.554,85.71111297607422,90465.95,-14.786808013916016,38,79153.25,21.276514053344727,29655.229,72.1982192993164,82795.62,42.56553649902344,16,none   ,True,False,False,False,24,0.0008,64,96,256,32,8,16,8,11,128,11,0.2,batch,16,1024
2024-08-18 01:21,7418.505,92.34813690185548,72005.04,37.74361801147461,80240.51,7.99422025680542,39,70513.54,41.519264221191406,12447.964,86.63485717773438,76436.836,23.059484481811523,24,74198.38,36.8922119140625,69668.99,51.33136367797852,80817.445,37.41999053955078,5,conv_mlp,True,False,True,False,16,0.0008,48,96,256,16,8,8,6,11,128,13,0.1,batch,32,1024
2024-08-18 14:40,9136.613,90.2940444946289,76315.51,43.16752624511719,82405.77,20.00870132446289,50,76672.08,39.95299530029297,13649.733,86.39580535888672,83567.33,20.07308578491211,30,81212.91,2.938685894012451,82112.76,14.712355613708496,89089.67,-2.1860668659210205,1,none   ,True,False,False,False,24,0.003,16,48,256,32,4,8,6,9,256,11,0.1,layer,48,1024
2024-08-18 15:50,8106.3423,91.24576568603516,69625.125,36.424312591552734,75155.06,25.029373168945312,43,67964.234,32.50958251953125,15309.162,83.60173797607422,76252.875,17.460710525512695,29,75906.21,17.47085189819336,18700.496,80.05252075195312,74716.24,28.155689239501957,18,none   ,True,False,True,False,36,0.003,16,96,256,32,8,4,6,11,128,9,0.1,layer,16,1024
2024-08-18 05:51,6766.603,92.87161254882812,75757.836,32.75950241088867,76001.96,24.20110511779785,42,73337.51,36.56105422973633,12165.739,88.40360260009766,73943.81,27.619388580322266,26,75199.93,26.406347274780277,8851.75,90.36368560791016,75248.91,33.983299255371094,34,full,True,False,False,True,16,0.0008,96,48,256,32,4,8,8,9,128,11,0.2,layer,48,1024
2024-08-18 07:17,12655.718,86.99989318847656,73441.17,33.61772155761719,81770.75,2.333314657211304,29,79353.31,28.61924743652344,51928.91,59.31632614135742,91911.2,-6.564321517944336,16,80333.164,7.781705856323242,82337.36,18.929855346679688,88053.72,2.7487356662750244,1,conv_mlp,True,False,True,False,16,0.0008,64,48,128,16,8,8,12,5,64,9,0.2,batch,4,1024
2024-08-18 06:09,10940.198,88.80024719238281,70693.15,48.42291259765625,76286.55,29.51160049438477,42,69555.85,49.15809631347656,15027.973,83.26099395751953,74883.06,31.508865356445312,29,74735.234,32.73322296142578,17363.883,82.17124938964844,73654.945,47.51914978027344,26,none   ,True,False,True,False,16,0.0008,16,96,256,32,16,4,6,5,128,11,0.1,layer,16,1024
2024-08-18 07:06,10553.468,88.12400817871094,77871.836,34.3927116394043,86095.766,14.79448127746582,37,72122.43,30.525325775146484,19953.14,74.71248626708984,85146.8,5.724325180053711,22,81605.97,2.201025009155273,82076.55,14.368030548095703,89074.31,-2.244964122772217,1,full,True,False,False,True,16,0.005,48,48,128,32,4,4,12,9,64,9,0.1,batch,4,1024
2024-08-18 15:52,12354.108,87.28805541992188,76820.36,30.182064056396484,73814.414,10.264324188232422,35,70045.766,40.84025955200195,20448.76,80.380126953125,74622.66,17.496065139770508,21,72330.6,17.42265510559082,18723.363,80.64216613769531,71550.555,36.9846305847168,26,none   ,True,False,True,False,36,0.001,16,48,256,32,8,8,6,11,256,11,0.2,layer,16,1024
2024-08-18 03:15,80017.52,12.418868064880373,111277.28,-15.976738929748535,147558.31,-83.08539581298828,9,88638.58,-0.2535619139671325,82143.08,16.197751998901367,81068.414,4.421464920043945,1,81068.414,4.421464920043945,82143.08,16.197751998901367,88638.58,-0.2535619139671325,1,none   ,True,False,False,False,16,0.005,96,48,128,16,16,8,8,11,128,11,0.2,layer,48,1024
2024-08-18 06:07,13582.744,85.78819274902344,81189.09,42.90737533569336,75943.0,31.785104751586918,29,79785.78,40.146297454833984,20216.04,78.02046203613281,74512.58,25.7723388671875,19,74512.58,25.7723388671875,20216.04,78.02046203613281,79785.78,40.146297454833984,19,none   ,True,False,False,True,16,0.003,16,64,128,32,8,16,8,5,64,11,0.1,layer,16,1024
2024-08-18 02:56,10069.813,89.11444854736328,75561.66,41.52197265625,73997.29,32.34762954711914,34,69810.56,43.63833236694336,16310.282,83.5088882446289,67827.2,33.55196762084961,19,68034.01,39.411739349365234,17498.336,82.9533462524414,70320.08,44.816993713378906,20,full,True,False,False,True,16,0.001,48,64,128,8,8,4,6,9,64,13,0.2,batch,8,1024
2024-08-18 01:45,12281.574,87.3238754272461,75318.49,42.97689056396485,79570.34,9.884860038757324,34,84177.766,36.23461151123047,20498.389,79.99674987792969,82862.484,4.779847621917725,22,76901.32,28.22799301147461,13273.228,87.85000610351562,75417.93,49.71629333496094,33,none   ,True,False,False,True,16,0.003,96,64,256,16,16,16,6,9,128,9,0.2,batch,8,1024
2024-08-18 02:21,8324.568,91.0276107788086,75927.61,35.367469787597656,82864.66,-1.021003246307373,44,70644.27,40.19356536865234,14343.507,86.03598022460938,87335.055,-7.52742862701416,30,80879.19,5.245612144470215,82180.17,16.882444381713867,88486.68,0.4841163754463196,1,conv_mlp,True,False,True,False,16,0.005,48,96,256,64,16,4,8,5,64,13,0.2,layer,8,1024
2024-08-18 15:41,10471.304,89.36141967773438,70814.79,36.53822326660156,86310.11,-11.317974090576172,39,70712.57,35.5149040222168,10894.154,88.5588607788086,88096.08,-15.50606918334961,37,72587.086,19.23301124572754,47458.277,56.94516372680664,82359.71,31.249645233154297,5,full,True,False,True,False,36,0.0008,96,48,256,8,16,8,2,11,128,9,0.2,layer,16,1024
2024-08-18 06:41,15111.44,85.70772552490234,78050.11,38.610801696777344,76326.09,30.514223098754883,20,87268.69,26.719112396240234,61392.08,36.5250244140625,93547.56,-1.9747790098190308,6,76936.375,38.39686965942383,18107.176,83.39115905761719,76700.875,38.21527862548828,18,conv_mlp,True,False,True,True,16,0.003,16,64,256,96,4,16,6,11,64,13,0.1,batch,16,1024
2024-08-18 11:52,13868.74,85.83207702636719,80721.06,45.44346618652344,77915.016,25.27232360839844,31,87733.53,40.300514221191406,33835.465,68.44314575195312,90785.6,29.598546981811523,19,75544.32,35.906681060791016,14746.582,85.25690460205078,80565.86,46.25786209106445,33,none   ,True,False,False,True,16,0.0008,48,64,256,64,16,8,6,9,64,9,0.1,batch,16,1024
2024-08-18 06:46,11187.879,88.59552764892578,70707.24,48.731407165527344,73730.06,12.11527156829834,39,70947.81,51.93537139892578,16102.832,83.53585052490234,73914.17,18.13776206970215,25,70253.78,17.56302833557129,16190.4795,84.08209991455078,69318.79,51.87701797485352,24,none   ,True,False,False,False,16,0.001,16,48,256,96,16,4,6,11,128,11,0.1,layer,48,1024
2024-08-18 12:33,74209.445,25.11800193786621,77832.6,7.40613842010498,78255.51,16.04904556274414,16,77832.6,7.40613842010498,74209.445,25.11800193786621,78255.51,16.04904556274414,16,78255.51,16.04904556274414,74209.445,25.11800193786621,77832.6,7.40613842010498,16,none   ,True,False,False,False,16,0.005,64,48,128,16,16,16,12,9,64,9,0.2,layer,16,1024
2024-08-18 10:55,8358.612,91.33670043945312,72740.734,44.743778228759766,75684.49,36.686283111572266,43,70984.03,45.46782684326172,15798.877,84.72314453125,74289.14,31.573251724243164,28,70040.81,29.4832763671875,30443.64,67.39937591552734,98705.7,33.920204162597656,9,none   ,True,False,True,False,16,0.001,16,48,256,16,16,4,6,11,128,9,0.2,batch,4,1024
2024-08-18 05:37,7036.905,92.38320922851562,71136.516,46.22031021118164,78799.99,14.06624698638916,44,70678.516,48.20954895019531,9167.592,89.88809967041016,78148.76,13.548479080200195,32,81439.77,2.8702051639556885,82091.51,14.903722763061523,88938.99,-1.6442073583602903,1,conv_mlp,True,False,False,False,16,0.001,48,48,256,8,4,16,12,9,128,11,0.2,batch,8,1024
2024-08-18 06:30,10243.722,89.87574005126953,74639.555,31.19009780883789,87510.86,-3.255615472793579,31,86063.45,8.309308052062988,18080.32,80.63037872314453,101126.51,-31.39451026916504,17,79262.43,21.30040168762207,24621.652,74.88166046142578,75058.92,40.06218338012695,6,full,True,False,False,True,16,0.0008,64,96,256,64,8,8,6,9,128,13,0.2,layer,4,1024
2024-08-18 03:52,9185.9795,90.31756591796876,76063.34,43.20302581787109,86269.62,34.53758239746094,41,72407.47,36.01264572143555,15678.322,81.38346099853516,83760.05,24.375141143798828,27,79030.375,41.104618072509766,42924.28,59.43888473510742,84137.34,41.81843185424805,5,full,True,False,True,False,16,0.003,64,96,128,8,4,8,12,5,64,9,0.1,layer,16,1024
2024-08-18 03:02,29189.633,70.18407440185547,87717.22,45.489051818847656,80853.0,42.58963394165039,34,72817.94,35.425559997558594,54996.06,39.14884185791016,73272.195,26.56204032897949,20,75254.914,48.59257507324219,58303.02,56.24443054199219,78894.164,45.81063079833984,21,none   ,True,False,False,True,16,0.001,48,48,256,32,16,4,12,5,64,11,0.1,layer,4,1024
2024-08-18 01:30,9373.516,89.8734130859375,69478.06,44.11656188964844,73417.61,30.41168785095215,38,68534.8,46.40530776977539,13829.03,85.11669921875,77064.96,33.46273422241211,29,68815.586,28.04543113708496,19841.582,78.22381591796875,75455.78,34.11836624145508,18,full,True,False,True,True,16,0.003,64,48,256,32,16,16,6,5,64,13,0.2,layer,16,1024
2024-08-18 14:36,15937.087,82.65901184082031,78863.75,32.64990997314453,75416.26,14.18483829498291,24,75763.49,32.384666442871094,16058.675,82.09776306152344,76464.39,7.929843425750732,22,74272.63,11.963393211364746,38708.906,57.65109252929688,82968.75,21.277650833129883,8,none   ,True,False,False,False,24,0.001,96,64,256,16,4,4,2,9,256,9,0.1,batch,16,1024
2024-08-18 10:53,12776.358,85.89420318603516,103520.16,29.35043334960937,80925.81,12.402399063110352,20,89769.234,-5.12977933883667,82064.5,11.705212593078612,82450.71,-1.0052036046981812,1,71762.5,42.81305313110352,49962.234,61.9796257019043,147278.22,24.374439239501957,6,conv_mlp,True,False,False,True,16,0.0008,64,48,256,8,16,16,8,11,128,13,0.1,batch,16,1024
2024-08-18 03:22,6965.0674,92.47533416748048,73124.0,32.67912292480469,76020.57,8.108494758605957,45,73132.555,32.33121109008789,9312.189,89.89105224609375,76455.87,6.08621883392334,32,75049.875,17.672060012817383,17866.883,82.63130950927734,75069.914,36.36145782470703,22,full,True,False,True,False,16,0.005,48,96,128,8,16,16,12,11,128,13,0.1,layer,32,1024
2024-08-18 09:11,22384.297,80.2787857055664,73405.68,46.768062591552734,74200.34,40.03495788574219,21,71569.72,34.493770599365234,35647.438,55.85816955566406,78975.164,24.91860008239746,19,77424.53,35.17142105102539,35800.42,60.03997421264648,78493.94,40.36418533325195,18,none   ,True,False,False,True,16,0.005,16,64,256,16,4,4,8,5,128,11,0.2,batch,32,1024
2024-08-18 11:11,14138.07,84.92781066894531,78529.586,47.58476638793945,85398.81,38.40047454833984,42,73559.97,45.05232620239258,20116.174,77.21088409423828,80762.69,31.59695243835449,28,76786.18,40.44034957885742,24376.842,73.11398315429688,79836.79,48.68925476074219,21,none   ,True,False,True,True,16,0.003,16,48,128,8,4,16,8,5,64,9,0.1,layer,16,1024
2024-08-18 04:00,17018.594,83.18953704833984,84332.586,36.7759017944336,81735.016,37.83390808105469,19,83631.73,39.175689697265625,35477.273,60.09461975097656,81353.31,30.95747184753418,6,80282.15,28.246212005615234,17805.79,80.56538391113281,84968.445,31.541976928710938,18,full,True,False,False,True,16,0.0008,16,96,128,96,4,16,8,9,128,13,0.1,layer,8,1024
2024-08-18 03:34,17668.988,82.8858413696289,79653.7,46.3271598815918,74245.77,37.303688049316406,20,80426.945,48.47412109375,17877.88,80.59414672851562,74862.33,38.16647720336914,19,68813.336,45.63003540039063,43516.34,58.17681121826172,77808.86,44.137840270996094,6,conv_mlp,True,False,False,False,16,0.0008,16,64,256,32,16,16,8,5,128,9,0.1,layer,16,1024
2024-08-18 06:54,8552.614,91.10101318359376,73076.766,39.83318710327149,72807.32,32.162811279296875,34,74900.9,36.4345703125,14293.4375,85.19540405273438,71974.92,27.81120491027832,21,72161.32,28.13171768188477,14430.308,84.4507827758789,72950.266,36.23375701904297,22,full,True,False,False,True,16,0.0008,96,96,256,96,4,8,12,11,128,9,0.2,layer,4,1024
2024-08-18 02:15,11120.613,88.29430389404297,72073.5,34.98443603515625,76872.57,20.52281951904297,36,69798.45,41.395755767822266,23668.352,70.48133850097656,77088.51,26.13454818725586,17,74388.38,32.88100814819336,22757.033,78.86463928222656,68288.016,48.43516540527344,21,none   ,True,False,True,False,16,0.003,48,64,256,8,16,4,6,9,64,9,0.1,batch,4,1024
2024-08-18 04:58,10901.52,88.68563842773438,72695.67,40.16584014892578,70455.35,41.973262786865234,43,68742.33,44.083473205566406,16099.361,83.43572235107422,69140.97,36.16897964477539,25,67630.76,41.17353439331055,13838.358,84.04528045654297,71047.766,39.85465621948242,34,none   ,True,False,False,False,16,0.001,96,64,256,8,8,8,8,9,64,9,0.1,layer,4,1024
2024-08-18 07:18,7814.2783,91.25790405273438,71978.016,44.29303741455078,79343.02,17.763050079345703,39,69451.64,44.14455795288086,11921.897,85.88529968261719,75312.13,18.239795684814453,27,74546.88,24.19374084472656,10529.043,87.99789428710938,69965.63,47.25410842895508,29,conv_mlp,True,False,False,False,16,0.003,16,64,256,16,4,4,12,9,128,13,0.1,layer,8,1024
2024-08-18 02:45,8893.679,90.5703582763672,73220.83,39.94650268554688,76843.16,25.025672912597656,32,71024.43,40.8061752319336,19421.793,78.28404235839844,78628.34,22.981298446655277,17,72585.43,43.04068756103516,49783.625,62.23994445800781,88164.52,35.517818450927734,6,conv_mlp,True,False,False,True,16,0.001,96,48,256,64,8,4,8,5,128,9,0.2,layer,48,1024
2024-08-18 11:38,30124.951,70.45808410644531,166161.17,36.96001434326172,85534.586,14.776338577270508,19,90415.08,-7.5782151222229,82129.55,9.488808631896973,83225.4,-3.7181026935577393,1,76239.69,39.58824157714844,77695.945,47.14867782592773,82027.84,34.41401672363281,5,conv_mlp,True,False,True,False,16,0.003,16,48,256,32,8,4,12,5,128,13,0.2,layer,16,1024
2024-08-18 01:22,8944.441,90.45825958251952,74418.52,26.92793273925781,78976.14,13.96995449066162,45,72349.05,33.983306884765625,16428.705,86.65826416015625,76972.7,23.63957977294922,30,79739.414,27.73773765563965,72682.49,47.98630905151367,95309.445,36.09354782104492,6,conv_mlp,True,False,False,False,16,0.005,96,48,128,8,4,8,8,5,64,11,0.2,layer,16,1024
2024-08-18 01:53,8292.599,90.4836883544922,72649.04,34.40318298339844,78861.64,17.978126525878906,33,70524.195,28.83313751220703,16090.916,83.6474838256836,82213.59,8.45437240600586,19,76749.23,14.401348114013672,32425.617,62.36473846435547,83840.664,36.64997863769531,7,conv_mlp,True,False,True,False,16,0.0008,16,48,256,8,4,4,8,11,64,13,0.2,layer,4,1024
2024-08-18 02:23,20852.953,77.94195556640625,90370.555,47.13933181762695,80097.59,44.1259651184082,19,84287.09,28.44009017944336,64119.71,33.76246643066406,91120.37,-13.737703323364258,6,79519.38,20.39637756347656,31597.596,62.46976089477539,89678.19,31.9713134765625,16,conv_mlp,True,False,False,False,16,0.005,16,64,256,32,16,4,8,9,64,13,0.1,batch,16,1024
2024-08-18 06:15,77788.84,16.297224044799805,78948.16,14.97223663330078,76548.57,16.977046966552734,24,87092.516,2.029382944107056,81463.37,16.463666915893555,80355.01,7.55005931854248,18,76896.28,26.025882720947266,79056.17,20.464357376098636,80949.805,19.295818328857425,33,none   ,True,False,False,True,16,0.005,64,48,128,64,4,4,12,9,64,9,0.2,batch,8,1024
2024-08-18 14:54,5665.0977,93.66462707519533,77867.64,31.3671817779541,78550.29,7.68034553527832,45,75835.12,36.96855926513672,9564.994,89.43394470214844,75722.06,16.449506759643555,31,75722.06,16.449506759643555,9564.994,89.43394470214844,75835.12,36.96855926513672,31,full,True,False,False,False,24,0.003,16,96,256,8,4,8,2,9,256,9,0.2,layer,4,1024
2024-08-18 06:24,14914.252,84.6822509765625,79365.5,40.53495407104492,78981.56,33.997711181640625,19,75595.41,39.35563659667969,16026.047,83.4750747680664,78676.71,25.24338722229004,20,67040.08,41.30221557617188,34324.426,61.80688095092773,71222.555,46.23453140258789,5,conv_mlp,True,False,True,True,16,0.005,16,64,128,8,8,4,8,11,64,13,0.1,batch,4,1024
2024-08-18 07:29,7707.3916,91.83026885986328,76504.65,32.617156982421875,73636.96,21.45186233520508,49,76118.055,33.446372985839844,8207.914,91.24089050292967,73688.78,22.26736831665039,41,72284.734,21.77320671081543,13159.389,85.34207916259766,76245.91,32.272987365722656,30,none   ,True,False,False,False,16,0.003,64,96,256,8,16,4,6,11,64,9,0.2,batch,8,1024
2024-08-18 02:32,11394.506,87.26873016357422,78387.086,31.567384719848636,77928.3,13.953640937805176,34,73727.83,31.9845027923584,24786.29,78.03677368164062,76641.914,8.182215690612793,20,76641.914,8.182215690612793,24786.29,78.03677368164062,73727.83,31.9845027923584,20,full,True,False,True,False,16,0.003,96,48,256,16,8,8,12,5,128,11,0.1,batch,16,1024
2024-08-18 03:57,14573.025,84.27277374267578,70233.14,28.08066177368164,79260.78,18.102174758911133,32,70281.44,34.47312545776367,27779.2,68.64118194580078,75268.125,27.63412475585937,19,75268.125,27.63412475585937,27779.2,68.64118194580078,70281.44,34.47312545776367,19,none   ,True,False,False,False,16,0.001,96,96,128,64,16,16,6,9,64,11,0.2,batch,8,1024
2024-08-18 05:39,8242.646,91.2562255859375,76127.695,45.57815170288086,69183.24,41.38986587524414,37,76280.65,40.95102691650391,13382.897,85.31968688964844,67925.01,38.863399505615234,25,65568.95,40.03126907348633,22788.986,77.08543395996094,78251.945,46.84601593017578,15,full,True,False,True,True,16,0.003,96,96,256,8,8,8,12,11,64,11,0.2,layer,16,1024
2024-08-18 01:26,8609.032,90.99649047851562,74149.836,42.8486442565918,76138.195,26.943754196166992,41,72157.26,43.04178237915039,14327.697,83.0396728515625,74767.64,26.75463485717773,27,75304.28,24.91880226135254,13619.3125,84.5849380493164,71212.87,44.54128646850586,28,conv_mlp,True,False,False,False,16,0.003,16,96,256,8,16,4,12,11,128,11,0.2,batch,8,1024
2024-08-18 05:39,8303.015,91.06685638427734,75117.29,32.68448638916016,81462.61,12.44775390625,42,71560.97,43.8974723815918,23003.133,75.68783569335938,78826.83,24.277772903442383,18,76510.88,20.096799850463867,45239.47,54.9365119934082,98833.06,30.859596252441406,5,full,True,False,False,False,16,0.003,16,96,128,32,8,8,6,5,64,9,0.2,layer,4,1024
2024-08-18 14:02,16360.59,83.11531066894531,90407.336,35.29457473754883,78369.734,27.036376953125,20,89815.5,-5.26046085357666,82088.24,11.99172019958496,82119.75,-0.4387625455856323,1,82119.75,-0.4387625455856323,82088.24,11.99172019958496,89815.5,-5.26046085357666,1,full,True,False,True,False,24,0.0008,16,48,256,8,4,16,4,9,128,11,0.2,layer,48,1024
