exp_date,train_rmse,train_custom_acc,val_rmse_for_best_train,val_custom_acc_for_best_train,test_rmse_for_best_train,test_custom_acc_for_best_train,train_epoch_for_best_train,val_rmse,val_custom_acc,train_rmse_for_best_val,train_custom_acc_for_best_val,test_rmse_for_best_val,test_custom_acc_for_best_val,val_epoch_for_best_val,test_rmse,test_custom_acc,train_rmse_for_best_test,train_custom_acc_for_best_test,val_rmse_for_best_test,val_custom_acc_for_best_test,test_epoch_for_best_test,skip_mode,conv,mha,mlp,use_pos,seq_len,lr,d,hid_d,last_d,tok_d,time_d,pos_d,e_layers,tok_conv_k,conv_out_d,feat_conv_k,dropout,norm_type,num_heads,bs
2024-08-18 07:27,24437.027,74.85868072509766,77712.82,50.45601272583008,82136.664,34.32545852661133,20,91537.42,25.810562133789062,76162.04,29.94135856628418,102210.04,-0.4928867816925049,6,72806.945,36.91384506225586,43015.996,56.881832122802734,75276.99,49.70439529418945,5,full,True,False,True,True,16,0.003,64,96,128,64,16,16,8,5,128,9,0.2,layer,8,1024
2024-08-18 06:49,12286.465,86.20236206054688,79496.64,45.27316284179688,79343.05,26.57864189147949,21,89889.61,35.01866149902344,42454.062,66.6318588256836,90450.875,22.76634407043457,7,76233.1,26.338571548461918,14642.857,86.26983642578125,76475.125,43.30857849121094,20,conv_mlp,True,False,True,False,16,0.001,16,96,128,8,16,8,8,11,128,9,0.1,batch,16,1024
2024-08-18 05:04,6926.971,92.63848876953124,75930.3,38.02861404418945,75427.195,26.03282928466797,44,77672.016,39.8927116394043,11740.731,86.69668579101562,78452.09,29.4273681640625,31,72916.055,23.25978660583496,13561.875,83.47654724121094,77105.17,34.14825439453125,27,conv_mlp,True,False,True,False,16,0.001,16,96,128,16,16,8,12,5,128,9,0.2,layer,16,1024
2024-08-18 05:04,11050.6045,88.44690704345703,72417.76,39.85832595825195,83927.09,-7.635112762451172,49,72501.33,40.954402923583984,11909.997,88.1470947265625,82749.94,-5.406006813049316,43,78598.7,0.2157678306102752,25364.14,68.65087890625,74716.67,38.60762023925781,20,none   ,True,False,True,False,16,0.005,48,64,256,96,8,16,8,5,64,13,0.1,layer,16,1024
2024-08-18 14:42,27925.424,72.13106536865234,78399.805,38.35271072387695,82005.92,8.272387504577637,16,88771.945,-0.7123693227767944,82164.28,16.035816192626953,80809.42,4.562338829040527,1,80809.42,4.562338829040527,82164.28,16.035816192626953,88771.945,-0.7123693227767944,1,none   ,True,False,True,False,24,0.001,64,48,256,32,8,4,6,11,256,11,0.1,batch,16,1024
2024-08-18 11:59,7140.8984,92.5099105834961,81346.14,33.642601013183594,77150.28,6.586350440979004,42,74297.9,37.32719039916992,11163.142,88.0188217163086,77424.1,6.973770618438721,28,73737.51,39.94402694702149,31678.094,70.24278259277344,79313.164,43.2944450378418,7,conv_mlp,True,False,False,False,16,0.001,48,64,128,64,16,4,6,11,64,11,0.2,layer,8,1024
2024-08-18 11:54,11175.758,87.4563980102539,72090.195,51.93100738525391,75125.39,34.7505989074707,38,70337.49,49.95562744140625,20919.508,74.66741943359375,72584.61,30.377317428588867,23,72153.5,33.71103286743164,33016.54,65.68928527832031,72240.88,48.82669448852539,15,conv_mlp,True,False,False,False,16,0.005,16,48,128,32,4,8,12,9,64,13,0.2,batch,16,1024
2024-08-18 06:17,12192.073,87.87168884277344,73805.695,29.107866287231445,82156.34,0.8981518149375916,40,70199.23,40.33757400512695,22741.771,79.46611785888672,74115.42,23.576622009277344,26,74983.22,7.974343299865723,27905.674,59.54829025268555,71780.336,25.122159957885746,27,none   ,True,False,True,False,16,0.003,48,64,256,8,8,4,12,11,128,13,0.1,batch,16,1024
2024-08-18 08:09,12012.847,88.3400650024414,79352.625,28.83974266052246,73864.12,29.10047149658203,28,73248.55,36.4746208190918,21251.016,77.80429077148438,74969.1,24.571029663085938,16,67756.42,44.94060516357422,32152.814,65.79737854003906,72022.62,50.51153564453125,5,conv_mlp,True,False,False,True,16,0.003,96,96,128,96,16,8,8,5,128,9,0.1,batch,8,1024
2024-08-18 14:47,7683.298,92.0276870727539,76803.19,41.389591217041016,74573.6,19.3345947265625,47,76862.24,41.39509582519531,9275.647,90.43531799316406,74952.13,16.036109924316406,35,77253.34,40.87224960327149,43132.914,64.33373260498047,82995.375,46.52462768554688,7,conv_mlp,True,False,True,False,24,0.0008,64,96,256,16,16,16,8,11,256,11,0.1,batch,4,1024
2024-08-18 07:24,10663.13,88.19141387939453,70401.766,44.70268630981445,75805.2,26.34744644165039,32,70370.7,47.496681213378906,18010.592,79.12323760986328,76271.31,35.15175247192383,21,74855.805,27.539209365844727,16756.475,83.05303955078125,67780.42,45.26023864746094,20,full,True,False,False,True,16,0.003,16,48,128,64,8,4,12,11,128,13,0.1,layer,16,1024
2024-08-18 11:06,8709.935,90.73946380615234,79860.32,31.26947784423828,79627.625,15.843243598937988,41,76822.945,29.260534286499023,12662.335,86.44416046142578,80175.3,12.470300674438477,26,81133.03,4.145533084869385,82132.17,15.949190139770508,88690.64,-0.5007085204124451,1,conv_mlp,True,False,False,True,16,0.0008,96,96,256,16,4,16,12,5,64,11,0.2,layer,8,1024
2024-08-18 05:40,25815.395,75.01777648925781,86941.31,27.326494216918945,76441.44,17.679012298583984,16,88727.1,-0.6722107529640198,82125.05,15.79574203491211,81178.22,3.95412278175354,1,76441.44,17.679012298583984,25815.395,75.01777648925781,86941.31,27.326494216918945,16,full,True,False,False,True,16,0.003,64,96,128,8,8,8,12,11,64,13,0.2,layer,4,1024
2024-08-18 11:40,8717.022,90.91181182861328,81872.68,27.77489471435547,74994.375,31.342247009277344,49,80478.98,32.75921630859375,13917.974,85.63229370117188,74079.4,33.30104064941406,27,74079.4,33.30104064941406,13917.974,85.63229370117188,80478.98,32.75921630859375,27,full,True,False,True,False,16,0.001,96,48,128,16,4,16,12,11,64,11,0.2,batch,16,1024
2024-08-18 03:34,8400.959,91.16727447509766,71139.42,35.50981521606445,75459.52,14.777523040771484,38,68852.42,44.39923095703125,17215.012,81.83352661132812,71792.8,32.06033706665039,24,71792.8,32.06033706665039,17215.012,81.83352661132812,68852.42,44.39923095703125,24,full,True,False,True,False,16,0.005,64,64,256,32,8,16,12,5,64,13,0.2,layer,16,1024
2024-08-18 02:10,13513.027,85.70386505126953,70679.49,39.79060745239258,88371.266,3.3789150714874268,49,70270.86,39.38024139404297,16922.041,82.64289855957031,89461.016,0.3087494969367981,35,81965.16,0.8008091449737549,82059.234,13.234370231628418,89368.44,-3.503539085388184,1,none   ,True,False,True,True,16,0.001,64,64,128,16,16,8,12,5,128,11,0.1,layer,8,1024
2024-08-18 07:17,15121.489,85.60823822021484,72034.13,41.51301193237305,79234.18,27.82159423828125,33,70597.5,45.15433883666992,24602.686,70.59883117675781,72763.76,29.83185386657715,22,79926.62,40.82730102539063,20778.855,79.32086944580078,82487.32,43.60852813720703,23,none   ,True,False,True,True,16,0.005,64,64,128,64,4,4,6,5,128,9,0.1,layer,4,1024
2024-08-18 08:19,7065.0186,92.78203582763672,76744.77,39.7606086730957,77198.86,19.925724029541016,42,72585.08,38.38813781738281,10916.334,88.97640228271484,78406.195,16.545692443847656,27,69941.414,32.118385314941406,35233.566,69.85552978515625,87371.33,38.11222457885742,6,conv_mlp,True,False,True,False,16,0.0008,48,96,256,16,8,4,6,9,64,13,0.2,layer,32,1024
2024-08-18 08:09,10736.2295,88.40448760986328,70154.5,45.48693084716797,79657.71,32.61172866821289,39,67078.05,44.8062858581543,29899.523,65.03681182861328,76441.62,35.500587463378906,14,77948.37,23.72811317443848,22021.404,77.6287841796875,69780.87,44.14670181274414,19,none   ,True,False,False,False,16,0.001,16,64,128,64,16,8,6,9,64,13,0.2,batch,8,1024
2024-08-18 04:09,14787.3,84.23426818847656,79540.85,42.97941970825195,83741.06,33.18812942504883,47,78152.48,45.44773483276367,27990.479,79.16273498535156,82396.36,37.7623405456543,34,82721.04,-1.9733299016952517,82079.92,10.869053840637209,89993.77,-6.002790927886963,1,none   ,True,False,False,False,16,0.001,96,48,256,32,4,16,12,11,128,11,0.1,layer,48,1024
2024-08-18 04:02,12551.286,87.43875885009766,71883.414,43.20326614379883,78065.02,35.02424240112305,29,80217.66,34.519493103027344,20754.771,77.23698425292969,79490.29,21.32779884338379,16,71642.77,39.82583618164063,38236.35,70.98485565185547,82028.77,47.807865142822266,5,full,True,False,True,False,16,0.003,64,96,128,8,8,8,6,9,64,11,0.2,layer,8,1024
2024-08-18 16:07,11826.545,88.01904296875,72161.18,36.86381530761719,77306.83,15.008073806762695,36,70072.06,35.5592155456543,20022.057,79.79402923583984,77730.53,12.084428787231444,21,73977.28,13.560370445251465,17770.033,83.34675598144531,75863.39,34.98126983642578,24,none   ,True,False,True,False,36,0.0008,16,48,256,8,8,8,6,9,256,11,0.1,layer,16,1024
2024-08-18 06:16,82142.32,9.191506385803224,90498.78,-7.882422924041748,83325.195,-4.05470609664917,2,90486.52,-7.838006496429443,82140.39,9.19546604156494,83310.58,-4.005573272705078,1,83310.58,-4.005573272705078,82140.39,9.19546604156494,90486.52,-7.838006496429443,1,none   ,True,False,True,True,16,0.0008,96,64,128,96,4,8,12,5,64,13,0.2,layer,16,1024
2024-08-18 07:56,7663.0947,91.89762878417967,73984.35,48.7899055480957,80038.67,37.97174453735352,40,70410.805,44.09511184692383,11573.687,86.92355346679688,75669.87,30.97828865051269,27,74501.45,34.81187438964844,17725.777,82.6968002319336,76884.33,45.464820861816406,20,full,True,False,False,False,16,0.001,64,64,256,32,16,8,12,5,128,13,0.1,batch,4,1024
2024-08-18 02:35,12716.111,84.80834197998047,75546.42,35.4229736328125,74250.73,33.28268814086914,31,83618.76,43.06783676147461,23620.486,76.14594268798828,77887.81,43.833587646484375,18,72275.8,28.59989547729492,19247.756,74.48123931884766,79167.01,24.841014862060547,30,conv_mlp,True,False,True,False,16,0.005,96,96,128,96,8,4,12,5,64,11,0.1,batch,32,1024
2024-08-18 11:24,9535.4795,89.884765625,77247.06,50.10095977783203,71457.586,39.812721252441406,38,78491.4,45.69097900390625,18613.6,82.19911193847656,72749.2,35.60034942626953,24,72443.76,42.10742950439453,9685.321,90.20884704589844,79314.54,50.91498565673828,37,conv_mlp,True,False,True,True,16,0.001,96,48,256,64,8,16,12,11,64,11,0.1,batch,8,1024
2024-08-18 08:08,7267.556,92.46974182128906,70722.53,43.90398025512695,77978.08,25.44098854064941,42,69207.67,44.05748748779297,10685.56,88.39852142333984,76682.12,27.32448005676269,28,77457.39,29.89145851135254,11129.8125,88.54546356201172,72009.8,45.94297409057617,29,conv_mlp,True,False,False,False,16,0.001,96,64,256,8,4,8,6,11,64,9,0.1,batch,32,1024
2024-08-18 15:58,6940.2207,92.64038848876952,75615.12,23.821611404418945,83716.94,-2.5356602668762207,47,72397.26,37.71043395996094,15652.189,84.63119506835938,79079.53,12.280686378479004,20,80380.74,4.341249465942383,82163.89,15.768699645996094,88935.914,-0.6607101559638977,1,conv_mlp,True,False,False,False,36,0.0008,64,96,256,8,16,4,6,9,256,9,0.1,batch,16,1024
2024-08-18 06:11,14193.971,84.86678314208984,84140.32,43.66120147705078,84231.984,35.037601470947266,40,87318.57,37.76743316650391,21610.525,75.60926055908203,81105.36,30.38307762145996,26,81105.36,30.38307762145996,21610.525,75.60926055908203,87318.57,37.76743316650391,26,none   ,True,False,True,False,16,0.0008,64,64,256,32,4,8,12,5,128,11,0.2,layer,16,1024
2024-08-18 12:00,10579.047,88.33890533447266,72384.35,42.29524230957031,85511.83,-0.7709579467773438,29,72999.18,44.62006759643555,18791.322,78.63507080078125,88543.27,1.849820613861084,18,77486.06,7.931355953216553,50389.137,44.97739028930664,79687.42,33.340850830078125,5,full,True,False,False,False,16,0.003,16,64,128,32,8,16,8,5,128,11,0.2,batch,4,1024
2024-08-18 07:32,36129.92,68.35334777832031,72400.695,37.87641906738281,77928.74,26.9216365814209,11,89513.11,-4.101420402526856,82057.586,12.67502212524414,82140.91,0.1364056766033172,1,82140.91,0.1364056766033172,82057.586,12.67502212524414,89513.11,-4.101420402526856,1,conv_mlp,True,False,False,False,16,0.005,16,96,256,8,8,8,12,9,128,11,0.2,layer,32,1024
2024-08-18 02:59,12423.086,87.23783874511719,76956.56,50.61479568481445,75200.75,38.49892044067383,35,68660.13,38.7192497253418,27800.307,63.54244613647461,74517.75,29.30763053894043,20,72774.98,33.20595169067383,23727.771,70.29196166992188,71626.53,42.19585037231445,19,none   ,True,False,True,False,16,0.005,64,64,256,96,16,4,6,9,128,9,0.2,layer,8,1024
2024-08-18 14:24,9103.539,90.37189483642578,72119.484,43.534629821777344,76268.805,32.749290466308594,42,70672.06,45.45259094238281,13033.925,85.84432983398438,75047.23,34.826499938964844,29,73194.305,30.92559242248535,16458.43,81.98365020751953,72289.63,41.99998474121094,22,full,True,False,False,False,24,0.0008,16,48,256,32,4,8,6,9,128,9,0.1,layer,4,1024
2024-08-18 14:29,12376.753,86.9614028930664,74966.63,34.13591384887695,88030.8,-17.543128967285156,40,72147.54,34.822235107421875,17017.668,82.23345184326172,85115.99,-13.150838851928713,28,81832.91,0.5944563746452332,82084.086,12.78054904937744,89584.37,-4.318770885467529,1,none   ,True,False,True,False,24,0.003,64,64,256,32,16,4,6,11,128,11,0.2,layer,16,1024
2024-08-18 06:50,31524.889,73.2005844116211,88746.625,36.966007232666016,86834.48,41.40060424804688,20,89916.91,-5.706777095794678,82073.72,11.204848289489746,82628.63,-1.6451687812805176,1,82628.63,-1.6451687812805176,82073.72,11.204848289489746,89916.91,-5.706777095794678,1,conv_mlp,True,False,True,False,16,0.001,48,96,128,32,8,4,12,5,64,13,0.2,layer,8,1024
2024-08-18 01:42,16855.393,82.52808380126953,100584.945,28.980743408203125,74675.58,30.920839309692383,17,88134.31,2.3060431480407715,82301.414,18.432024002075195,80435.67,7.285219192504883,1,73539.125,31.852487564086918,34563.34,63.49396514892578,196703.12,-9.201532363891602,5,full,True,False,True,True,16,0.0008,64,64,128,8,8,16,8,5,64,11,0.2,batch,16,1024
2024-08-18 02:21,12558.547,86.90174102783203,78261.53,40.58290863037109,77234.44,30.888526916503903,46,77525.94,42.20954895019531,16940.293,81.37914276123047,76396.28,33.473960876464844,33,76949.266,33.70890045166016,25483.6,70.67301177978516,80180.805,42.23215103149414,22,none   ,True,False,False,True,16,0.0008,48,48,128,16,8,4,12,5,128,13,0.1,batch,8,1024
2024-08-18 05:40,12170.421,85.96559143066406,72098.72,24.143945693969727,84657.32,-4.567475318908691,27,67967.14,47.46701431274414,47822.117,62.812686920166016,74390.92,37.04924011230469,9,79749.99,10.843802452087402,82615.93,21.266870498657227,87602.95,5.471516609191895,1,conv_mlp,True,False,True,True,16,0.001,96,64,128,96,8,16,8,5,128,9,0.2,batch,16,1024
2024-08-18 07:52,14992.769,85.79425811767578,72523.21,44.90380096435547,79988.65,19.433162689208984,28,72852.62,39.78913879394531,35947.758,59.59763717651367,87792.83,7.868360996246338,14,79103.25,37.8209114074707,47877.14,56.49488830566406,72919.484,45.92208099365234,6,full,True,False,False,True,16,0.003,48,64,256,32,4,16,8,9,128,9,0.1,layer,4,1024
2024-08-18 06:24,6667.2305,93.3239517211914,82498.07,41.66566848754883,77672.05,33.44425201416016,42,88641.49,-0.2674532830715179,82142.445,16.180356979370117,81072.03,4.405941009521484,1,78379.54,31.596757888793945,22887.27,74.72551727294922,79876.91,46.24100875854492,6,conv_mlp,True,False,True,False,16,0.0008,48,48,128,96,8,4,6,9,128,13,0.2,layer,8,1024
2024-08-18 02:58,7514.553,91.91355895996094,72434.2,39.51430130004883,80433.305,28.820859909057617,50,72020.42,37.64552688598633,12075.394,86.94550323486328,79203.086,22.23311996459961,30,70985.48,32.548973083496094,50871.965,54.48283386230469,75529.836,42.86851119995117,5,conv_mlp,True,False,False,True,16,0.005,96,64,128,64,16,8,8,9,128,11,0.1,batch,4,1024
2024-08-18 02:00,7870.339,91.63063049316406,74426.51,41.03814315795898,80556.39,22.615705490112305,45,72867.45,46.71448516845703,13429.46,86.89093017578125,77232.25,28.113399505615234,26,75936.17,36.14961242675781,22228.354,81.21752166748047,77323.4,48.40733337402344,19,full,True,False,False,False,16,0.001,64,48,128,96,4,4,12,11,128,11,0.1,batch,4,1024
2024-08-18 06:19,8460.712,91.37837982177734,70370.445,38.11515426635742,80120.24,23.42162322998047,47,69867.4,39.86106872558594,14614.564,86.94625854492188,79441.555,27.99286460876465,27,75448.11,30.78396224975586,74961.02,39.22159576416016,80137.445,24.42218971252441,5,conv_mlp,True,False,True,True,16,0.005,16,48,128,8,4,4,12,11,64,9,0.2,layer,16,1024
2024-08-18 08:17,11553.562,88.07530212402344,78094.64,47.557498931884766,76256.69,40.8615837097168,50,76541.195,50.3568115234375,26155.143,71.74801635742188,76429.28,50.65812683105469,20,76429.28,50.65812683105469,26155.143,71.74801635742188,76541.195,50.3568115234375,20,none   ,True,False,True,False,16,0.0008,96,64,256,96,8,16,12,11,128,9,0.1,layer,32,1024
2024-08-18 14:15,13914.012,85.95714569091797,80680.3,33.00496292114258,77430.88,13.960124969482422,23,83305.91,29.260873794555664,29351.908,67.4604721069336,82316.11,5.3257927894592285,15,80247.72,7.999659538269043,18466.143,80.17936706542969,87573.3,27.089113235473636,18,none   ,True,False,False,False,24,0.001,16,96,256,32,8,4,4,9,256,11,0.1,layer,16,1024
2024-08-18 02:40,19271.125,80.35389709472656,73950.07,46.45718383789063,85212.875,18.114444732666016,20,73150.45,36.44086456298828,58710.38,40.58471298217773,83894.33,16.749237060546875,6,80562.016,6.687129020690918,82261.48,18.01881599426269,88234.12,1.7723338603973389,1,conv_mlp,True,False,True,True,16,0.005,16,48,256,96,4,4,8,5,128,13,0.2,layer,4,1024
2024-08-18 03:12,12390.6455,86.10730743408203,75991.79,37.73247909545898,76222.36,19.52322196960449,34,74700.8,28.45968246459961,27177.887,63.53580856323242,73528.44,11.87028980255127,19,72306.875,19.7191104888916,18304.676,79.3360366821289,76291.07,37.76274871826172,23,conv_mlp,True,False,True,False,16,0.001,16,96,128,32,8,8,12,5,128,13,0.2,batch,16,1024
2024-08-18 05:25,12870.382,86.34657287597656,75643.11,35.37321090698242,77582.98,5.215885639190674,32,70805.72,43.91314697265625,22709.752,77.48361206054688,72794.36,19.51011848449707,21,70668.516,32.02836990356445,23659.387,78.90562438964844,72039.91,48.87502670288086,18,none   ,True,False,True,True,16,0.003,64,96,256,32,4,4,6,11,128,13,0.1,batch,8,1024
2024-08-18 07:13,9128.119,90.69805145263672,70591.64,41.44242858886719,81397.21,23.78203773498535,48,70533.16,41.254974365234375,9311.787,90.47174835205078,81252.4,24.33643913269043,44,72860.91,40.14510726928711,39912.91,70.956298828125,80673.42,48.37599563598633,9,none   ,True,False,False,False,16,0.0008,96,48,256,16,8,4,8,11,128,9,0.1,layer,48,1024
2024-08-18 07:26,12633.127,87.40145111083984,75133.08,36.46577453613281,74732.195,28.76378059387207,31,73537.45,41.62322998046875,26912.242,71.8143081665039,79109.7,29.23008918762207,15,74128.21,40.93219757080078,21404.104,80.48017120361328,73824.336,47.31004333496094,16,none   ,True,False,True,False,16,0.005,16,48,256,32,8,16,6,11,128,9,0.2,layer,4,1024
2024-08-18 12:15,81718.78,10.620347023010254,91388.08,-10.864736557006836,84405.34,-5.781371116638184,36,88382.2,1.0069754123687744,82210.625,17.312389373779297,80748.39,5.830338478088379,1,80748.39,5.830338478088379,82210.625,17.312389373779297,88382.2,1.0069754123687744,1,none   ,True,False,False,True,16,0.005,16,96,256,8,4,4,12,5,128,11,0.1,layer,4,1024
2024-08-18 07:30,8443.241,91.15486145019533,73743.266,39.84822082519531,71018.63,30.200443267822266,44,68783.92,43.94572830200195,29637.816,66.8003921508789,75933.016,25.23059844970703,15,68747.35,29.16871452331543,13146.157,85.43305969238281,72336.03,41.9751091003418,28,conv_mlp,True,False,False,False,16,0.005,64,64,128,32,8,8,8,5,128,11,0.1,layer,16,1024
2024-08-18 07:01,73783.97,14.663946151733398,103020.43,-17.08314323425293,83992.33,-4.044850826263428,10,88486.07,0.487122893333435,82180.336,16.764375686645508,80878.43,5.2489824295043945,1,80878.43,5.2489824295043945,82180.336,16.764375686645508,88486.07,0.487122893333435,1,none   ,True,False,True,False,16,0.005,48,96,256,96,4,4,12,5,128,11,0.1,batch,16,1024
2024-08-18 04:16,7004.5747,92.7766571044922,73166.88,36.90717697143555,73239.164,29.353734970092773,49,71742.74,40.34085464477539,15387.21,84.54759216308594,77457.234,32.29701614379883,34,73378.84,29.156368255615234,8150.6934,91.44969940185548,71833.305,37.22492599487305,40,full,True,False,True,False,16,0.003,48,64,256,32,16,16,12,11,128,13,0.2,layer,16,1024
2024-08-18 03:00,19252.361,82.49309539794922,88275.516,37.08271026611328,76351.484,31.545703887939453,18,88936.36,-1.6323986053466797,82091.85,14.93161392211914,81436.54,2.8833611011505127,1,75372.45,32.43400192260742,20199.4,80.90145874023438,84193.06,37.30423355102539,19,conv_mlp,True,False,False,True,16,0.005,16,96,128,96,4,8,8,9,128,9,0.1,batch,32,1024
2024-08-18 05:31,8141.7217,91.59969329833984,72691.99,40.589935302734375,82390.31,8.664018630981445,39,70989.31,41.4666862487793,11564.101,87.83222198486328,83334.74,5.613397121429443,27,74170.305,28.97378921508789,26101.727,71.64691925048828,68793.64,48.102821350097656,7,full,True,False,False,True,16,0.001,48,48,256,8,4,16,6,5,64,9,0.2,batch,16,1024
2024-08-18 11:31,8370.859,91.53449249267578,74658.164,35.9489631652832,73250.164,35.707008361816406,35,73449.586,36.360595703125,10444.989,88.84632873535156,74126.88,34.37543869018555,27,73134.95,33.689727783203125,8146.7188,91.4051513671875,75418.04,34.33278274536133,36,conv_mlp,True,False,True,True,16,0.001,16,64,256,8,8,16,8,11,64,11,0.2,batch,32,1024
2024-08-18 16:27,7513.442,92.01461029052734,70594.695,35.83497619628906,76236.055,19.772783279418945,43,70483.0,39.34423065185547,11269.607,88.468505859375,73633.266,25.1455078125,30,74677.37,25.693323135375977,37137.234,57.76222610473633,70317.195,28.346609115600582,10,full,True,False,True,False,36,0.001,64,96,256,8,4,4,8,11,128,9,0.2,batch,16,1024
2024-08-18 01:18,20200.268,79.69664764404297,75793.52,45.143516540527344,78018.82,38.10458755493164,18,82732.414,39.23257064819336,25232.629,77.03386688232422,78325.76,32.96430969238281,19,74236.33,39.59518814086914,58755.633,54.812110900878906,76220.086,36.513092041015625,5,conv_mlp,True,False,False,True,16,0.005,96,48,256,8,16,8,6,5,128,9,0.1,batch,48,1024
2024-08-18 07:46,10736.111,88.73509979248047,70575.0,50.58267593383789,76587.22,36.064552307128906,37,70756.27,46.0833740234375,20705.734,81.3420181274414,71962.87,37.71499633789063,21,71962.87,37.71499633789063,20705.734,81.3420181274414,70756.27,46.0833740234375,21,none   ,True,False,False,False,16,0.001,64,48,128,8,16,8,6,5,64,11,0.2,batch,16,1024
2024-08-18 09:01,12795.1875,87.15715026855469,76927.05,40.083194732666016,83905.97,26.88385963439941,32,73552.266,45.29047393798828,61886.637,57.31940078735352,95215.46,12.264034271240234,18,82499.39,-1.181372880935669,82066.66,11.624225616455078,89809.59,-5.288574695587158,1,full,True,False,False,True,16,0.003,16,96,128,8,4,8,12,9,128,11,0.1,batch,4,1024
2024-08-18 12:12,11775.24,88.46612548828125,77191.3,45.61791229248047,77655.766,29.322925567626957,33,76785.15,42.749603271484375,32318.22,71.20247650146484,87905.484,28.683639526367188,19,75750.016,31.664459228515625,15597.55,85.43878173828125,77957.79,44.22267532348633,24,conv_mlp,True,False,True,True,16,0.003,64,64,256,8,8,8,12,5,64,9,0.2,batch,8,1024
2024-08-18 08:16,6507.212,93.44572448730467,72837.95,43.42680740356445,71967.305,39.28178787231445,41,71936.57,42.49239349365234,9500.685,89.8230209350586,68425.586,38.9671516418457,28,69312.195,35.046321868896484,11507.892,89.23133850097656,72336.086,42.47766876220703,26,full,True,False,False,False,16,0.001,96,96,128,16,4,8,8,9,128,13,0.2,layer,16,1024
2024-08-18 07:34,8127.8174,91.6367645263672,72608.37,42.15296173095703,80752.555,19.54412841796875,36,72015.586,37.96296310424805,14084.602,84.81697082519531,83582.03,10.14867115020752,21,76145.97,37.49433517456055,56574.84,57.07062911987305,80350.766,41.93765640258789,4,full,True,False,True,True,16,0.0008,64,64,256,32,4,4,6,9,64,11,0.2,layer,8,1024
2024-08-18 07:43,8704.485,89.97216796875,73457.05,43.28711700439453,80947.96,32.976016998291016,35,74331.875,43.70212936401367,14353.79,83.87257385253906,80886.09,31.737350463867188,21,79380.43,33.24131774902344,16279.706,83.48369598388672,72946.17,43.96784210205078,20,conv_mlp,True,False,True,False,16,0.0008,96,64,256,8,8,8,12,11,64,9,0.1,batch,8,1024
2024-08-18 11:58,8200.033,91.51626586914062,74206.484,38.63678741455078,75141.555,25.139951705932617,41,72376.75,32.26293182373047,16391.824,81.05187225341797,79851.29,14.67320156097412,22,75196.04,15.112810134887695,19452.016,80.84402465820312,73090.03,34.61073684692383,24,conv_mlp,True,False,False,True,16,0.005,48,96,128,32,4,16,6,5,128,9,0.1,layer,4,1024
2024-08-18 11:41,16952.645,83.04540252685547,79568.12,45.57350540161133,77453.01,28.41971969604492,24,87763.64,36.522605895996094,49833.41,48.79830551147461,76983.3,17.359764099121094,10,73037.734,44.7066650390625,40498.418,59.12147903442383,83013.11,52.556732177734375,8,none   ,True,False,False,True,16,0.001,16,48,128,96,8,4,6,9,64,9,0.2,batch,8,1024
2024-08-18 06:38,16803.4,81.65837860107422,76900.91,43.84580612182617,85733.45,36.63636779785156,17,73378.14,54.21055603027344,30903.113,68.48816680908203,77932.61,46.68143081665039,5,77932.61,46.68143081665039,30903.113,68.48816680908203,73378.14,54.21055603027344,5,full,True,False,False,False,16,0.005,48,48,128,8,4,16,6,11,64,9,0.1,batch,48,1024
2024-08-18 03:02,8408.332,91.03189849853516,67330.04,31.66918182373047,72589.69,19.370643615722656,37,65475.24,38.15999221801758,14454.505,85.77046203613281,72362.516,28.49766731262207,23,70570.79,21.233457565307617,11660.055,88.10285186767578,64962.79,36.23115921020508,27,full,True,False,True,False,16,0.0008,16,64,128,64,4,4,12,11,64,13,0.1,layer,16,1024
2024-08-18 08:15,7061.716,92.52122497558594,77617.98,46.30974578857422,82475.65,32.93575668334961,42,76849.05,46.859619140625,10530.561,88.85999298095703,82048.97,36.11304473876953,30,72838.81,31.14950561523437,46452.207,55.703102111816406,81215.58,37.64720916748047,5,full,True,False,True,False,16,0.0008,48,48,256,16,16,8,12,5,64,13,0.2,batch,4,1024
2024-08-18 03:37,8422.377,91.2124252319336,69719.13,40.96182632446289,76565.125,30.988096237182617,37,67515.02,40.55828475952149,15084.221,84.75572967529297,76859.7,28.149890899658203,24,74555.77,34.60969924926758,16074.08,81.64209747314453,73849.31,41.347450256347656,20,full,True,False,True,True,16,0.005,16,48,128,32,8,4,8,9,128,13,0.2,batch,8,1024
2024-08-18 04:40,7156.4185,92.87802124023438,80313.56,35.469207763671875,76471.5,23.178714752197266,41,77090.05,38.31306457519531,11159.414,88.85540008544922,75170.92,20.878494262695312,26,74380.94,20.394428253173828,12488.167,86.94908905029297,78744.7,34.937217712402344,25,conv_mlp,True,False,True,False,16,0.001,96,96,256,16,16,4,6,5,128,9,0.2,batch,8,1024
2024-08-18 05:56,11985.245,87.862548828125,80428.29,48.858158111572266,85731.07,8.77956771850586,36,84900.78,47.39753723144531,26015.396,78.62720489501953,85764.68,12.155786514282228,22,82565.97,-1.420993089675903,82070.06,11.30015468597412,89864.85,-5.50461483001709,1,none   ,True,False,False,False,16,0.005,48,96,128,64,16,8,8,9,128,11,0.2,batch,4,1024
