exp_date,train_rmse,train_custom_acc,val_rmse_for_best_train,val_custom_acc_for_best_train,test_rmse_for_best_train,test_custom_acc_for_best_train,train_epoch_for_best_train,val_rmse,val_custom_acc,train_rmse_for_best_val,train_custom_acc_for_best_val,test_rmse_for_best_val,test_custom_acc_for_best_val,val_epoch_for_best_val,test_rmse,test_custom_acc,train_rmse_for_best_test,train_custom_acc_for_best_test,val_rmse_for_best_test,val_custom_acc_for_best_test,test_epoch_for_best_test,scale_y,skip_mode,conv,mlp,use_pos,seq_len,lr,d,hid_d,last_d,tok_d,time_d,pos_d,e_layers,tok_conv_k,conv_out_d,feat_conv_k,dropout,norm_type,num_heads,bs
2024-08-18 19:37,11006.777,88.14891815185547,69334.24,29.155736923217773,84362.875,3.6460518836975098,36,68469.51,33.34256362915039,17046.434,82.07301330566406,86419.71,6.922942161560059,21,74177.97,24.070770263671875,35269.613,68.00028991699219,76686.05,44.85296630859375,6,min_max,full,True,True,True,36,0.003,16,48,64,8,16,4,8,11,128,11,0.2,layer,48,1024
2024-08-18 19:55,10093.236,89.46205139160156,74912.02,22.675037384033203,74471.76,19.9490909576416,40,72213.32,28.24897766113281,19368.8,77.7725601196289,72222.2,16.065996170043945,25,71322.3,24.769323348999023,24888.17,77.82582092285156,79796.0,27.62303352355957,20,min_max,conv_mlp,True,False,False,36,0.02,16,48,128,4,8,16,6,9,256,9,0.15,batch,48,1024
2024-08-18 20:02,9523.411,90.49569702148438,71192.016,37.25271224975586,76954.21,36.401832580566406,37,71864.57,34.45927429199219,20365.658,83.14295959472656,78883.0,35.16889953613281,24,70291.84,30.04690933227539,24274.777,69.74052429199219,75154.74,24.41539764404297,17,min_max,conv_mlp,True,False,True,8,0.003,16,48,64,4,8,16,6,9,256,9,0.1,batch,16,1024
2024-08-18 19:31,20889.684,78.79441833496094,82260.15,23.616718292236328,74759.46,14.850700378417969,17,69737.93,33.75942611694336,55024.676,46.84418487548828,70198.03,35.64251708984375,5,70198.03,35.64251708984375,55024.676,46.84418487548828,69737.93,33.75942611694336,5,min_max,full,True,False,True,36,0.003,64,32,128,8,8,16,8,11,64,9,0.1,layer,16,1024
2024-08-18 19:41,7449.85,91.85814666748048,71342.195,34.4334831237793,74096.82,31.187057495117188,50,70850.55,35.322303771972656,7959.9854,91.35365295410156,73832.94,32.40230178833008,43,72422.16,30.49758720397949,11141.939,89.31168365478516,71777.95,34.54747772216797,36,min_max,conv_mlp,True,False,False,8,0.008,96,32,64,4,16,8,8,9,64,9,0.15,batch,16,1024
2024-08-18 19:58,8467.465,90.64125061035156,74791.086,23.47904396057129,69794.984,19.02155876159668,40,71931.47,27.79374122619629,13849.815,85.29790496826172,68860.7,22.786640167236328,31,68350.445,26.207000732421875,11331.359,88.28924560546875,69767.75,35.08595657348633,30,min_max,full,True,False,True,16,0.02,64,48,64,8,16,16,8,11,256,11,0.15,batch,16,1024
2024-08-18 19:58,8525.219,90.8366470336914,70142.0,30.37168312072754,76737.516,10.487043380737305,44,68247.51,32.05934143066406,23170.434,77.71018981933594,76182.51,14.932292938232422,19,73431.75,37.63346862792969,48069.703,62.07344436645508,83635.92,38.71970748901367,4,min_max,full,True,True,False,16,0.02,64,32,128,4,16,16,6,9,128,11,0.2,layer,4,1024
2024-08-18 19:39,8614.131,91.1065444946289,73132.3,36.7746696472168,75076.32,29.946548461914062,33,69855.086,33.70521545410156,17644.697,81.70686340332031,75579.97,24.57408905029297,19,72206.26,12.885820388793944,35608.586,59.816776275634766,80748.2,14.329719543457031,7,min_max,full,True,False,True,8,0.003,16,32,64,4,16,16,6,9,256,9,0.15,layer,16,1024
2024-08-18 20:05,10263.549,89.39700317382812,71383.35,38.61749267578125,79613.14,14.673924446105955,41,69190.71,38.73671722412109,25492.414,79.25099182128906,81945.45,14.698976516723633,26,75507.69,21.18731689453125,29276.105,61.17010116577149,71535.45,36.737735748291016,17,min_max,full,True,False,False,16,0.02,96,48,128,8,16,4,8,11,64,9,0.1,layer,4,1024
2024-08-18 19:46,8528.466,90.4605941772461,73764.4,27.097003936767575,74388.34,24.163949966430664,45,69275.55,38.68367767333984,15109.411,84.23258972167969,75809.79,34.07347869873047,26,74254.58,20.70875740051269,10886.626,87.65667724609375,73804.39,25.797016143798828,39,min_max,full,True,True,True,16,0.02,64,48,128,8,16,16,8,9,128,9,0.2,layer,4,1024
2024-08-18 19:54,8248.814,90.90343475341795,69564.95,33.75717544555664,77562.35,16.655986785888672,42,67290.81,36.05260848999024,25654.717,71.70223999023438,80287.47,27.240514755249023,14,75052.07,26.023143768310547,25201.143,77.42230224609375,70365.1,36.749629974365234,16,min_max,full,True,True,False,36,0.008,96,32,128,4,4,8,6,9,256,11,0.1,batch,16,1024
2024-08-18 19:35,17658.328,80.7627182006836,70644.51,49.74665069580078,76306.77,30.97081756591797,28,68514.95,42.4710807800293,33660.098,65.61212158203125,75269.91,23.383516311645508,19,75504.18,32.33486557006836,18309.508,76.4828109741211,69522.54,48.95231628417969,32,min_max,full,True,False,True,16,0.05,64,16,128,4,8,4,6,9,64,11,0.1,batch,16,1024
2024-08-18 19:46,10657.693,88.16752624511719,75842.766,25.31806182861328,75099.35,8.698219299316406,33,73598.61,43.19259643554688,23137.662,79.64958190917969,76810.17,37.70756530761719,19,69720.445,39.6016731262207,34042.68,63.62978363037109,79525.766,39.01123809814453,14,min_max,full,True,False,False,16,0.02,64,16,128,4,4,4,8,9,128,9,0.15,batch,16,1024
2024-08-18 19:35,8704.395,90.77094268798828,71143.35,41.68708419799805,85542.76,22.90542221069336,41,68853.32,41.42086410522461,14395.303,85.54302215576172,83928.3,21.166015625,27,81761.31,40.86354446411133,49915.188,57.89196395874024,92369.5,26.36019515991211,5,min_max,full,True,True,False,16,0.003,96,48,64,8,4,8,6,11,128,9,0.15,layer,48,1024
2024-08-18 20:00,30516.777,67.1257095336914,83860.2,21.804882049560547,75253.33,22.8154354095459,13,79749.43,25.290340423583984,59837.133,41.26080703735352,73591.805,34.94269180297852,4,73591.805,34.94269180297852,59837.133,41.26080703735352,79749.43,25.290340423583984,4,min_max,conv_mlp,True,True,True,8,0.05,64,16,64,8,16,16,8,11,64,11,0.15,batch,16,1024
2024-08-18 19:18,14029.554,84.08660125732422,72797.73,37.46760940551758,75015.75,13.986867904663086,28,72430.14,37.8465576171875,21673.229,75.37928009033203,72737.23,24.357324600219727,14,69500.66,23.848796844482425,31311.906,73.82292938232422,75034.67,33.33184814453125,17,min_max,full,True,False,True,16,0.008,96,32,128,8,4,4,6,11,128,9,0.2,batch,32,1024
2024-08-18 19:30,7252.7583,91.94120025634766,70306.58,32.2169189453125,76789.49,32.34102249145508,45,69567.35,33.006690979003906,8725.09,90.50447082519533,76186.34,32.36244201660156,38,73390.836,23.21541976928711,18225.418,79.54178619384766,71832.945,22.367918014526367,19,min_max,conv_mlp,True,True,True,16,0.003,96,16,64,4,4,16,8,11,64,11,0.2,batch,4,1024
2024-08-18 19:33,9810.478,89.05854034423828,70206.586,31.9005069732666,82429.445,7.125621795654297,39,69399.82,38.18720626831055,15091.166,84.81034088134766,80511.44,12.671971321105955,29,75691.06,39.16237258911133,43965.29,53.9635124206543,126118.01,-39.78767395019531,5,min_max,conv_mlp,True,False,True,8,0.02,64,32,64,4,8,8,8,11,128,11,0.1,layer,4,1024
2024-08-18 19:52,6450.47,92.77664184570312,74264.86,40.72880172729492,79845.734,32.305301666259766,47,73436.305,34.381778717041016,14052.153,82.82040405273438,74239.75,29.337852478027344,26,75841.64,31.430309295654297,16048.418,79.01579284667969,73563.33,38.204986572265625,27,min_max,full,True,False,True,8,0.008,16,48,64,8,16,8,8,11,64,11,0.2,batch,16,1024
2024-08-18 19:42,9257.585,89.9322280883789,73063.52,48.01983642578125,78115.09,37.8128776550293,46,67699.53,46.691287994384766,14756.751,82.22172546386719,75665.836,30.218690872192383,31,74190.25,36.08663177490234,17495.021,77.62459564208984,69452.625,46.19375991821289,30,min_max,full,True,True,True,16,0.008,96,16,64,8,16,8,8,11,256,11,0.2,layer,4,1024
2024-08-18 19:50,11429.636,87.60176086425781,76877.414,16.702491760253906,81638.27,4.596858978271484,37,71481.78,45.8115463256836,23830.68,74.76235961914062,75566.01,30.350988388061523,22,74042.586,20.572906494140625,58418.188,54.487083435058594,88197.64,21.02263641357422,9,min_max,full,True,False,False,36,0.008,64,16,64,4,8,16,6,9,128,11,0.2,batch,16,1024
2024-08-18 19:27,11629.612,86.9893798828125,74052.13,24.80073547363281,84719.53,-6.586289405822754,38,69062.94,34.56174087524414,19155.145,79.06497192382812,85163.72,-5.354678630828857,25,69435.6,34.12605667114258,35787.336,63.271278381347656,89302.375,10.006380081176758,6,min_max,conv_mlp,True,True,True,36,0.008,96,32,64,8,16,8,6,9,128,11,0.1,batch,16,1024
2024-08-18 19:21,17841.703,80.80809020996094,79001.69,34.56311798095703,83484.766,31.358367919921875,21,76770.43,43.8465576171875,46145.137,63.05781555175781,78263.31,44.061500549316406,6,78263.31,44.061500549316406,46145.137,63.05781555175781,76770.43,43.8465576171875,6,min_max,conv_mlp,True,True,True,8,0.008,64,16,64,8,4,8,6,9,128,11,0.15,batch,4,1024
2024-08-18 19:52,8231.7295,90.7123031616211,75047.0,32.45987701416016,74443.11,16.57533073425293,41,75421.6,31.780994415283203,13352.592,86.84444427490234,74025.48,13.962191581726074,27,73917.92,15.428787231445312,13476.326,85.05709075927734,76436.27,32.4444694519043,24,min_max,conv_mlp,True,False,True,16,0.008,64,32,128,4,16,16,6,9,256,11,0.2,layer,16,1024
2024-08-18 19:27,15916.835,84.04236602783203,80617.15,31.49898147583008,79347.586,34.44492721557617,26,69849.305,43.7915153503418,36166.316,66.73828887939453,83468.84,41.27772903442383,11,74296.35,41.94837188720703,22402.107,81.07380676269531,78231.39,32.323486328125,23,min_max,full,True,True,False,8,0.02,64,48,128,4,4,4,6,11,128,11,0.15,batch,16,1024
2024-08-18 19:32,14405.841,83.25772094726562,69788.89,43.26714324951172,79061.88,21.381181716918945,29,67097.81,40.12150573730469,22308.023,76.47845458984375,85402.41,14.050930976867676,18,76210.96,40.21312713623047,70612.22,50.40715789794922,81127.11,39.149658203125,4,min_max,conv_mlp,True,True,False,16,0.02,96,32,128,8,4,4,6,9,128,11,0.15,batch,4,1024
2024-08-18 19:36,13072.632,84.38666534423828,70473.04,30.66341781616211,79852.74,27.54552459716797,35,73768.82,33.911834716796875,14883.862,82.77884674072266,87296.49,30.722761154174805,33,75460.75,22.769664764404297,56276.543,36.5790901184082,82176.87,8.533084869384766,4,min_max,conv_mlp,True,False,False,8,0.05,16,32,64,8,16,8,8,9,64,9,0.1,layer,4,1024
2024-08-18 19:16,60380.273,36.134796142578125,130648.6,-59.32216644287109,76375.0,32.0620231628418,4,78993.555,24.89984130859375,78450.4,33.5285530090332,78387.84,31.60256767272949,3,76375.0,32.0620231628418,60380.273,36.134796142578125,130648.6,-59.32216644287109,4,min_max,conv_mlp,True,False,False,16,0.05,96,16,128,8,8,8,6,9,128,11,0.15,batch,4,1024
2024-08-18 20:08,9428.689,89.79150390625,75172.24,27.619016647338867,80313.055,4.1045427322387695,46,71307.18,40.753299713134766,24086.9,76.4283676147461,74028.75,29.928714752197266,22,74028.75,29.928714752197266,24086.9,76.4283676147461,71307.18,40.753299713134766,22,min_max,conv_mlp,True,True,True,36,0.02,64,32,64,8,8,16,6,9,128,11,0.1,layer,4,1024
2024-08-18 19:36,46227.516,51.20724487304688,90238.25,6.632572174072266,83131.39,5.511808395385742,11,91369.734,25.76667594909668,58666.27,41.64803695678711,93768.48,27.147220611572266,8,79767.27,10.75410270690918,81383.1,27.24826431274414,90465.55,2.334368228912353,19,min_max,full,True,False,False,16,0.05,64,48,128,4,4,16,6,9,256,11,0.1,layer,16,1024
2024-08-18 19:30,10653.01,87.72331237792969,72086.7,39.64710235595703,84932.9,16.618125915527344,33,66685.19,41.78604888916016,24771.365,69.52996063232422,82400.35,16.30913543701172,19,82776.95,37.54646682739258,176431.52,-5.819809436798096,126825.77,-20.41461563110352,5,min_max,full,True,False,True,8,0.02,96,32,128,8,4,16,8,11,256,11,0.15,layer,16,1024
2024-08-18 20:05,11066.54,87.85523223876953,73766.95,33.240421295166016,74698.414,12.986159324645996,44,72340.93,34.36286926269531,20161.86,77.71705627441406,77924.29,10.977768898010254,26,73389.04,19.69039535522461,25416.58,81.78284454345703,73618.53,39.158302307128906,29,min_max,conv_mlp,True,False,False,36,0.02,96,32,128,8,16,8,8,11,256,11,0.2,layer,4,1024
2024-08-18 19:16,53924.105,42.58982467651367,203723.44,-142.3460693359375,83945.28,24.90826797485352,8,84590.61,30.50989532470703,66491.984,47.4609603881836,77080.43,39.91905975341797,2,76814.54,37.651123046875,98196.58,32.433040618896484,434922.12,-435.8443603515625,5,min_max,full,True,True,False,36,0.05,96,16,128,8,16,4,6,11,64,9,0.1,layer,4,1024
2024-08-18 19:17,17815.48,81.11228942871094,78985.5,37.6972541809082,84192.45,23.66395568847656,20,72403.52,43.63581466674805,35296.906,67.343505859375,79442.2,37.60859298706055,6,77618.56,44.2608757019043,65846.07,59.07949066162109,84152.24,46.13512802124024,5,min_max,conv_mlp,True,False,True,8,0.008,64,48,128,8,4,8,6,11,64,9,0.1,batch,16,1024
2024-08-18 19:24,24280.695,76.60115814208984,79699.36,38.7782096862793,85377.39,17.761600494384766,18,78739.484,23.67389869689941,44990.516,46.661354064941406,72852.79,27.96773910522461,5,72852.79,27.96773910522461,44990.516,46.661354064941406,78739.484,23.67389869689941,5,min_max,conv_mlp,True,True,False,16,0.02,64,48,64,8,4,8,8,9,64,11,0.2,batch,16,1024
2024-08-18 19:34,8653.276,90.15296936035156,74113.086,39.742332458496094,78424.64,38.5159797668457,34,72831.24,29.94731712341309,19782.006,76.36035919189453,71366.67,33.6484489440918,17,71366.67,33.6484489440918,19782.006,76.36035919189453,72831.24,29.94731712341309,17,min_max,conv_mlp,True,False,True,8,0.003,64,16,128,8,16,16,8,9,256,11,0.15,layer,4,1024
2024-08-18 20:06,7193.9165,91.77162170410156,71390.07,32.40271759033203,75792.37,17.414777755737305,40,71285.945,32.90507888793945,7666.911,91.20603942871094,74871.695,16.04216766357422,37,72306.664,31.037431716918945,44712.156,63.27834701538086,80608.375,35.62003326416016,6,min_max,conv_mlp,True,False,True,8,0.008,64,32,64,4,16,4,6,9,128,9,0.1,layer,4,1024
2024-08-18 20:00,7051.8545,92.54718780517578,69380.01,34.8172492980957,79533.164,21.492481231689453,46,69230.984,36.44042205810547,9259.772,90.0002212524414,80299.586,20.438934326171875,34,71395.1,30.24847412109375,42048.375,54.35737991333008,87035.44,40.7010383605957,5,min_max,full,True,False,False,16,0.008,96,16,128,4,8,16,6,11,256,9,0.1,batch,16,1024
2024-08-18 20:01,19984.973,76.60787200927734,73339.6,33.87611389160156,82239.93,23.12628555297852,23,65938.48,35.980892181396484,50521.69,46.20124053955078,94648.516,-9.932231903076172,8,73219.18,35.304325103759766,39082.63,57.4234619140625,68394.45,38.151145935058594,5,min_max,conv_mlp,True,True,True,8,0.02,16,48,64,8,4,4,8,9,64,11,0.15,batch,16,1024
2024-08-18 19:32,11655.691,86.81649780273438,75308.664,19.644147872924805,82462.11,-6.439697742462158,32,71753.69,29.67052459716797,43369.477,58.5205307006836,81572.45,23.36365509033203,11,75448.26,10.438161849975586,30479.012,70.78658294677734,80898.31,11.426997184753418,16,min_max,conv_mlp,True,True,False,36,0.003,96,16,64,4,4,8,8,11,64,9,0.1,batch,16,1024
2024-08-18 19:54,7787.6245,91.43887329101562,68756.76,44.404930114746094,78189.484,28.73958969116211,49,68685.37,44.56337738037109,7814.567,91.36127471923828,78252.72,28.946155548095703,48,75592.57,32.97314453125,26667.568,69.00674438476562,73394.24,42.0133056640625,16,min_max,full,True,True,True,16,0.02,96,32,128,4,16,8,8,9,128,9,0.15,layer,16,1024
