exp_date,train_rmse,train_custom_acc,val_rmse_for_best_train,test_rmse_for_best_train,train_epoch_for_best_train,val_rmse,val_custom_acc,train_rmse_for_best_val,test_rmse_for_best_val,val_epoch_for_best_val,test_rmse,test_custom_acc,train_rmse_for_best_test,val_rmse_for_best_test,test_epoch_for_best_test,seq_len,lr,d,hid_d,last_d,time_d,e_layers,comb_type,bs
2024-07-17 04:05,882.87866,-618.2862548828125,843.8248,875.32574,10,1798.6702,-302.9583435058594,7969.5933,7171.5986,1,875.32574,-479.0270690917969,882.87866,843.8248,10,24,0.2,32,64,64,64,12,add,1100
2024-07-16 20:45,653.2552,-3.713068723678589,689.22076,660.5471,9,455.95187,-147.1399688720703,301.37637,338.12457,8,660.5471,-11.15794563293457,653.2552,689.22076,9,16,0.18,32,128,128,64,8,add,1100
2024-07-17 06:17,111.960396,11.102910041809082,478.71005,237.00908,26,422.59637,-222.863037109375,148.33899,231.00995,22,231.00995,-2.8485641479492188,148.33899,422.59637,22,8,0.08,32,256,32,32,12,add,1100
2024-07-16 23:54,218.95851,-12.363093376159668,461.5096,284.68948,13,479.13248,-202.443603515625,257.14963,314.8213,11,12716.968,-4766.95361328125,12787.95,12446.202,14,8,0.08,32,128,256,64,12,add,1100
2024-07-16 19:55,44531.004,-46960.09765625,50551.305,45811.277,13,498.02853,-105.92725372314452,216.93202,295.64383,11,295.64383,1.6957935094833374,216.93202,498.02853,11,8,0.15,32,128,128,64,12,add,1100
2024-07-16 22:46,243.7432,-61.38810348510742,381.5901,277.435,11,403.86795,-192.8344573974609,265.36853,298.67355,12,298.67355,-70.60498046875,265.36853,403.86795,12,16,0.18,32,128,256,32,2,add,1100
2024-07-17 08:53,264.9012,27.745147705078125,454.00177,312.8652,10,454.00177,-10.640292167663574,264.9012,312.8652,10,671.931,-113.4992904663086,680.8009,634.8378,11,8,0.15,32,64,256,32,12,add,1100
2024-07-17 08:24,365.72556,-349.7021179199219,546.447,408.27036,12,452.8607,-224.57247924804688,251.01506,302.4747,9,294.8543,-103.63665771484376,253.00862,421.86746,11,24,0.18,32,256,32,32,6,add,1100
2024-07-17 03:57,373.11096,-19.3667049407959,497.95813,401.75473,13,403.1551,-140.75674438476562,233.3632,276.45267,9,276.45267,-47.75630569458008,233.3632,403.1551,9,8,0.05,32,128,512,64,2,add,1100
2024-07-16 21:39,138.39676,28.83981704711914,390.11044,214.57657,18,418.8606,-14.617895126342772,242.12038,287.2647,13,287.2647,33.54692077636719,242.12038,418.8606,13,8,0.05,32,128,256,32,6,add,1100
2024-07-17 03:18,242.6871,32.671607971191406,475.36865,304.8153,13,436.79663,-155.01133728027344,319.6281,346.44247,9,304.8153,22.78727531433105,242.6871,475.36865,13,24,0.05,32,128,512,32,4,add,1100
2024-07-16 22:15,291.00366,-47.10945510864258,521.8095,349.5332,11,493.37955,-268.830322265625,425.0353,439.75772,1,349.5332,-42.41294860839844,291.00366,521.8095,11,8,0.18,32,64,32,64,6,add,1100
2024-07-17 06:19,156.29488,52.71134567260742,470.26895,252.63075,23,506.5635,-155.78489685058594,175.2166,275.541,19,238.99449,-2.0827126502990723,122.327446,475.24814,22,8,0.05,32,64,128,64,12,add,1100
2024-07-17 05:55,449.4102,-155.07240295410156,457.82092,451.17685,9,457.82092,-254.11947631835935,449.4102,451.17685,9,451.17685,-111.93085479736328,449.4102,457.82092,9,24,0.15,32,64,128,32,4,add,1100
2024-07-17 07:05,274.7997,11.33688735961914,532.7387,343.1191,7,464.11584,-267.10858154296875,393.5361,408.81488,1,687.05927,-90.0058822631836,719.72455,535.2169,2,16,0.05,32,64,128,64,12,add,1100
2024-07-17 05:33,347.25284,-218.8961944580078,451.41287,370.49277,7,424.57886,-69.68268585205078,283.7138,317.51382,10,317.51382,0.8499359488487244,283.7138,424.57886,10,24,0.1,32,128,512,64,2,add,1100
2024-07-17 02:15,246.30228,-62.5765266418457,455.5223,300.594,12,409.67633,-67.65274810791016,246.86601,287.80743,11,287.80743,-21.336952209472656,246.86601,409.67633,11,8,0.15,32,128,512,32,6,add,1100
2024-07-17 02:33,960.12195,-674.4429321289062,843.2365,938.0024,13,452.92303,-62.05703353881836,386.9325,401.63748,8,267.61273,-10.313191413879396,188.16658,464.66025,12,8,0.18,32,64,64,64,12,add,1100
2024-07-16 19:53,2345006.5,-1683690.5,1807518.5,2248179.0,13,940.36804,-909.8304443359376,2602.4707,2365.1392,1,275.2933,-15.731403350830078,183.60367,492.96,11,8,0.15,32,128,128,64,8,add,1100
2024-07-17 03:42,1082.5676,-109.42506408691406,611.99646,1006.21924,6,921.6768,-228.5814971923828,1259.9584,1199.6224,10,1199.6224,-137.4587860107422,1259.9584,921.6768,10,24,0.15,32,128,512,32,8,add,1100
2024-07-17 04:49,574.28534,-47.78904342651367,591.8505,578.1874,8,591.8505,-224.2205047607422,574.28534,578.1874,8,578.1874,-60.109981536865234,574.28534,591.8505,8,16,0.08,32,128,512,64,8,add,1100
2024-07-17 07:57,621.2492,-49.59297180175781,578.59064,612.92914,11,578.59064,-237.10308837890625,621.2492,612.92914,11,612.92914,-61.18959045410156,621.2492,578.59064,11,24,0.1,32,64,128,64,4,add,1100
2024-07-17 08:07,364.1831,-197.7021026611328,448.01566,382.4996,7,670.81726,-171.3350067138672,610.2171,622.5379,8,622.5379,-65.58773803710938,610.2171,670.81726,8,24,0.15,32,64,128,64,8,add,1100
2024-07-17 03:52,407.57278,18.42694664001465,557.6718,442.14587,14,557.6718,-73.95854949951172,407.57278,442.14587,14,442.14587,6.380326747894287,407.57278,557.6718,14,24,0.15,32,64,64,64,12,add,1100
2024-07-17 07:01,267.66156,-68.52050018310547,552.3218,343.88034,10,463.53375,-167.72506713867188,284.38913,328.58926,6,343.88034,-110.11798858642578,267.66156,552.3218,10,16,0.05,32,64,128,64,4,add,1100
2024-07-17 07:14,323.66086,-155.9897003173828,417.30075,344.49194,13,1202.2035,-36.478126525878906,1654.2927,1573.9431,14,344.49194,-109.9077606201172,323.66086,417.30075,13,16,0.1,32,256,32,32,6,add,1100
2024-07-16 20:43,285.42786,29.308115005493164,525.65643,347.76895,13,456.1114,-53.75982666015625,234.93369,293.639,10,285.46896,8.25112533569336,224.48454,450.95535,12,16,0.18,32,128,128,64,6,add,1100
2024-07-16 22:46,368.78384,11.232973098754885,492.92892,397.43967,9,455.96512,-177.41159057617188,325.1157,355.42276,4,397.43967,12.285175323486328,368.78384,492.92892,9,16,0.15,32,64,32,64,2,add,1100
2024-07-17 05:54,381.75177,-192.33770751953125,520.3631,413.17303,6,750.4549,-685.4952392578125,781.98193,775.23816,9,1079.763,-886.9791259765625,1042.6831,1217.1611,7,24,0.2,32,128,512,64,4,add,1100
2024-07-17 07:27,2832.0479,-4027.20263671875,5043.324,3394.7314,11,422.22375,-74.70841979980469,248.94849,292.83377,8,295.4312,-19.248647689819336,248.02383,435.5183,10,16,0.18,32,64,128,64,2,add,1100
2024-07-16 21:09,238.20969,-24.354183197021484,499.75372,308.91696,9,383.78656,-180.772705078125,321.8403,335.3956,4,271.78964,-15.433144569396973,210.42667,437.69647,8,24,0.08,32,64,32,32,2,add,1100
2024-07-17 02:54,336.35114,-292.000732421875,472.42938,367.72964,12,395.05612,-182.1099853515625,271.85727,301.15903,8,301.15903,-48.32298278808594,271.85727,395.05612,8,16,0.15,32,128,512,32,2,add,1100
2024-07-17 04:21,266.25345,-51.11977767944336,414.20325,302.43973,9,1635.3286,-429.74456787109375,13219.399,11845.254,1,906.6377,-526.8594970703125,805.37885,1230.4417,10,8,0.15,32,128,512,64,8,add,1100
2024-07-17 01:46,22739.28,-6845.52978515625,6053.7217,20512.227,12,474.99573,-71.0284652709961,344.13284,374.76694,9,374.76694,-5.03489351272583,344.13284,474.99573,9,24,0.2,32,128,256,64,6,add,1100
2024-07-17 00:23,327.3583,-62.6206283569336,435.13736,351.9695,8,533.9531,19.65065193176269,471.84183,485.38394,9,485.38394,18.373031616210938,471.84183,533.9531,9,8,0.2,32,128,256,64,6,add,1100
2024-07-16 23:00,233.50084,13.832829475402832,769.4798,403.73013,14,488.01813,-147.93067932128906,803.6857,751.2076,11,751.2076,-56.76074981689453,803.6857,488.01813,11,16,0.18,32,64,32,64,12,add,1100
2024-07-17 03:41,250.81029,14.883584022521973,527.6466,325.87436,11,431.41592,-238.54757690429688,237.92099,287.5472,7,295.99335,-17.515657424926758,252.55077,425.0103,8,24,0.1,32,64,64,64,2,add,1100
2024-07-17 05:37,284.6615,-181.59100341796875,509.8865,341.74234,17,574.70166,-345.8775634765625,337.75195,397.1179,15,279.97903,-26.60300064086914,237.48251,407.07916,14,24,0.05,32,64,128,32,6,add,1100
2024-07-16 23:38,539.3423,-363.2944946289063,566.44666,544.5449,9,566.44666,-480.5898132324219,539.3423,544.5449,9,544.5449,-249.27186584472656,539.3423,566.44666,9,24,0.2,32,128,256,32,8,add,1100
2024-07-17 06:41,305.1412,-33.76382064819336,459.46304,342.31656,9,423.73502,-77.71961975097656,259.53497,300.3792,8,342.31656,-7.719071865081787,305.1412,459.46304,9,8,0.15,32,64,128,64,8,add,1100
2024-07-17 04:49,345.89996,-60.7757682800293,468.64304,374.28287,10,468.64304,-32.58390426635742,345.89996,374.28287,10,374.28287,-17.321670532226562,345.89996,468.64304,10,8,0.2,32,64,128,32,6,add,1100
2024-07-16 22:17,477.41052,17.417184829711914,542.73956,491.54214,12,450.58063,-158.61090087890625,240.34879,294.97845,9,294.97845,-47.06380081176758,240.34879,450.58063,9,8,0.18,32,64,32,64,8,add,1100
2024-07-17 05:30,148.01428,-5.086483955383301,470.98972,248.91391,23,426.7453,-101.96102142333984,202.5551,263.52005,18,263.52005,-31.861337661743164,202.5551,426.7453,18,24,0.08,32,128,512,64,8,add,1100
2024-07-17 08:35,188.71634,17.625591278076172,423.27417,254.68063,13,415.7968,-158.30410766601562,253.87201,294.03247,9,294.03247,-33.54950714111328,253.87201,415.7968,9,8,0.08,32,64,256,32,4,add,1100
2024-07-17 07:04,175.85686,33.048248291015625,462.7033,260.5797,19,514.3414,-78.49581146240234,211.27588,298.40298,14,289.32584,-66.9190902709961,216.68906,480.3621,16,16,0.08,32,256,32,32,4,add,1100
2024-07-17 06:16,222.53287,19.86408805847168,482.39603,294.38715,12,508.596,-192.5395965576172,450.33252,462.74857,1,294.38715,21.06375503540039,222.53287,482.39603,12,8,0.05,32,64,128,64,8,add,1100
2024-07-17 02:28,259.2284,-107.86114501953124,422.5923,299.5455,12,441.8904,-56.46072769165039,273.68054,315.2522,9,299.5455,-83.78387451171875,259.2284,422.5923,12,8,0.2,32,128,512,32,4,add,1100
2024-07-16 21:46,365.53717,-195.53846740722656,484.90646,392.47964,13,458.22406,-66.8288803100586,211.02869,279.31213,12,279.31213,14.59787940979004,211.02869,458.22406,12,8,0.08,32,128,256,32,6,add,1100
2024-07-17 01:15,380.13168,18.013086318969727,481.77557,403.11835,8,1434.8387,-1516.1182861328125,1484.694,1474.3319,10,1474.3319,-773.3414916992188,1484.694,1434.8387,10,16,0.2,32,64,64,32,8,add,1100
2024-07-17 02:31,1268.6301,-35.63541030883789,657.40594,1172.2522,11,657.40594,-16.7510929107666,1268.6301,1172.2522,11,1172.2522,-22.03032112121582,1268.6301,657.40594,11,8,0.18,32,64,64,64,8,add,1100
2024-07-16 21:08,151.5386,28.030323028564453,462.6986,247.59064,13,511.31808,-49.09286117553711,263.34338,328.9472,10,265.40567,-32.33681869506836,187.14804,460.3983,14,24,0.05,32,64,32,32,12,add,1100
2024-07-16 20:29,313.279,-231.1249084472656,487.15042,355.00455,14,455.24503,-72.37747955322266,206.13881,275.66608,9,275.66608,2.791712760925293,206.13881,455.24503,9,16,0.1,32,128,128,64,8,add,1100
2024-07-17 04:13,10350.909,-9554.2373046875,17747.877,12204.081,12,433.16287,-179.48126220703125,246.07466,293.70267,9,12204.081,-7301.0830078125,10350.909,17747.877,12,8,0.1,32,128,512,64,6,add,1100
2024-07-17 05:08,426.6274,19.345060348510746,582.6208,462.5803,8,582.6208,13.781550407409668,426.6274,462.5803,8,462.5803,23.27438735961914,426.6274,582.6208,8,16,0.18,32,128,512,64,6,add,1100
2024-07-16 23:09,389.2813,-20.49114799499512,563.48157,430.07483,7,517.84265,-274.9391174316406,501.04803,504.2962,1,524.05273,-235.5933380126953,380.76257,892.917,6,24,0.08,32,128,256,32,6,add,1100
2024-07-16 20:19,216.93645,-68.38197326660156,442.81345,277.49203,13,446.73102,-221.7845458984375,236.66238,291.33356,8,291.33356,-76.85511779785156,236.66238,446.73102,8,16,0.08,32,128,128,64,4,add,1100
2024-07-16 20:42,270.4027,-20.73872756958008,533.80444,339.63824,14,427.70813,-246.71490478515625,254.42558,297.49008,11,297.49008,-92.02708435058594,254.42558,427.70813,11,16,0.15,32,64,32,32,6,add,1100
2024-07-17 07:04,224.36714,-42.394981384277344,663.8155,358.06317,13,435.61853,-208.9922332763672,239.19835,289.6202,8,289.6202,-44.10124588012695,239.19835,435.61853,8,16,0.05,32,64,128,64,8,add,1100
2024-07-16 22:11,339.1667,-57.41489410400391,466.46707,368.73618,8,13599.603,-8719.9404296875,63085.28,56746.094,1,535.4189,-133.55770874023438,529.21643,558.80646,9,8,0.18,32,128,256,32,12,add,1100
2024-07-17 00:40,396.2763,7.6917724609375,486.23953,416.15863,11,486.23953,-68.24214935302734,396.2763,416.15863,11,416.15863,3.687158346176148,396.2763,486.23953,11,16,0.08,32,128,256,64,12,add,1100
2024-07-16 23:50,470.53006,-348.969970703125,509.8951,478.65085,12,431.73068,-220.24008178710935,232.67943,284.45114,9,284.45114,-78.09959411621094,232.67943,431.73068,9,8,0.08,32,128,256,64,6,add,1100
2024-07-17 01:18,194.5701,-18.6607608795166,431.43863,260.1373,10,429.56436,-214.93768310546875,274.77078,312.117,5,271.53708,-29.066326141357425,211.4369,433.84207,9,24,0.05,32,64,64,32,2,add,1100
2024-07-17 07:03,243.15276,-86.88890838623047,446.44724,295.49762,8,432.70404,-29.44820213317871,522.1312,506.09238,3,306.27142,-6.134548664093018,242.27205,481.44382,7,16,0.05,32,64,128,64,6,add,1100
2024-07-16 23:31,345.694,-53.57777404785156,548.8834,395.54257,10,489.01468,-243.3155059814453,297.36298,344.06967,8,395.54257,-65.75325012207031,345.694,548.8834,10,24,0.15,32,64,32,64,6,add,1100
2024-07-17 06:09,702.10187,-146.5884552001953,645.0426,690.92004,8,687.17224,-140.47894287109375,1305.2686,1207.1049,1,1207.1049,-278.37530517578125,1305.2686,687.17224,1,24,0.2,32,64,128,32,8,add,1100
2024-07-17 07:11,363.74838,-263.0007629394531,453.75763,383.55905,14,431.28186,-85.95503234863281,236.57358,287.1919,9,287.1919,-24.29030418395996,236.57358,431.28186,9,16,0.1,32,256,32,32,2,add,1100
2024-07-16 21:28,475.86453,-362.7363586425781,546.6814,490.5437,10,546.6814,-573.5789184570312,475.86453,490.5437,10,490.5437,-286.54315185546875,475.86453,546.6814,10,24,0.18,32,128,128,64,8,add,1100
2024-07-16 21:44,341.53885,-163.75286865234375,438.2298,362.99677,13,438.2298,-313.6275634765625,341.53885,362.99677,13,362.99677,-126.5560302734375,341.53885,438.2298,13,8,0.08,32,128,256,32,4,add,1100
2024-07-16 22:54,326.56097,-130.61671447753906,433.7099,350.68906,12,453.07947,-62.94977188110352,246.15346,299.88565,9,299.88565,-1.0715675354003906,246.15346,453.07947,9,16,0.18,32,64,32,64,2,add,1100
2024-07-17 02:09,267.09686,-63.51127243041992,508.40735,330.4061,7,525.02844,-122.18802642822266,673.7258,647.0451,2,647.0451,-82.32661437988281,673.7258,525.02844,2,8,0.08,32,64,64,64,8,add,1100
2024-07-17 01:12,208.37556,-89.53715515136719,477.05328,283.01862,10,495.23676,-193.7271728515625,263.1362,323.75006,9,426.578,-88.23433685302734,373.73184,593.35864,11,24,0.05,32,128,256,64,6,add,1100
2024-07-16 22:06,416.89694,-192.2358856201172,490.7274,432.9035,10,406.37766,-158.06336975097656,330.8519,347.70648,5,432.9035,-145.3588409423828,416.89694,490.7274,10,8,0.18,32,128,256,32,2,add,1100
2024-07-17 01:04,418.93378,-119.645751953125,482.8658,432.7596,10,411.2453,-190.98663330078125,282.6781,313.1267,6,432.7596,-79.98269653320312,418.93378,482.8658,10,16,0.18,32,64,64,32,2,add,1100
2024-07-16 23:03,440.24472,-116.4496612548828,468.88977,446.09094,12,663.4261,-495.1126708984375,526.239,556.16254,7,305.3825,-35.6480827331543,239.22343,486.11673,11,24,0.05,32,128,256,32,6,add,1100
2024-07-17 06:47,19322.42,-11332.40234375,12543.733,18166.879,13,424.0239,-34.23908233642578,190.56656,255.5869,10,255.5869,8.406737327575684,190.56656,424.0239,10,8,0.18,32,64,128,64,6,add,1100
2024-07-17 01:07,341.35156,-99.22952270507812,436.73248,362.62372,10,395.96356,-298.1404113769531,232.2015,273.2829,9,362.62372,-70.5545425415039,341.35156,436.73248,10,16,0.2,32,128,256,64,8,add,1100
2024-07-16 20:52,613.8787,2.617483139038086,655.5861,622.7297,11,412.16306,-259.65106201171875,262.64243,298.9024,10,298.9024,-90.5303192138672,262.64243,412.16306,10,16,0.2,32,128,128,64,8,add,1100
2024-07-16 23:29,368.58514,-64.98210906982422,449.53128,386.48373,12,414.01035,-261.73541259765625,240.51225,284.0507,9,295.16162,-112.47509765625,247.9095,435.4621,10,24,0.18,32,128,256,32,4,add,1100
2024-07-17 05:55,473.63422,-201.2694549560547,461.17477,471.15414,8,681.8743,-299.7642822265625,695.1289,692.39966,9,471.15414,-132.76544189453125,473.63422,461.17477,8,24,0.2,32,128,512,64,6,add,1100
2024-07-17 03:35,219.39299,-41.44465637207031,475.3257,289.24414,11,427.17633,-104.77620697021484,284.1551,318.72717,6,273.48257,-42.423587799072266,204.1499,454.832,9,24,0.08,32,64,64,64,2,add,1100
2024-07-17 05:15,668.3199,-545.2898559570312,892.76843,718.4297,13,493.74725,-178.759033203125,329.83725,368.89133,10,338.50424,-83.83843231201172,317.53867,410.48587,9,16,0.15,32,64,128,32,4,add,1100
2024-07-16 23:27,331.6709,27.465755462646484,537.52155,381.8464,13,556.88055,-71.58942413330078,395.1095,432.82568,9,432.82568,-5.423460960388184,395.1095,556.88055,9,24,0.1,32,64,32,64,8,add,1100
2024-07-17 00:39,182.7744,0.0652974620461463,453.84317,261.0335,16,451.57745,-93.68805694580078,197.99544,269.08984,14,269.08984,-13.10947322845459,197.99544,451.57745,14,16,0.08,32,128,256,64,8,add,1100
2024-07-17 08:33,253.28871,-127.20418548583984,430.4645,297.5152,10,595.15356,-192.33799743652344,567.0697,573.0141,11,573.0141,-114.76854705810548,567.0697,595.15356,11,24,0.2,32,256,32,32,8,add,1100
2024-07-17 05:12,406.45657,-12.356045722961426,480.2505,422.77664,7,496.85803,-418.7538757324219,460.17358,467.7346,1,1166.1978,-87.28363800048828,1270.0345,589.59546,2,16,0.1,32,64,128,32,12,add,1100
2024-07-17 08:19,584.35736,-124.7408447265625,779.9357,628.1177,7,497.62738,-368.3750305175781,1789.316,1615.5802,1,1615.5802,-348.5946044921875,1789.316,497.62738,1,24,0.2,32,64,128,64,6,add,1100
2024-07-17 01:01,472.09805,-126.6910171508789,485.89597,475.00974,9,734.102,-291.731689453125,837.14166,817.68353,10,491.44272,-119.24181365966795,492.01575,487.31625,8,16,0.18,32,128,256,64,12,add,1100
2024-07-17 01:32,283.2019,-84.84414672851562,430.8021,318.83432,9,405.2131,-215.95895385742188,287.5705,314.9089,6,1895.4874,-102.68738555908205,2067.1636,938.44965,11,24,0.1,32,64,64,32,4,add,1100
2024-07-16 21:52,220.50209,-86.76792907714844,445.59314,280.49503,13,485.17548,-340.00958251953125,391.82672,412.31097,1,273.0504,20.051240921020508,210.71259,439.26624,8,8,0.08,32,64,32,64,6,add,1100
2024-07-16 19:49,323.80212,-230.65277099609372,480.55417,360.71783,11,455.18826,-102.11018371582033,231.79233,291.1137,9,309.8102,4.9942803382873535,252.64482,472.31635,10,8,0.15,32,128,128,64,4,add,1100
2024-07-17 01:18,278.01608,-99.9758071899414,515.3409,339.1195,7,608.8742,-266.7237243652344,535.546,550.8326,3,429.5741,-113.6407699584961,390.52103,559.51556,8,24,0.08,32,128,256,64,4,add,1100
2024-07-17 07:41,251.91193,-33.935279846191406,439.0225,299.4143,12,478.42587,-439.7463989257813,334.62003,367.91077,9,299.4143,-7.0587358474731445,251.91193,439.0225,12,16,0.2,32,256,32,32,8,add,1100
2024-07-17 08:50,625.0532,-358.8671875,615.93066,623.3327,9,487.92496,-224.12533569335935,402.78992,421.5156,1,623.3327,-288.6259765625,625.0532,615.93066,9,8,0.15,32,64,256,32,6,add,1100
2024-07-16 23:17,212.06812,-42.85641860961914,481.47705,287.3187,12,425.4009,-118.20179748535156,205.90433,265.19986,8,267.44922,-23.168310165405277,181.02397,475.02698,10,24,0.08,32,64,32,64,2,add,1100
2024-07-17 04:38,244.63916,-73.11735534667969,401.04456,283.24365,8,414.65286,-194.75784301757807,223.71419,273.19968,10,320.44098,-19.942398071289062,286.2935,428.0327,11,16,0.05,32,128,512,64,2,add,1100
2024-07-17 04:03,15538.687,-3871.625244140625,5409.9097,14105.161,9,5409.9097,-5935.6650390625,15538.687,14105.161,9,14105.161,-3292.125,15538.687,5409.9097,9,24,0.2,32,64,64,64,8,add,1100
2024-07-17 05:06,527.1953,-381.0557556152344,545.3785,530.71716,10,469.5384,-18.86282157897949,344.12546,373.39224,9,373.39224,-9.856852531433104,344.12546,469.5384,9,16,0.18,32,128,512,64,2,add,1100
2024-07-17 06:44,302.12534,-127.4045181274414,463.22867,340.64636,10,427.0769,-190.526611328125,256.82736,299.15857,8,341.99155,-27.635066986083984,309.65305,446.66235,9,8,0.18,32,64,128,64,2,add,1100
2024-07-17 05:52,2845.1648,-3623.421875,4058.352,3127.274,11,4058.352,-5092.27294921875,2845.1648,3127.274,11,3127.274,-2706.694580078125,2845.1648,4058.352,11,24,0.18,32,128,512,64,12,add,1100
2024-07-17 07:18,338.46173,-115.00997924804688,544.273,388.2559,13,504.93475,-102.8038330078125,265.07614,328.1139,9,326.61273,13.446748733520508,259.7512,512.0711,12,16,0.1,32,256,32,32,12,add,1100
2024-07-17 01:41,13586.892,-2085.1201171875,11123.346,13122.684,12,460.78372,-42.19816589355469,384.37625,401.51117,9,288.50964,-67.49614715576172,244.92862,418.93597,8,24,0.18,32,128,256,64,8,add,1100
2024-07-17 06:32,245.73508,-86.68633270263672,483.28043,308.16885,13,497.05255,-51.83536529541016,218.88313,297.0693,9,34174.164,-4923.109375,36202.363,24476.492,14,8,0.1,32,64,128,64,6,add,1100
2024-07-16 23:58,268.69125,-141.75013732910156,396.12213,298.93146,10,396.12213,-166.71774291992188,268.69125,298.93146,10,298.93146,-84.84577941894531,268.69125,396.12213,10,8,0.1,32,128,256,64,4,add,1100
2024-07-16 19:40,290.1376,37.434181213378906,517.71326,348.37994,11,466.12598,-155.90257263183594,369.72968,391.33636,1,288.85995,-22.865070343017575,227.28546,457.81256,8,8,0.08,32,64,32,32,8,add,1100
2024-07-17 08:08,1245.8792,-546.4415893554688,529.52924,1138.9683,12,472.1856,-161.42591857910156,348.77856,377.0051,9,291.30655,27.555543899536133,216.19475,486.1905,11,24,0.15,32,64,128,64,12,add,1100
2024-07-17 06:22,194.35562,-9.148743629455566,458.85822,269.53983,13,407.1737,-79.66452026367188,231.28258,276.33243,8,269.53983,-21.03655242919922,194.35562,458.85822,13,8,0.08,32,64,128,64,4,add,1100
2024-07-17 04:32,517.3,-559.0819702148438,653.8123,547.17004,10,437.03848,-272.6160888671875,289.3735,324.5718,8,324.5718,-145.08181762695312,289.3735,437.03848,8,8,0.2,32,128,512,64,4,add,1100
2024-07-16 23:47,768.661,-725.3583984375,1374.7142,927.6368,9,1374.7142,-1506.7723388671875,768.661,927.6368,9,354.3638,-26.77046775817871,309.1314,495.25488,8,24,0.2,32,64,32,64,6,add,1100
2024-07-17 08:53,172.9232,49.008277893066406,512.58203,277.21216,27,508.9571,-220.0846405029297,130.21587,256.05267,23,256.05267,-0.210649698972702,130.21587,508.9571,23,8,0.08,32,256,32,64,12,add,1100
2024-07-16 23:20,393.58792,-236.09034729003903,437.47162,402.73874,9,407.09967,-237.8980865478516,265.67947,299.6088,8,402.73874,-165.49176025390625,393.58792,437.47162,9,24,0.15,32,128,256,32,2,add,1100
2024-07-17 03:19,241.91505,-28.044761657714844,400.10333,281.05493,9,466.20242,-327.1354675292969,283.00043,327.906,10,327.906,-124.43318176269533,283.00043,466.20242,10,24,0.05,32,128,512,32,6,add,1100
2024-07-17 07:43,249.19415,-53.9179916381836,459.88208,304.2505,14,456.76715,-104.32267761230467,228.36853,289.9564,10,289.9564,-0.888200581073761,228.36853,456.76715,10,16,0.2,32,256,32,32,12,add,1100
2024-07-17 06:50,325.4066,-27.637495040893555,525.72314,374.49542,13,7296.083,-7033.5439453125,8024.0415,7888.5347,1,359.10083,-116.32122802734376,309.62112,510.7231,12,8,0.2,32,256,32,32,8,add,1100
2024-07-17 00:37,1525.8958,-87.19654846191406,1111.816,1452.0328,15,504.92178,-168.2471160888672,258.91284,323.5795,10,323.5795,-45.98870849609375,258.91284,504.92178,10,16,0.08,32,128,256,64,6,add,1100
2024-07-16 19:40,301.44684,-75.94510650634766,416.2174,327.9731,10,399.99585,-68.56558227539062,296.20355,320.26334,7,327.9731,-53.55389404296875,301.44684,416.2174,10,8,0.1,32,128,128,64,2,add,1100
2024-07-17 08:22,226.61198,6.180497169494629,473.0247,293.02902,13,473.0247,-36.29444885253906,226.61198,293.02902,13,293.02902,12.136981964111328,226.61198,473.0247,13,24,0.2,32,64,128,64,12,add,1100
2024-07-17 01:24,534.8093,-196.75299072265625,543.22235,536.512,12,435.53546,-42.45798873901367,276.92245,315.87915,10,315.87915,9.975247383117676,276.92245,435.53546,10,24,0.1,32,128,256,64,2,add,1100
2024-07-16 19:46,153.57037,48.17412567138672,434.96484,238.4943,22,430.2594,-275.92578125,186.6203,254.83267,17,254.83267,-58.32363510131836,186.6203,430.2594,17,8,0.1,32,64,32,32,6,add,1100
2024-07-17 04:46,685.5023,-168.11009216308594,504.2238,653.62274,13,451.72903,-51.87389373779297,261.54474,309.919,10,305.92618,-68.73401641845703,274.99988,404.8426,9,8,0.2,32,64,128,32,2,add,1100
2024-07-16 20:56,230.65091,-97.89385986328124,424.39816,280.7727,10,417.7723,-159.5319061279297,196.64595,257.4014,9,280.7727,-73.06804656982422,230.65091,424.39816,10,16,0.2,32,64,32,32,6,add,1100
2024-07-17 00:21,334.72263,-112.8307647705078,479.17032,368.37427,12,437.07196,-78.05033111572266,307.04373,337.84488,8,340.11185,-12.304808616638184,309.77753,438.1298,11,8,0.18,32,64,64,32,4,add,1100
2024-07-17 02:31,527.68854,-47.95314025878906,489.27258,520.4811,9,489.27258,-128.53529357910156,527.68854,520.4811,9,520.4811,-36.92971420288086,527.68854,489.27258,9,8,0.2,32,128,512,32,8,add,1100
2024-07-17 05:46,311.28616,-2.574253559112549,508.15417,359.45618,8,638.5148,-16.21684455871582,1038.2828,971.5785,3,359.45618,3.2072794437408447,311.28616,508.15417,8,24,0.08,32,64,128,32,12,add,1100
2024-07-17 08:22,409.36246,-151.09017944335938,470.53568,422.32425,10,470.53568,-210.03343200683597,409.36246,422.32425,10,422.32425,-97.8962631225586,409.36246,470.53568,10,24,0.18,32,256,32,32,4,add,1100
2024-07-17 06:38,448.07294,-126.15309143066406,538.09485,467.9688,14,443.097,-139.63079833984375,210.19345,273.8101,13,273.8101,-23.16105079650879,210.19345,443.097,13,8,0.15,32,64,128,64,4,add,1100
