exp_date,train_rmse,train_custom_acc,val_rmse_for_best_train,val_custom_acc_for_best_train,test_rmse_for_best_train,test_custom_acc_for_best_train,train_epoch_for_best_train,val_rmse,val_custom_acc,train_rmse_for_best_val,train_custom_acc_for_best_val,test_rmse_for_best_val,test_custom_acc_for_best_val,val_epoch_for_best_val,test_rmse,test_custom_acc,train_rmse_for_best_test,train_custom_acc_for_best_test,val_rmse_for_best_test,val_custom_acc_for_best_test,test_epoch_for_best_test,seq_len,lr,d,hid_d,last_d,time_d,e_layers,token_emb_kernel_size,dropout,comb_type,bs
2024-08-07 00:13,233.42613,64.64181518554688,534.45294,34.52141189575195,598.1808,25.38654136657715,15,435.19727,5.597360610961914,384.3091,5.598880290985107,439.17496,2.7042243480682373,1,439.17496,2.7042243480682373,384.3091,5.598880290985107,435.19727,5.597360610961914,1,16,0.005,512,512,512,64,4,13,0.2,add,1024
2024-08-07 02:24,58.99308,89.28874206542969,395.54175,52.156986236572266,490.58588,46.95722198486328,31,351.21222,46.472686767578125,156.58908,76.98550415039062,430.96887,22.58088111877441,20,589.22205,29.30479621887207,417.8509,55.6637077331543,564.9214,38.71798324584961,1,16,0.001,256,1024,1024,64,4,13,0.4,add,512
2024-08-07 02:27,87.311264,84.76701354980469,427.824,47.9791145324707,486.04276,45.58698654174805,21,5429.6006,-1149.77294921875,3373.5298,-537.7362670898438,7951.561,-1969.8375244140625,1,488.82297,45.78279876708984,149.30711,80.65021514892578,427.86694,46.9683723449707,24,16,0.02,256,1024,512,64,4,13,0.4,add,256
2024-08-07 02:14,44.71826,90.68634796142578,423.58167,50.36574172973633,506.0252,45.599639892578125,24,381.61304,38.787818908691406,124.485535,75.93544006347656,426.02646,32.84288024902344,11,426.02646,32.84288024902344,124.485535,75.93544006347656,381.61304,38.787818908691406,11,16,0.005,512,512,1024,64,4,9,0.2,add,256
2024-08-07 00:47,47.99298,90.62345123291016,503.41608,41.68681335449219,595.6558,26.75740623474121,20,405.30463,35.59103012084961,304.3674,24.254039764404297,436.81467,43.655364990234375,2,421.18018,30.21315574645996,375.74622,9.02672004699707,411.57797,22.62267303466797,1,16,0.001,512,1024,512,64,4,11,0.1,add,512
2024-08-07 00:38,103.266716,81.01724243164062,510.8841,39.88997268676758,599.1368,25.083860397338867,15,423.8075,13.651009559631348,389.82556,3.3521924018859863,422.30252,22.88444328308105,1,422.30252,22.88444328308105,389.82556,3.3521924018859863,423.8075,13.651009559631348,1,16,0.001,1024,512,2048,64,4,13,0.4,add,512
2024-08-07 00:23,89.13415,81.20675659179688,493.99692,42.37294006347656,581.6002,30.84070587158203,24,399.8382,46.10865783691406,223.91951,47.69417572021485,455.29492,46.07210922241211,6,421.81323,35.46349334716797,292.47705,33.188480377197266,401.27682,34.181888580322266,5,16,0.001,512,512,1024,64,4,9,0.1,add,1024
2024-08-07 02:19,72.50332,85.48622131347656,451.26382,46.54053115844727,531.1671,41.542457580566406,25,474.97412,47.72731018066406,365.2304,54.51310729980469,485.65445,49.01612854003906,1,485.65445,49.01612854003906,365.2304,54.51310729980469,474.97412,47.72731018066406,1,16,0.001,1024,2048,512,64,4,11,0.4,add,512
2024-08-06 23:23,42.526497,90.7064971923828,507.21265,41.09030151367188,597.7487,25.59383583068848,25,402.05423,49.47401809692383,124.011375,70.51494598388672,496.2755,43.20391082763672,10,427.57745,23.53955841064453,322.28885,27.349809646606445,406.3763,31.375659942626957,1,16,0.001,1024,512,512,64,4,13,0.1,add,256
2024-08-07 00:20,68.7776,87.32402801513672,492.3179,42.90672302246094,595.51996,26.88050651550293,14,412.69897,38.9312744140625,335.14578,17.80556297302246,462.4115,50.047210693359375,1,462.4115,50.047210693359375,335.14578,17.80556297302246,412.69897,38.9312744140625,1,16,0.001,512,1024,512,64,4,11,0.4,add,512
2024-08-07 00:06,79.24895,84.9136962890625,446.20016,41.70010757446289,433.5489,47.36181640625,30,7868.398,-1212.5084228515625,26289.217,-2623.32861328125,8499.049,-2101.50732421875,1,8499.049,-2101.50732421875,26289.217,-2623.32861328125,7868.398,-1212.5084228515625,1,16,0.02,512,512,2048,64,4,9,0.1,add,1024
2024-08-07 00:19,60.345753,89.31803894042969,489.15643,43.28805541992188,594.91095,27.085268020629883,23,562.3462,36.64576721191406,369.13263,58.57978820800781,600.6772,24.813207626342773,1,600.6772,24.813207626342773,369.13263,58.57978820800781,562.3462,36.64576721191406,1,16,0.005,512,512,1024,64,4,11,0.1,add,256
2024-08-07 01:12,129.31323,81.92044067382812,398.98788,48.03419494628906,433.40817,30.96312141418457,9,457.48813,44.397987365722656,441.26392,47.53853225708008,427.33823,44.69430923461914,1,427.33823,44.69430923461914,441.26392,47.53853225708008,457.48813,44.397987365722656,1,16,0.001,512,1024,1024,64,4,9,0.1,add,1024
2024-08-07 02:21,73.41344,85.65470123291016,516.5707,40.50827026367188,600.0538,25.01923370361328,21,438.62076,40.12076950073242,359.34286,34.86137008666992,458.28278,48.22298049926758,1,458.28278,48.22298049926758,359.34286,34.86137008666992,438.62076,40.12076950073242,1,16,0.001,1024,512,2048,64,4,9,0.4,add,512
2024-08-07 01:30,76.46866,83.7878646850586,476.45813,43.72923278808594,578.68195,31.21594619750977,16,466.37643,41.10112380981445,273.77002,32.27629470825195,550.63196,37.399295806884766,1,550.63196,37.399295806884766,273.77002,32.27629470825195,466.37643,41.10112380981445,1,16,0.01,512,512,512,64,4,11,0.4,add,256
