exp_date,train_rmse,train_custom_acc,val_rmse_for_best_train,val_custom_acc_for_best_train,test_rmse_for_best_train,test_custom_acc_for_best_train,train_epoch_for_best_train,val_rmse,val_custom_acc,train_rmse_for_best_val,train_custom_acc_for_best_val,test_rmse_for_best_val,test_custom_acc_for_best_val,val_epoch_for_best_val,test_rmse,test_custom_acc,train_rmse_for_best_test,train_custom_acc_for_best_test,val_rmse_for_best_test,val_custom_acc_for_best_test,test_epoch_for_best_test,v_splt,y_ord,d,hd,ld,tok_d,time_d,pos_d,lyrs,n_heads,conv_d,tok_kern,feat_kern,norm_typ,skp_mod,use_pos_enc,seq_len,mlp_norm,ep,bs,lr,dp,w_decay
2024-08-24 15:11,25967.865774367827,70.37467956542969,69339.05495701097,34.57455062866211,68306.79157601304,24.527055740356445,13,93839.91179627684,-29.50527572631836,83192.82900065291,-0.9649157524108888,87353.48777013751,-20.505977630615234,1,79205.73817159375,22.893882751464844,40183.65201678938,52.79109573364258,81852.66991303652,35.607879638671875,14,0.2,1.44,160,80,512,8,16,32,6,4,192,11,11,batch,none,True,8,True,50,1024,0.0051,0.16,0.0001
2024-08-24 17:23,78940.098419069,10.77895164489746,90095.15260385776,-15.129518508911133,82538.28332879466,-6.719756126403809,6,92206.98977057757,-24.08709526062012,82564.24822373319,3.549736738204956,85481.00681477175,-14.932500839233398,1,85481.00681477175,-14.932500839233398,82564.24822373319,3.549736738204956,92206.98977057757,-24.08709526062012,1,0.2,1.44,160,212,256,8,16,32,8,4,256,9,11,layer,none,True,8,True,50,1024,0.0013,0.16,0.0001
2024-08-24 19:26,16056.794060907496,81.21200561523438,78758.05089089189,28.840768814086918,80877.29334031223,11.007952690124512,19,83121.00334019004,9.644645690917969,54016.56144962856,45.98223114013672,91954.85486105282,-18.91437721252441,8,84654.5906756608,-12.29051399230957,82348.26992711837,5.671339988708496,91493.24034625175,-21.518051147460938,1,0.2,1.44,224,76,128,8,16,32,5,4,256,9,11,batch,none,True,8,True,50,1024,0.0025,0.16,0.0001
2024-08-24 22:41,9337.81325577927,88.41117858886719,72946.05791462837,33.27018737792969,70735.30560473641,27.81378555297852,35,75619.15024703096,36.87546157836914,18897.50743499944,75.18600463867188,70257.91024268568,31.39531707763672,19,68641.52532393193,22.91402816772461,15660.3684519621,81.54962158203125,70434.60298276095,32.74512481689453,22,0.2,1.44,224,104,256,8,16,32,7,4,256,9,7,batch,none,True,8,True,50,1024,0.0013,0.16,0.0001
2024-08-25 02:12,7103.719429370795,91.04813385009766,71527.54865376027,38.87845993041992,71418.47910180461,27.29433822631836,42,73125.22423160929,43.23849105834961,11504.637307098705,86.0372543334961,72546.42637963724,37.60449981689453,27,72546.42637963724,37.60449981689453,11504.637307098705,86.0372543334961,73125.22423160929,43.23849105834961,27,0.2,1.44,128,104,256,8,16,32,4,4,256,9,11,layer,none,True,8,True,50,1024,0.0014,0.16,0.0001
2024-08-24 16:53,62581.56962649436,34.20454406738281,94706.97319628584,12.514424324035645,93717.98401850952,2.9190242290496826,6,93424.67459786366,-28.179014205932617,83017.71886375581,0.1450896263122558,86879.4526045021,-19.14141082763672,1,86879.4526045021,-19.14141082763672,83017.71886375581,0.1450896263122558,93424.67459786366,-28.179014205932617,1,0.05,1.44,160,168,256,8,16,32,7,4,192,9,7,batch,none,True,8,True,50,1024,0.003,0.16,0.0001
2024-08-24 22:22,13016.602765083744,84.07223510742188,78104.81653947667,33.54875564575195,75918.36411916584,36.990142822265625,31,94026.3928176289,-30.091154098510746,83274.45443033242,-1.4557719230651855,87565.95080177764,-21.10847282409668,1,78771.7438158239,32.681053161621094,16434.495472251358,79.93732452392578,79829.86226808988,31.57064819335937,27,0.05,1.44,192,92,320,8,16,32,6,4,256,7,7,layer,none,True,8,True,50,1024,0.0014,0.16,0.0001
2024-08-24 15:47,7843.033877964399,89.88496398925781,70835.84064350695,29.351621627807617,76403.33790925816,3.904139995574951,43,69516.07323907969,30.24942779541016,14946.530816603828,82.44670867919922,74926.45631654275,6.143128871917725,28,73242.15617991192,14.624893188476562,11853.509021217797,83.73656463623047,71430.74213905852,31.506616592407227,31,0.2,1.44,160,188,320,8,16,32,5,4,192,7,11,batch,none,True,8,True,50,1024,0.0016,0.16,0.0001
2024-08-25 01:47,16565.46733369732,81.3232421875,72414.976908824,33.25503921508789,72474.57016026578,29.33304977416992,22,93555.7925989964,-28.60136032104492,83071.99142869374,-0.2079963684082031,87029.2813105399,-19.575727462768555,1,87029.2813105399,-19.575727462768555,83071.99142869374,-0.2079963684082031,93555.7925989964,-28.60136032104492,1,0.05,1.44,160,124,384,8,16,32,6,4,256,9,7,batch,none,True,8,True,50,1024,0.0011,0.16,0.0001
2024-08-25 00:52,25011.301696621056,68.94795989990234,84566.80750262042,25.69538307189941,76174.89281713158,27.447568893432617,17,94642.7945301336,-31.98629570007324,83556.46125574221,-3.048455715179444,88266.47689524008,-23.059009552001957,1,71917.9347610411,31.873046875,37426.29435262402,69.35659790039062,86300.98072023269,25.83652114868164,16,0.05,1.44,192,124,320,8,16,32,7,4,256,9,7,layer,none,True,8,True,50,1024,0.0023,0.16,0.0001
